Brand,Model,Interface,Form Factor,Capacities,Controller,Configuration,DRAM,HMB,NAND Brand,NAND Type,Layers,"R (Up to, in MB/s)","W (Up to, in MB/s)",Categories,Notes (*)
Transcend,SSD 220S,x4 PCIe 3.0/NVMe,M.2,512GB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3300,2800,Mid-Range NVMe,May be changed to E12/E12S or SM2267
Transcend,SSD 220S,x4 PCIe 3.0/NVMe,M.2,1TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3300,2800,Mid-Range NVMe,May be changed to E12/E12S or SM2267
Transcend,SSD 220S,x4 PCIe 3.0/NVMe,M.2,2TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3300,2800,Mid-Range NVMe,May be changed to E12/E12S or SM2267
Transcend,SSD225S,SATA/AHCI,"2.5""",250GB,,,No,N/A,,,,560,500,,
Transcend,SSD225S,SATA/AHCI,"2.5""",500GB,,,No,N/A,,,,560,500,,
Transcend,SSD225S,SATA/AHCI,"2.5""",1000GB,,,No,N/A,,,,560,500,,
Transcend,SSD225S,SATA/AHCI,"2.5""",2000GB,,,No,N/A,,,,560,500,,
Transcend,SSD225S,SATA/AHCI,"2.5""",2TB,,,No,N/A,,,,560,500,,
Transcend,SSD230S,SATA/AHCI,"2.5""",128GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,Change: Samsung 64L
Transcend,SSD230S,SATA/AHCI,"2.5""",256GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,Change: Samsung 64L
Transcend,SSD230S,SATA/AHCI,"2.5""",512GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,Change: Samsung 64L
Transcend,SSD230S,SATA/AHCI,"2.5""",1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,Change: Samsung 64L
Transcend,SSD230S,SATA/AHCI,"2.5""",2TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560,520,Mid-Range SATA,Change: Samsung 64L
Transcend,SSD 240S,x4 PCIe 4.0/NVMe,M.2,500GB,SMI SM2267,"DC (28nm R5), 4-ch, 8-CE/ch",Yes,No,Micron,TLC,96,3800,3200,Mid-Range NVMe,
Transcend,SSD 240S,x4 PCIe 4.0/NVMe,M.2,1000GB,SMI SM2267,"DC (28nm R5), 4-ch, 8-CE/ch",Yes,No,Micron,TLC,96,3800,3200,Mid-Range NVMe,
Transcend,SSD 240S,x4 PCIe 4.0/NVMe,M.2,1TB,SMI SM2267,"DC (28nm R5), 4-ch, 8-CE/ch",Yes,No,Micron,TLC,96,3800,3200,Mid-Range NVMe,
Transcend,SSD 245S,x4 PCIe 4.0/NVMe,M.2,500GB,Realtek RTS5772DL,,,,,,,5300,4000,,
Transcend,SSD 245S,x4 PCIe 4.0/NVMe,M.2,1000GB,Realtek RTS5772DL,,,,,,,5300,4000,,
Transcend,SSD 245S,x4 PCIe 4.0/NVMe,M.2,2000GB,Realtek RTS5772DL,,,,,,,5300,4000,,
Transcend,SSD 245S,x4 PCIe 4.0/NVMe,M.2,4000GB,Realtek RTS5772DL,,,,,,,5300,4000,,
Transcend,SSD 245S,x4 PCIe 4.0/NVMe,M.2,4TB,Realtek RTS5772DL,,,,,,,5300,4000,,
Transcend,SSD 250S/MTE250S/250H,x4 PCIe 4.0/NVMe,M.2,1TB,SMI SM2264,"QC (12nm R8), 8-ch, 8-CE/ch",Yes,N/A,Kioxia,TLC,112,7500,6700,High-End NVMe,
Transcend,SSD 250S/MTE250S/250H,x4 PCIe 4.0/NVMe,M.2,2TB,SMI SM2264,"QC (12nm R8), 8-ch, 8-CE/ch",Yes,N/A,Kioxia,TLC,112,7500,6700,High-End NVMe,
Transcend,SSD 250S/MTE250S/250H,x4 PCIe 4.0/NVMe,M.2,4TB,SMI SM2264,"QC (12nm R8), 8-ch, 8-CE/ch",Yes,N/A,Kioxia,TLC,112,7500,6700,High-End NVMe,
Transcend,SSD250N,SATA/AHCI,"2.5""",1TB,,,Yes,N/A,,,,560,480,,
Transcend,SSD250N,SATA/AHCI,"2.5""",2TB,,,Yes,N/A,,,,560,480,,
Transcend,SSD420S/820S,SATA/AHCI,M.2,120GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550,500,Entry-Level SATA,2242 (240GB)/2280 by SKU
Transcend,SSD420S/820S,SATA/AHCI,M.2,240GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550,500,Entry-Level SATA,2242 (240GB)/2280 by SKU
Transcend,SSD420S/820S,SATA/AHCI,M.2,480GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550,500,Entry-Level SATA,2242 (240GB)/2280 by SKU
Transcend,SSD420S/820S,SATA/AHCI,M.2,960GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550,500,Entry-Level SATA,2242 (240GB)/2280 by SKU
Transcend,SSD430S/830S,SATA/AHCI,M.2,128GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,560,500,Mid-Range SATA,2242 (512GB)/2280 by SKU
Transcend,SSD430S/830S,SATA/AHCI,M.2,256GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,560,500,Mid-Range SATA,2242 (512GB)/2280 by SKU
Transcend,SSD430S/830S,SATA/AHCI,M.2,512GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,560,500,Mid-Range SATA,2242 (512GB)/2280 by SKU
Transcend,SSD430S/830S,SATA/AHCI,M.2,1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,560,500,Mid-Range SATA,2242 (512GB)/2280 by SKU
Verbatim,Vi3000,x4 PCIe 3.0/NVMe,M.2,256GB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,3100,2900,Entry-Level NVMe,
Verbatim,Vi3000,x4 PCIe 3.0/NVMe,M.2,512GB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,3100,2900,Entry-Level NVMe,
Verbatim,Vi3000,x4 PCIe 3.0/NVMe,M.2,1TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,3100,2900,Entry-Level NVMe,
Verbatim,Vi7000G,x4 PCIe 4.0/NVMe,M.2,,,,,,,,,,,,
Verbatim,Vi12000,x4 PCIe 5.0/NVMe,M.2,,,,,,,,,,,,
VisionTek,DLX4,x4 PCIe 4.0/NVMe,M.2,512GB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,,,,5200,4775,Mid-Range NVMe,"2230, 2242, 2280"
VisionTek,DLX4,x4 PCIe 4.0/NVMe,M.2,1TB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,,,,5200,4775,Mid-Range NVMe,"2230, 2242, 2280"
VisionTek,DLX4,x4 PCIe 4.0/NVMe,M.2,2TB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,,,,5200,4775,Mid-Range NVMe,"2230, 2242, 2280"
VisionTek,DLX4 Pro,x4 PCIe 4.0/NVMe,M.2,512GB,,,Yes,N/A,,,,7415,6800,High-End NVMe,
VisionTek,DLX4 Pro,x4 PCIe 4.0/NVMe,M.2,1TB,,,Yes,N/A,,,,7415,6800,High-End NVMe,
VisionTek,DLX4 Pro,x4 PCIe 4.0/NVMe,M.2,2TB,,,Yes,N/A,,,,7415,6800,High-End NVMe,
VisionTek,DLX4 Pro,x4 PCIe 4.0/NVMe,M.2,4TB,,,Yes,N/A,,,,7415,6800,High-End NVMe,
WD,AN1500,x8 PCIe 3.0/NVMe,AIC,1TB,2xWD + 88NR2241,2xSN750 controller + RAID,Yes,No,SanDisk,TLC,,6500,4100,High-End NVMe,
WD,AN1500,x8 PCIe 3.0/NVMe,AIC,2TB,2xWD + 88NR2241,2xSN750 controller + RAID,Yes,No,SanDisk,TLC,,6500,4100,High-End NVMe,
WD,AN1500,x8 PCIe 3.0/NVMe,AIC,4TB,2xWD + 88NR2241,2xSN750 controller + RAID,Yes,No,SanDisk,TLC,,6500,4100,High-End NVMe,
WD,Black (later SN750),x4 PCIe 3.0/NVMe,M.2,250GB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470,3000,Mid-Range NVMe,Heatsink model; flash changed 2021
WD,Black (later SN750),x4 PCIe 3.0/NVMe,M.2,500GB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470,3000,Mid-Range NVMe,Heatsink model; flash changed 2021
WD,Black (later SN750),x4 PCIe 3.0/NVMe,M.2,1000GB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470,3000,Mid-Range NVMe,Heatsink model; flash changed 2021
WD,Black (later SN750),x4 PCIe 3.0/NVMe,M.2,2000GB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470,3000,Mid-Range NVMe,Heatsink model; flash changed 2021
WD,Black (later SN750),x4 PCIe 3.0/NVMe,M.2,2TB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470,3000,Mid-Range NVMe,Heatsink model; flash changed 2021
WD,Blue (2D),SATA/AHCI,"2.5"" & M.2",250GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,N/A,545,525,Entry-Level SATA,
WD,Blue (2D),SATA/AHCI,"2.5"" & M.2",500GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,N/A,545,525,Entry-Level SATA,
WD,Blue (2D),SATA/AHCI,"2.5"" & M.2",1000GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,N/A,545,525,Entry-Level SATA,
WD,Blue (2D),SATA/AHCI,"2.5"" & M.2",1TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,N/A,545,525,Entry-Level SATA,
WD,Blue 3D,SATA/AHCI,"2.5"" & M.2 (2TB)",250GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,560,530,High-End SATA,"4TB 2.5"" only"
WD,Blue 3D,SATA/AHCI,"2.5"" & M.2 (2TB)",500GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,560,530,High-End SATA,"4TB 2.5"" only"
WD,Blue 3D,SATA/AHCI,"2.5"" & M.2 (2TB)",1000GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,560,530,High-End SATA,"4TB 2.5"" only"
WD,Blue 3D,SATA/AHCI,"2.5"" & M.2 (2TB)",2000GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,560,530,High-End SATA,"4TB 2.5"" only"
WD,Blue 3D,SATA/AHCI,"2.5"" & M.2 (2TB)",4000GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,560,530,High-End SATA,"4TB 2.5"" only"
WD,Blue 3D,SATA/AHCI,"2.5"" & M.2 (2TB)",4TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,560,530,High-End SATA,"4TB 2.5"" only"
WD,D30,USB 3.2 Gen 2x1,USB-C,500GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,N/A,SanDisk,TLC,96,900,900,Entry-Level NVMe,Portable; Xbox/PS5 variants
WD,D30,USB 3.2 Gen 2x1,USB-C,1000GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,N/A,SanDisk,TLC,96,900,900,Entry-Level NVMe,Portable; Xbox/PS5 variants
WD,D30,USB 3.2 Gen 2x1,USB-C,2000GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,N/A,SanDisk,TLC,96,900,900,Entry-Level NVMe,Portable; Xbox/PS5 variants
WD,D30,USB 3.2 Gen 2x1,USB-C,2TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,N/A,SanDisk,TLC,96,900,900,Entry-Level NVMe,Portable; Xbox/PS5 variants
WD,Green,SATA/AHCI,"2.5"" & M.2 (480GB)",120GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,SanDisk,TLC,N/A,545,,Garbage,Variable hardware
WD,Green,SATA/AHCI,"2.5"" & M.2 (480GB)",240GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,SanDisk,TLC,N/A,545,,Garbage,Variable hardware
WD,Green,SATA/AHCI,"2.5"" & M.2 (480GB)",480GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,SanDisk,TLC,N/A,545,,Garbage,Variable hardware
WD,Green,SATA/AHCI,"2.5"" & M.2 (480GB)",960GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,SanDisk,TLC,N/A,545,,Garbage,Variable hardware
WD,Green,SATA/AHCI,"2.5"" & M.2 (480GB)",1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,SanDisk,TLC,N/A,545,,Garbage,Variable hardware
WD,My Passport SSD (New),USB 3.2 Gen 2x1,USB-C,256GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,540,,High-End SATA,Portable
WD,My Passport SSD (New),USB 3.2 Gen 2x1,USB-C,512GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,540,,High-End SATA,Portable
WD,My Passport SSD (New),USB 3.2 Gen 2x1,USB-C,1TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,540,,High-End SATA,Portable
WD,My Passport SSD (New),USB 3.2 Gen 2x1,USB-C,2TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,540,,High-End SATA,Portable
WD,My Passport SSD (NVMe),USB 3.2 Gen 2x1,USB-C,500GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,N/A,SanDisk,TLC,96,1050,1000,Entry-Level NVMe,Portable
WD,My Passport SSD (NVMe),USB 3.2 Gen 2x1,USB-C,1000GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,N/A,SanDisk,TLC,96,1050,1000,Entry-Level NVMe,Portable
WD,My Passport SSD (NVMe),USB 3.2 Gen 2x1,USB-C,2000GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,N/A,SanDisk,TLC,96,1050,1000,Entry-Level NVMe,Portable
WD,My Passport SSD (NVMe),USB 3.2 Gen 2x1,USB-C,4000GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,N/A,SanDisk,TLC,96,1050,1000,Entry-Level NVMe,Portable
WD,My Passport SSD (NVMe),USB 3.2 Gen 2x1,USB-C,4TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,N/A,SanDisk,TLC,96,1050,1000,Entry-Level NVMe,Portable
WD,P40,USB 3.2 Gen 2x2,USB-C,500GB,WD Proprietary,4-Ch,No,Yes,SanDisk,TLC,,,,Entry-Level NVMe,Portable; RGB
WD,P40,USB 3.2 Gen 2x2,USB-C,1000GB,WD Proprietary,4-Ch,No,Yes,SanDisk,TLC,,,,Entry-Level NVMe,Portable; RGB
WD,P40,USB 3.2 Gen 2x2,USB-C,2000GB,WD Proprietary,4-Ch,No,Yes,SanDisk,TLC,,,,Entry-Level NVMe,Portable; RGB
WD,P40,USB 3.2 Gen 2x2,USB-C,2TB,WD Proprietary,4-Ch,No,Yes,SanDisk,TLC,,,,Entry-Level NVMe,Portable; RGB
WD,P50,USB 3.2 Gen 2x2,USB-C,500GB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,2000,2000,Mid-Range NVMe,Portable
WD,P50,USB 3.2 Gen 2x2,USB-C,1000GB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,2000,2000,Mid-Range NVMe,Portable
WD,P50,USB 3.2 Gen 2x2,USB-C,2000GB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,2000,2000,Mid-Range NVMe,Portable
WD,P50,USB 3.2 Gen 2x2,USB-C,2TB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,2000,2000,Mid-Range NVMe,Portable
WD,SA500/Red,SATA/AHCI,"2.5"" & M.2",500GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,?,560,530,High-End SATA,"4TB 2.5"" only"
WD,SA500/Red,SATA/AHCI,"2.5"" & M.2",1000GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,?,560,530,High-End SATA,"4TB 2.5"" only"
WD,SA500/Red,SATA/AHCI,"2.5"" & M.2",2000GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,?,560,530,High-End SATA,"4TB 2.5"" only"
WD,SA500/Red,SATA/AHCI,"2.5"" & M.2",4000GB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,?,560,530,High-End SATA,"4TB 2.5"" only"
WD,SA500/Red,SATA/AHCI,"2.5"" & M.2",4TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,?,560,530,High-End SATA,"4TB 2.5"" only"
WD,SA510/Blue,SATA/AHCI,"2.5"" & M.2",250GB,SanDisk A101,"Single-core, 2-ch, 8-CE/ch",No,N/A,SanDisk,TLC,112,560,520,Entry-Level SATA,2TB/4TB still good (960GB+ SanDisk Ultra)
WD,SA510/Blue,SATA/AHCI,"2.5"" & M.2",500GB,SanDisk A101,"Single-core, 2-ch, 8-CE/ch",No,N/A,SanDisk,TLC,112,560,520,Entry-Level SATA,2TB/4TB still good (960GB+ SanDisk Ultra)
WD,SA510/Blue,SATA/AHCI,"2.5"" & M.2",1000GB,SanDisk A101,"Single-core, 2-ch, 8-CE/ch",No,N/A,SanDisk,TLC,112,560,520,Entry-Level SATA,2TB/4TB still good (960GB+ SanDisk Ultra)
WD,SA510/Blue,SATA/AHCI,"2.5"" & M.2",1TB,SanDisk A101,"Single-core, 2-ch, 8-CE/ch",No,N/A,SanDisk,TLC,112,560,520,Entry-Level SATA,2TB/4TB still good (960GB+ SanDisk Ultra)
WD,SN500,x2 PCIe 3.0/NVMe,M.2,250GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,No,SanDisk,TLC,64,1700,1450,Entry-Level NVMe,
WD,SN500,x2 PCIe 3.0/NVMe,M.2,500GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,No,SanDisk,TLC,64,1700,1450,Entry-Level NVMe,
WD,SN350,x4 PCIe 3.0/NVMe,M.2,240GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400,1900,Entry-Level NVMe,"1/2TB: QLC, faster bus (3200/3000)"
WD,SN350,x4 PCIe 3.0/NVMe,M.2,480GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400,1900,Entry-Level NVMe,"1/2TB: QLC, faster bus (3200/3000)"
WD,SN350,x4 PCIe 3.0/NVMe,M.2,960GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400,1900,Entry-Level NVMe,"1/2TB: QLC, faster bus (3200/3000)"
WD,SN350,x4 PCIe 3.0/NVMe,M.2,1920GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400,1900,Entry-Level NVMe,"1/2TB: QLC, faster bus (3200/3000)"
WD,SN350,x4 PCIe 3.0/NVMe,M.2,2TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400,1900,Entry-Level NVMe,"1/2TB: QLC, faster bus (3200/3000)"
WD,SN5000,x4 PCIe 4.0/NVMe,M.2,500GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,112,5500,5000,Mid-Range NVMe,4TB: BiCS6 (162L) QLC
WD,SN5000,x4 PCIe 4.0/NVMe,M.2,1000GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,112,5500,5000,Mid-Range NVMe,4TB: BiCS6 (162L) QLC
WD,SN5000,x4 PCIe 4.0/NVMe,M.2,2000GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,112,5500,5000,Mid-Range NVMe,4TB: BiCS6 (162L) QLC
WD,SN5000,x4 PCIe 4.0/NVMe,M.2,4000GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,112,5500,5000,Mid-Range NVMe,4TB: BiCS6 (162L) QLC
WD,SN5000,x4 PCIe 4.0/NVMe,M.2,4TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,112,5500,5000,Mid-Range NVMe,4TB: BiCS6 (162L) QLC
WD,SN550,x4 PCIe 3.0/NVMe,M.2,250GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400,1950,Entry-Level NVMe,5-year; flash changed June 2021
WD,SN550,x4 PCIe 3.0/NVMe,M.2,500GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400,1950,Entry-Level NVMe,5-year; flash changed June 2021
WD,SN550,x4 PCIe 3.0/NVMe,M.2,1000GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400,1950,Entry-Level NVMe,5-year; flash changed June 2021
WD,SN550,x4 PCIe 3.0/NVMe,M.2,2000GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400,1950,Entry-Level NVMe,5-year; flash changed June 2021
WD,SN550,x4 PCIe 3.0/NVMe,M.2,2TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400,1950,Entry-Level NVMe,5-year; flash changed June 2021
WD,SN570,x4 PCIe 3.0/NVMe,M.2,250GB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,3500,3000,Entry-Level NVMe,
WD,SN570,x4 PCIe 3.0/NVMe,M.2,500GB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,3500,3000,Entry-Level NVMe,
WD,SN570,x4 PCIe 3.0/NVMe,M.2,1000GB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,3500,3000,Entry-Level NVMe,
WD,SN570,x4 PCIe 3.0/NVMe,M.2,2000GB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,3500,3000,Entry-Level NVMe,
WD,SN570,x4 PCIe 3.0/NVMe,M.2,2TB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,3500,3000,Entry-Level NVMe,
WD,SN580,x4 PCIe 4.0/NVMe,M.2,250GB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,4150,4150,Entry-Level NVMe,
WD,SN580,x4 PCIe 4.0/NVMe,M.2,500GB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,4150,4150,Entry-Level NVMe,
WD,SN580,x4 PCIe 4.0/NVMe,M.2,1000GB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,4150,4150,Entry-Level NVMe,
WD,SN580,x4 PCIe 4.0/NVMe,M.2,2000GB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,4150,4150,Entry-Level NVMe,
WD,SN580,x4 PCIe 4.0/NVMe,M.2,2TB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,4150,4150,Entry-Level NVMe,
WD,SN7100,x4 PCIe 4.0/NVMe,M.2,500GB,WD Proprietary,,No,Yes,SanDisk,TLC,162,7250,6900,Mid-Range NVMe,4TB later
WD,SN7100,x4 PCIe 4.0/NVMe,M.2,1000GB,WD Proprietary,,No,Yes,SanDisk,TLC,162,7250,6900,Mid-Range NVMe,4TB later
WD,SN7100,x4 PCIe 4.0/NVMe,M.2,2000GB,WD Proprietary,,No,Yes,SanDisk,TLC,162,7250,6900,Mid-Range NVMe,4TB later
WD,SN7100,x4 PCIe 4.0/NVMe,M.2,2TB,WD Proprietary,,No,Yes,SanDisk,TLC,162,7250,6900,Mid-Range NVMe,4TB later
WD,SN750,x4 PCIe 3.0/NVMe,M.2,250GB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470,3000,Mid-Range NVMe,Heatsink model; flash changed 2021
WD,SN750,x4 PCIe 3.0/NVMe,M.2,500GB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470,3000,Mid-Range NVMe,Heatsink model; flash changed 2021
WD,SN750,x4 PCIe 3.0/NVMe,M.2,1000GB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470,3000,Mid-Range NVMe,Heatsink model; flash changed 2021
WD,SN750,x4 PCIe 3.0/NVMe,M.2,2000GB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470,3000,Mid-Range NVMe,Heatsink model; flash changed 2021
WD,SN750,x4 PCIe 3.0/NVMe,M.2,4000GB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470,3000,Mid-Range NVMe,Heatsink model; flash changed 2021
WD,SN750,x4 PCIe 3.0/NVMe,M.2,4TB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470,3000,Mid-Range NVMe,Heatsink model; flash changed 2021
WD,SN750 SE,x4 PCIe 4.0/NVMe,M.2,250GB,Phison E19T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,3600,2830,Entry-Level NVMe,
WD,SN750 SE,x4 PCIe 4.0/NVMe,M.2,500GB,Phison E19T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,3600,2830,Entry-Level NVMe,
WD,SN750 SE,x4 PCIe 4.0/NVMe,M.2,1000GB,Phison E19T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,3600,2830,Entry-Level NVMe,
WD,SN750 SE,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E19T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,3600,2830,Entry-Level NVMe,
