Producer,CPU Name,Processor Number,Brand Modifier,"Intel® Core™ 
Gen",# of Cores,# of P-cores,# of E-cores,# of Threads,Max Turbo Frequency (GHz),Performance-core Base Frequency (GHz),Efficient-core Base Frequency (GHz),Processor Base Frequency (GHz),Cache (MB),"Processor Base Power (previously Thermal Design Power (TDP)) 
(W)",Max Memory Size (dependent on memory type) GB,Memory Types (MT/s),Max # of PCI Express Lanes,Supported Socket,Processor Graphics,Graphics Max Dynamic Frequency (GHz),Intel® Optane™ Memory Supported,Intel® Turbo Boost Technology 2.0,Intel® Turbo Boost Max Technology 3.0,Intel® vPro™ Platform Eligibility,"Max Resolution for HDMI,
 Max Resolution for DP, 
Max Resolution for (eDP - Integrated Flat Panel)",Price
AMD,AMD Phenom II X4 965,Phenom II X4 965,,K10,4,,,,3.4 ,,,,,125,,,,,No,,,,,,,0
AMD,AMD Athlon II X2 245,Athlon II X2 245,,K10,2,,,,2.9 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 980 Black,Phenom II X4 980 Black,,K10,4,,,,3.7 ,,,,,125,,,,,No,,,,,,,0
AMD,AMD FX-6200,FX-6200,,Bulldozer,6,,,,3.8 ,,,,,125,,,,,No,,,,,,,0
AMD,AMD Athlon X4 760K,Athlon X4 760K,,Piledriver,4,,,,3.8 ,,,4.1 ,,100,,,,,No,,,,,,,0
AMD,AMD Athlon 240GE,Athlon 240GE,,Zen,2,,,,3.5 ,,,,,35,,,,,Radeon Vega 3,,,,,,,0
AMD,AMD EPYC 4484PX,EPYC 4484PX,,Zen 4,12,,,,4.4 ,,,5.6 ,,120,,,,,Radeon,,,,,,,0
AMD,AMD Athlon II X2 240e,Athlon II X2 240e,,K10,2,,,,2.8 ,,,,,45,,,,,No,,,,,,,0
AMD,AMD Phenom II X2 550,Phenom II X2 550,,K10,2,,,,3.1 ,,,,,80,,,,,No,,,,,,,0
AMD,AMD Athlon X4 845,Athlon X4 845,,Puma+,4,,,,3.5 ,,,3.8 ,,65,,,,,No,,,,,,,0
AMD,AMD A6-7470K,A6-7470K,,Steamroller,2,,,,3.7 ,,,4 ,,65,,,,,Radeon R5 (on die),,,,,,,0
AMD,AMD Athlon X4 970,Athlon X4 970,,Excavator,4,,,,3.8 ,,,4 ,,65,,,,,No,,,,,,,0
AMD,AMD Athlon II X2 215,Athlon II X2 215,,K10,2,,,,2.7 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD Athlon II X2 255,Athlon II X2 255,,K10,2,,,,3.1 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD Athlon II X3 425,Athlon II X3 425,,K10,3,,,,2.7 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Athlon II X3 445,Athlon II X3 445,,K10,3,,,,3.1 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X2 555 Black,Phenom II X2 555 Black,,K10,2,,,,3.2 ,,,,,80,,,,,No,,,,,,,0
AMD,AMD Athlon II X4 635,Athlon II X4 635,,K10,4,,,,2.9 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X3 720,Phenom II X3 720,,K10,3,,,,2.8 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X2 560 Black,Phenom II X2 560 Black,,K10,2,,,,3.3 ,,,,,80,,,,,No,,,,,,,0
AMD,AMD A6-3670K,A6-3670K,,Lynx,4,,,,2.7 ,,,,,100,,,,,Radeon HD 6530D,,,,,,,0
AMD,AMD A4-4000,A4-4000,,Piledriver,2,,,,3 ,,,,,65,,,,,Radeon HD 7480D,,,,,,,0
AMD,AMD A4-6320,A4-6320,,Piledriver,2,,,,3.8 ,,,4 ,,65,,,,,Radeon HD 8370D,,,,,,,0
AMD,AMD FX-6120,FX-6120,,Bulldozer,6,,,,3.5 ,,,4.1 ,,95,,,,,No,,,,,,,0
AMD,AMD Athlon II X4 638,Athlon II X4 638,,Lynx,4,,,,2.7 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD Athlon X4 530,Athlon X4 530,,Jaguar,4,,,,2 ,,,,,25,,,,,No,,,,,,,0
AMD,AMD Pro A8-7600B,Pro A8-7600B,,Steamroller,4,,,,3.1 ,,,3.8 ,,65,,,,,Radeon R7 (on-die),,,,,,,0
AMD,AMD Pro A10-7800B,Pro A10-7800B,,Steamroller,4,,,,3.5 ,,,3.9 ,,65,,,,,Radeon R7 (on-die),,,,,,,0
AMD,AMD Pro A10-7850B,Pro A10-7850B,,Steamroller,4,,,,3.7 ,,,4 ,,95,,,,,Radeon R7 (on-die),,,,,,,0
AMD,AMD Sempron X2 250,Sempron X2 250,,Piledriver,2,,,,3.2 ,,,3.6 ,,65,,,,,No,,,,,,,0
AMD,AMD Athlon X4 870K,Athlon X4 870K,,Steamroller,4,,,,3.9 ,,,4.1 ,,95,,,,,No,,,,,,,0
AMD,AMD Athlon X4 940,Athlon X4 940,,Excavator,4,,,,3.2 ,,,3.6 ,,65,,,,,No,,,,,,,0
AMD,AMD A8-7670K,A8-7670K,,Steamroller,4,,,,3.6 ,,,3.9 ,,95,,,,,Radeon R7 (on-die),,,,,,,0
AMD,AMD Athlon II X2 260,Athlon II X2 260,,K10,2,,,,3.2 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD Athlon II X3 435,Athlon II X3 435,,K10,3,,,,2.9 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X2 545,Phenom II X2 545,,K10,2,,,,3 ,,,,,80,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 810,Phenom II X4 810,,K10,4,,,,2.6 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 910,Phenom II X4 910,,K10,4,,,,2.6 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 925,Phenom II X4 925,,K10,4,,,,2.8 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Athlon II X2 235e,Athlon II X2 235e,,K10,2,,,,2.7 ,,,,,45,,,,,No,,,,,,,0
AMD,AMD Athlon II X4 600e,Athlon II X4 600e,,K10,4,,,,2.2 ,,,,,45,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 965 Black (140W),Phenom II X4 965 Black (140W),,K10,4,,,,3.4 ,,,,,140,,,,,No,,,,,,,0
AMD,AMD Athlon II X2 265,Athlon II X2 265,,K10,2,,,,3.2 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD Phenom II X3 715 Black,Phenom II X3 715 Black,,K10,3,,,,2.8 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 970 Black,Phenom II X4 970 Black,,K10,4,,,,3.5 ,,,,,125,,,,,No,,,,,,,0
AMD,AMD Phenom II X2 565 Black,Phenom II X2 565 Black,,K10,2,,,,3.4 ,,,,,80,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 975,Phenom II X4 975,,K10,4,,,,3.6 ,,,,,125,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 960T Black,Phenom II X4 960T Black,,K10,4,,,,3 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Athlon II X4 630,Athlon II X4 630,,K10,4,,,,2.8 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X3 720 Black,Phenom II X3 720 Black,,K10,3,,,,2.8 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Sempron 130,Sempron 130,,K10,1,,,,2.6 ,,,,,45,,,,,No,,,,,,,0
AMD,AMD Athlon II X4 631,Athlon II X4 631,,Lynx,4,,,,2.6 ,,,,,100,,,,,No,,,,,,,0
AMD,AMD A6-3500,A6-3500,,Lynx,3,,,,2.1 ,,,,,65,,,,,Radeon HD 6530D,,,,,,,0
AMD,AMD A4-3400,A4-3400,,Lynx,2,,,,2.7 ,,,,,65,,,,,Radeon HD 6410D,,,,,,,0
AMD,AMD FX-8300,FX-8300,,Piledriver,8,,,,3.3 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Sempron X2 190,Sempron X2 190,,K10,2,,,,2.5 ,,,,,45,,,,,No,,,,,,,0
AMD,AMD A10-6700T,A10-6700T,,Piledriver,4,,,,2.5 ,,,3.5 ,,45,,,,,Radeon HD 8650D,,,,,,,0
AMD,AMD A4-3450,A4-3450,,Lynx,2,,,,2.9 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD FX-4200,FX-4200,,Bulldozer,4,,,,3.3 ,,,,,125,,,,,No,,,,,,,0
AMD,AMD FX-8140,FX-8140,,Bulldozer,8,,,,3.2 ,,,4.1 ,,95,,,,,No,,,,,,,0
AMD,AMD Athlon II X2 221,Athlon II X2 221,,Lynx,2,,,,2.8 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD Athlon II X4 651,Athlon II X4 651,,Lynx,4,,,,3 ,,,,,100,,,,,No,,,,,,,0
AMD,AMD Athlon X2 370K,Athlon X2 370K,,Piledriver,2,,,,4.2 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD Athlon X4 550,Athlon X4 550,,Jaguar,4,,,,2.2 ,,,,,25,,,,,No,,,,,,,0
AMD,AMD Pro A4-7300B,Pro A4-7300B,,Piledriver,2,,,,3.8 ,,,4 ,,65,,,,,Radeon HD 8470D,,,,,,,0
AMD,AMD Athlon X2 450,Athlon X2 450,,Steamroller,2,,,,3.5 ,,,3.9 ,,65,,,,,No,,,,,,,0
AMD,AMD Phenom II X2 B59,Phenom II X2 B59,,K10,2,,,,3.4 ,,,,,80,,,,,No,,,,,,,0
AMD,AMD Opteron 6328,Opteron 6328,,Piledriver,8,,,,3.2 ,,,3.8 ,,115,,,,,No,,,,,,,0
AMD,AMD A10-7860k,A10-7860k,,Steamroller,4,,,,3.6 ,,,4 ,,65,,,,,Radeon R7 (on-die),,,,,,,0
AMD,AMD A6-9550,A6-9550,,Excavator,2,,,,3.8 ,,,4 ,,65,,,,,Radeon R5 (on die),,,,,,,0
AMD,AMD Athlon II X2 240,Athlon II X2 240,,K10,2,,,,2.8 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD Athlon II X3 440,Athlon II X3 440,,K10,3,,,,3 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X3 710,Phenom II X3 710,,K10,3,,,,2.6 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 805,Phenom II X4 805,,K10,4,,,,2.5 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Athlon II X2 245e,Athlon II X2 245e,,K10,2,,,,2.9 ,,,,,45,,,,,No,,,,,,,0
AMD,AMD Athlon II X2 260u,Athlon II X2 260u,,K10,2,,,,1.8 ,,,,,25,,,,,No,,,,,,,0
AMD,AMD Athlon II X3 405e,Athlon II X3 405e,,K10,3,,,,2.3 ,,,,,45,,,,,No,,,,,,,0
AMD,AMD Athlon II X3 415e,Athlon II X3 415e,,K10,3,,,,2.5 ,,,,,45,,,,,No,,,,,,,0
AMD,AMD Athlon II X4 605e,Athlon II X4 605e,,K10,4,,,,2.3 ,,,,,45,,,,,No,,,,,,,0
AMD,AMD Athlon II X4 610e,Athlon II X4 610e,,K10,4,,,,2.4 ,,,,,45,,,,,No,,,,,,,0
AMD,AMD Phenom II X3 705e,Phenom II X3 705e,,K10,3,,,,2.5 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD Phenom II X3 740 Black,Phenom II X3 740 Black,,K10,3,,,,3 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 905e,Phenom II X4 905e,,K10,4,,,,2.5 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 910e,Phenom II X4 910e,,K10,4,,,,2.6 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD E2-3200,E2-3200,,Lynx,2,,,,2.4 ,,,,,65,,,,,Radeon HD 6370D,,,,,,,0
AMD,AMD FX-8370E,FX-8370E,,Piledriver,8,,,,3.3 ,,,4.3 ,,95,,,,,No,,,,,,,0
AMD,AMD Pro A6-7400B,Pro A6-7400B,,Steamroller,2,,,,3.5 ,,,3.9 ,,65,,,,,Radeon R5 (on die),,,,,,,0
AMD,AMD Athlon X2 350,Athlon X2 350,,Piledriver,2,,,,3.5 ,,,3.9 ,,65,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 B99,Phenom II X4 B99,,K10,4,,,,3.3 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X6 1065T,Phenom II X6 1065T,,K10,6,,,,2.7 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD FX-8310,FX-8310,,Piledriver,8,,,,3.4 ,,,4.3 ,,95,,,,,No,,,,,,,0
AMD,AMD Athlon II X3 455,Athlon II X3 455,,K10,3,,,,3.3 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 830,Phenom II X4 830,,K10,4,,,,2.8 ,,,,,95,,,,,No,,,,,,,0
AMD,AMD Phenom II X4 970,Phenom II X4 970,,K10,4,,,,3.5 ,,,,,125,,,,,No,,,,,,,0
AMD,AMD A6-3650,A6-3650,,Lynx,4,,,,2.6 ,,,,,100,,,,,Radeon HD 6530D,,,,,,,0
AMD,AMD A6-6420K,A6-6420K,,Piledriver,2,,,,4 ,,,4.2 ,,65,,,,,Radeon HD 8000 Series,,,,,,,0
AMD,AMD A4-4020,A4-4020,,Piledriver,2,,,,3.2 ,,,3.4 ,,65,,,,,Radeon HD 7480D,,,,,,,0
AMD,AMD Sempron X2 198,Sempron X2 198,,Lynx,2,,,,2.5 ,,,,,65,,,,,No,,,,,,,0
AMD,AMD Sempron 145,Sempron 145,,K10,1,,,,2.8 ,,,,,45,,,,,No,,,,,,,0
AMD,AMD A10-6790B,A10-6790B,,Piledriver,4,,,,4 ,,,,,100,,,,,Radeon HD 8670D,,,,,,,0
AMD,AMD A10-6800B,A10-6800B,,Piledriver,4,,,,4.1 ,,,4.4 ,,100,,,,,Radeon HD 8670D,,,,,,,0
AMD,AMD A4-6300,A4-6300,,Piledriver,2,,,,3.7 ,,,3.9 ,,65,,,,,Radeon HD 8370D,,,,,,,0
AMD,AMD A4-3420,A4-3420,,Lynx,2,,,,2.8 ,,,,,65,,,,,Radeon HD 6410D,,,,,,,0
AMD,AMD FX-4150,FX-4150,,Bulldozer,4,,,,4 ,,,4.1 ,,125,,,,,No,,,,,,,0
AMD,AMD FX-4170,FX-4170,,Bulldozer,4,,,,4.2 ,,,,,125,,,,,No,,,,,,,0
AMD,AMD FX-4320,FX-4320,,Piledriver,4,,,,4 ,,,4.2 ,,95,,,,,No,,,,,,,0
AMD,AMD FX-6130,FX-6130,,Bulldozer,6,,,,3.6 ,,,3.9 ,,125,,,,,No,,,,,,,0
AMD,AMD 3015Ce,3015Ce,,,2,,,4,2.3,,,1.2,,6,,,,FT5,,,,,,,,0
AMD,6,3015e,,,2,,,4,2.3,,,1.2,,6,,,,,,,,,,,,
AMD,AMD 3020e,3020e,,,2,,,2,2.6,,,1.2,,6,,,,,,,,,,,,
AMD,AMD 4700S,4700S,,,8,,,16,4.0,,,3.6,,,,,,,,,,,,,,
AMD,AMD A10 Micro-6700T,A10 Micro-6700T,,,4,,,4,2.2,,,1.2,,5,,,,FT3b,,,,,,,,
AMD,AMD A10 PRO-7350B,A10 PRO-7350B,,,4,,,,3.3,,,2.1,,19,,,,FP3,,,,,,,,
AMD,AMD A10 PRO-7800B,A10 PRO-7800B,,,4,,,,3.9,,,3.5,,65,,,,FM2+,,,,,,,,
AMD,AMD A10 PRO-7850B,A10 PRO-7850B,,,4,,,,4.0,,,3.7,,95,,,,FM2+,,,,,,,,
AMD,AMD A10-4600M,A10-4600M,,,4,,,,3.2,,,2.3,,35,,,,FS1r2,,,,,,,,
AMD,AMD A10-4655M,A10-4655M,,,4,,,,2.8,,,2.0,,25,,,,FP2,,,,,,,,
AMD,AMD A10-4657M,A10-4657M,,,4,,,,3.2,,,2.3,,35,,,,FP2,,,,,,,,
AMD,AMD A10-5745M,A10-5745M,,,4,,,,2.9,,,2.1,,25,,,,FP2,,,,,,,,
AMD,AMD A10-5750M,A10-5750M,,,4,,,,3.5,,,2.5,,35,,,,FS1r2,,,,,,,,
AMD,AMD A10-5757M,A10-5757M,,,4,,,,3.5,,,2.5,,35,,,,FP2,,,,,,,,
AMD,AMD A10-5800B,A10-5800B,,,4,,,,4.2,,,3.8,,100,,,,FM2,,,,,,,,
AMD,AMD A10-7300,A10-7300,,,4,,,,3.2,,,1.9,,19,,,,FP3,,,,,,,,
AMD,AMD A10-7400P,A10-7400P,,,4,,,,3.4,,,2.5,,35,,,,FP3,,,,,,,,
AMD,AMD A10-8700P,A10-8700P,,,4,,,,3.2,,,1.8,,35,,,,FP4,,,,,,,,
AMD,AMD A10-8750,A10-8750,,,4,,,,4.0,,,3.6,,65,,,,FM2+,,,,,,,,
AMD,AMD A10-8780P,A10-8780P,,,4,,,,3.3,,,2.0,,15,,,,BGA (FP4),,,,,,,,
AMD,AMD A10-8850,A10-8850,,,4,,,,4.1,,,3.9,,,,,,,,,,,,,,
AMD,AMD A10-9600P,A10-9600P,,,4,,,,3.2,,,2.3,,15,,,,FP4,,,,,,,,
AMD,AMD A10-9620P,A10-9620P,,,4,,,,3.4,,,2.5,,15,,,,,,,,,,,,
AMD,AMD A10-9630P,A10-9630P,,,4,,,,3.3,,,2.6,,35,,,,FP4,,,,,,,,
AMD,AMD A12-9700P,A12-9700P,,,4,,,,3.4,,,2.5,,15,,,,FP4,,,,,,,,
AMD,AMD A12-9720P,A12-9720P,,,4,,,,3.6,,,2.7,,15,,,,FP4,,,,,,,,
AMD,AMD A12-9730P,A12-9730P,,,4,,,,3.5,,,2.8,,35,,,,FP4,,,,,,,,
AMD,AMD A4 Micro-6400T,A4 Micro-6400T,,,4,,,4,1.6,,,1.0,,4.5,,,,FT3b,,,,,,,,
AMD,AMD A4 PRO-3340B,A4 PRO-3340B,,,4,,,4,,,,2.2,,25,,,,BGA769 (FT3),,,,,,,,
AMD,AMD A4 PRO-7300B,A4 PRO-7300B,,,2,,,,4.0,,,3.8,,65,,,,,,,,,,,,
AMD,AMD A4 PRO-7350B,A4 PRO-7350B,,,2,,,,3.8,,,3.4,,65,,,,FM2+,,,,,,,,
AMD,AMD A4-1200,A4-1200,,,2,,,2,,,,1.0,,3.9,,,,FT3,,,,,,,,
AMD,AMD A4-1250,A4-1250,,,2,,,2,,,,1.0,,8,,,,FT3,,,,,,,,
AMD,AMD A4-1350,A4-1350,,,4,,,4,,,,1.0,,8,,,,FT3,,,,,,,,
AMD,AMD A4-3300M,A4-3300M,,,2,,,2,2.5,,,1.9,,65,,,,FM1,,,,,,,,
AMD,AMD A4-3305M,A4-3305M,,,2,,,2,2.5,,,1.9,,35,,,,FS1,,,,,,,,
AMD,AMD A4-3310MX,A4-3310MX,,,2,,,2,2.3,,,2.1,,45,,,,FS1,,,,,,,,
AMD,AMD A4-3320M,A4-3320M,,,2,,,2,2.6,,,2.0,,35,,,,FS1,,,,,,,,
AMD,AMD A4-3330MX,A4-3330MX,,,2,,,2,2.6,,,2.2,,45,,,,FS1 uPGA,,,,,,,,
AMD,AMD A4-4300M,A4-4300M,,,2,,,,3.0,,,2.5,,35,,,,FS1,,,,,,,,
AMD,AMD A4-4355M,A4-4355M,,,2,,,,2.4,,,1.9,,17,,,,FP2,,,,,,,,
AMD,AMD A4-5000,A4-5000,,,4,,,4,,,,1.5,,15,,,,FT3,,,,,,,,
AMD,AMD A4-5050,A4-5050,,,4,,,4,,,,1.6,,13.5,,,,FT3,,,,,,,,
AMD,AMD A4-5100,A4-5100,,,4,,,4,,,,1.6,,15,,,,FT3,,,,,,,,
AMD,AMD A4-5150M,A4-5150M,,,2,,,,3.3,,,2.7,,35,,,,FS1r2,,,,,,,,
AMD,AMD A4-5300B,A4-5300B,,,2,,,,3.7,,,3.4,,65,,,,FM2,,,,,,,,
AMD,AMD A4-6210,A4-6210,,,4,,,4,,,,1.8,,15,,,,FT3b,,,,,,,,
AMD,AMD A4-6250J,A4-6250J,,,4,,,4,,,,2.0,,25,,,,,,,,,,,,
AMD,AMD A4-7210,A4-7210,,,4,,,4,2.2,,,1.8,,25,,,,BGA,,,,,,,,
AMD,AMD A4-7300,A4-7300,,,2,,,,4.0,,,3.8,,65,,,,FM2,,,,,,,,
AMD,AMD A4-9120,A4-9120,,,2,,,,2.5,,,2.2,,15,,,,BGA,,,,,,,,
AMD,AMD A4-9120C,A4-9120C,,,2,,,,2.4,,,1.6,,6,,,,FT4,,,,,,,,
AMD,AMD A4-9120e,A4-9120e,,,2,,,,2.2,,,1.5,,,,,,FT4,,,,,,,,
AMD,AMD A4-9125,A4-9125,,,2,,,,2.6,,,2.3,,15,,,,BGA (FT4),,,,,,,,
AMD,AMD A6 Micro-6500T,A6 Micro-6500T,,,4,,,4,,,,1.2,,,,,,,,,,,,,,
AMD,AMD A6 PRO-7050B,A6 PRO-7050B,,,2,,,,3.0,,,2.2,,17,,,,FP3,,,,,,,,
AMD,AMD A6 PRO-7400B,A6 PRO-7400B,,,2,,,,3.9,,,3.5,,65,,,,FM2+,,,,,,,,
AMD,AMD A6-1450,A6-1450,,,4,,,4,1.4,,,1.0,,8,,,,FT3,,,,,,,,
AMD,AMD A6-3400M,A6-3400M,,,4,,,4,2.3,,,1.4,,35,,,,FS1,,,,,,,,
AMD,AMD A6-3410MX,A6-3410MX,,,4,,,4,2.3,,,1.6,,45,,,,FS1,,,,,,,,
AMD,AMD A6-3420M,A6-3420M,,,4,,,4,2.4,,,1.5,,35,,,,FS1,,,,,,,,
AMD,AMD A6-3430MX,A6-3430MX,,,4,,,4,2.4,,,1.7,,45,,,,FS1,,,,,,,,
AMD,AMD A6-3600,A6-3600,,,4,,,4,2.4,,,2.1,,65,,,,FM1,,,,,,,,
AMD,AMD A6-3620,A6-3620,,,4,,,4,2.5,,,2.2,,65,,,,FM1,,,,,,,,
AMD,AMD A6-3670,A6-3670,,,4,,,4,,,,2.7,,100,,,,FM1,,,,,,,,
AMD,AMD A6-4400M,A6-4400M,,,2,,,,3.2,,,2.7,,35,,,,FS1r2,,,,,,,,
AMD,AMD A6-4455M,A6-4455M,,,2,,,,2.6,,,2.1,,17,,,,FP2,,,,,,,,
AMD,AMD A6-5200,A6-5200,,,4,,,4,,,,2.0,,25,,,,FT3,,,,,,,,
AMD,AMD A6-5345M,A6-5345M,,,2,,,,2.8,,,2.2,,17,,,,FP2,,,,,,,,
AMD,AMD A6-5350M,A6-5350M,,,2,,,,3.5,,,2.9,,35,,,,FS1r2,,,,,,,,
AMD,AMD A6-5357M,A6-5357M,,,2,,,,3.5,,,2.9,,35,,,,FP2,,,,,,,,
AMD,AMD A6-5400B,A6-5400B,,,2,,,,3.8,,,3.6,,65,,,,FM2,,,,,,,,
AMD,AMD A6-6310,A6-6310,,,4,,,4,2.4,,,1.8,,15,,,,FT3,,,,,,,,
AMD,AMD A6-6400B,A6-6400B,,,2,,,,4.1,,,3.9,,65,,,,FM2,,,,,,,,
AMD,AMD A6-6420B,A6-6420B,,,2,,,,4.2,,,4.0,,65,,,,FM2,,,,,,,,
AMD,AMD A6-7000,A6-7000,,,2,,,,3.0,,,2.2,,17,,,,FP3,,,,,,,,
AMD,AMD A6-7310,A6-7310,,,4,,,4,2.4,,,2.0,,25,,,,,,,,,,,,
AMD,AMD A6-8500P,A6-8500P,,,2,,,,3.0,,,1.6,,15,,,,BGA (FP4),,,,,,,,
AMD,AMD A6-8550,A6-8550,,,2,,,,4.0,,,3.7,,65,,,,FM2+,,,,,,,,
AMD,AMD A6-9200,A6-9200,,,2,,,,2.8,,,2.0,,10,,,,BGA,,,,,,,,
AMD,AMD A6-9210,A6-9210,,,2,,,,2.8,,,2.4,,15,,,,FP4,,,,,,,,
AMD,AMD A6-9220,A6-9220,,,2,,,,2.9,,,2.5,,15,,,,,,,,,,,,
AMD,AMD A6-9220C,A6-9220C,,,2,,,,2.7,,,1.8,,6,,,,FT4,,,,,,,,
AMD,AMD A6-9220e,A6-9220e,,,2,,,,2.4,,,1.6,,,,,,,,,,,,,,
AMD,AMD A6-9225,A6-9225,,,2,,,,3.0,,,2.6,,15,,,,BGA (FT4),,,,,,,,
AMD,AMD A6-9230,A6-9230,,,2,,,,3.5,,,2.6,,15,,,,,,,,,,,,
AMD,AMD A6-9400,A6-9400,,,2,,,,3.2,,,2.4,,10,,,,FT4,,,,,,,,
AMD,AMD A8 PRO-7150B,A8 PRO-7150B,,,4,,,,3.2,,,1.9,,19,,,,FP3,,,,,,,,
AMD,AMD A8 PRO-7600B,A8 PRO-7600B,,,4,,,,3.8,,,3.1,,65,,,,FM2+,,,,,,,,
AMD,AMD A8-3500M,A8-3500M,,,4,,,4,2.4,,,1.5,,35,,,,FS1,,,,,,,,
AMD,AMD A8-3510MX,A8-3510MX,,,4,,,4,2.5,,,1.8,,45,,,,FS1,,,,,,,,
AMD,AMD A8-3520M,A8-3520M,,,4,,,4,2.5,,,1.6,,35,,,,FS1,,,,,,,,
AMD,AMD A8-3530MX,A8-3530MX,,,4,,,4,2.6,,,1.9,,45,,,,FS1,,,,,,,,
AMD,AMD A8-3550MX,A8-3550MX,,,4,,,4,2.7,,,2.0,,45,,,,FS1,,,,,,,,
AMD,AMD A8-3800,A8-3800,,,4,,,4,2.7,,,2.4,,65,,,,FM1,,,,,,,,
AMD,AMD A8-3820,A8-3820,,,4,,,4,2.8,,,2.5,,65,,,,FM1,,,,,,,,
AMD,AMD A8-4500M,A8-4500M,,,4,,,,2.8,,,1.9,,35,,,,FS1r2,,,,,,,,
AMD,AMD A8-4555M,A8-4555M,,,4,,,,2.4,,,1.6,,19,,,,FP2,,,,,,,,
AMD,AMD A8-5500B,A8-5500B,,,4,,,,3.7,,,3.2,,65,,,,FM2,,,,,,,,
AMD,AMD A8-5545M,A8-5545M,,,4,,,,2.7,,,1.7,,19,,,,FP2,,,,,,,,
AMD,AMD A8-5550M,A8-5550M,,,4,,,,3.1,,,2.1,,35,,,,FS1r2,,,,,,,,
AMD,AMD A8-5557M,A8-5557M,,,4,,,,3.1,,,2.1,,35,,,,FP2,,,,,,,,
AMD,AMD A8-6410,A8-6410,,,4,,,4,2.4,,,2.0,,15,,,,BGA769 (FT3b),,,,,,,,
AMD,AMD A8-6500B,A8-6500B,,,4,,,,4.1,,,3.5,,65,,,,FM2,,,,,,,,
AMD,AMD A8-6500T,A8-6500T,,,4,,,,3.1,,,2.1,,45,,,,FM2,,,,,,,,
AMD,AMD A8-7050,A8-7050,,,2,,,,3.0,,,1.8,,15,,,,,,,,,,,,
AMD,AMD A8-7100,A8-7100,,,4,,,,3.0,,,1.8,,19,,,,FP3,,,,,,,,
AMD,AMD A8-7200P,A8-7200P,,,4,,,,3.3,,,2.4,,35,,,,FP3,,,,,,,,
AMD,AMD A8-7410,A8-7410,,,4,,,4,2.5,,,2.2,,25,,,,,,,,,,,,
AMD,AMD A8-7500,A8-7500,,,4,,,,,,,3.0,,65,,,,FM2+,,,,,,,,
AMD,AMD A8-7690K,A8-7690K,,,4,,,,,,,3.7,,95,,,,FM2+,,,,,,,,
AMD,AMD A8-8600P,A8-8600P,,,4,,,,3.0,,,1.6,,15,,,,FP4,,,,,,,,
AMD,AMD A8-8650,A8-8650,,,4,,,,3.8,,,3.2,,65,,,,FM2+,,,,,,,,
AMD,AMD A9-9400,A9-9400,,,2,,,,3.2,,,2.4,,10,,,,FP4,,,,,,,,
AMD,AMD A9-9410,A9-9410,,,2,,,,3.5,,,2.9,,25,,,,FP4,,,,,,,,
AMD,AMD A9-9420,A9-9420,,,2,,,,3.4,,,3.0,,15,,,,,,,,,,,,
AMD,AMD A9-9420e,A9-9420e,,,2,,,,,,,2.6,,,,,,,,,,,,,,
AMD,AMD A9-9425,A9-9425,,,2,,,,3.7,,,3.1,,15,,,,BGA (FT4),,,,,,,,
