Producer,CPU Name,Processor Number,Brand Modifier,"Intel® Core™ 
Gen",# of Cores,# of P-cores,# of E-cores,# of Threads,Max Turbo Frequency (GHz),Performance-core Base Frequency (GHz),Efficient-core Base Frequency (GHz),Processor Base Frequency (GHz),Cache (MB),"Processor Base Power (previously Thermal Design Power (TDP)) 
(W)",Max Memory Size (dependent on memory type) GB,Memory Types (MT/s),Max # of PCI Express Lanes,Supported Socket,Processor Graphics,Graphics Max Dynamic Frequency (GHz),Intel® Optane™ Memory Supported,Intel® Turbo Boost Technology 2.0,Intel® Turbo Boost Max Technology 3.0,Intel® vPro™ Platform Eligibility,"Max Resolution for HDMI,
 Max Resolution for DP, 
Max Resolution for (eDP - Integrated Flat Panel)",Price
Intel,Intel Xeon Platinum 8351N @ 2.40GHz,8351N,,,36,,,72,3.5,,,2.4,,225,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon Platinum 8358 @ 2.60GHz,8358,,,32,,,64,3.4,,,2.6,,250,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon Platinum 8360Y @ 2.40GHz,8360Y,,,36,,,72,3.5,,,2.4,,250,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon Platinum 8362 @ 2.80GHz,8362,,,32,,,64,3.6,,,2.8,,265,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon Platinum 8368Q @ 2.60GHz,8368Q,,,38,,,76,3.7,,,2.6,,270,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon Platinum 8375C @ 2.90GHz,8375C,,,32,,,64,3.5,,,2.9,,300,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon Platinum 8380 @ 2.30GHz,8380,,,40,,,80,3.4,,,2.3,,270,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon Platinum 8454H,8454H,,,32,,,64,3.4,,,2.1,,270,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Platinum 8461V,8461V,,,48,,,96,3.7,,,2.2,,300,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Platinum 8469C,8469C,,,48,,,96,3.8,,,2.5,,350,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Platinum 8470 @2.00GHz,8470,,,52,,,104,3.8,,,2.0,,350,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Platinum 8475B,8475B,,,1,,,2,,,,3.8,,,,,,,,,,,,,,
Intel,Intel Xeon Platinum 8480C,8480C,,,56,,,112,3.8,,,2.0,,350,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Platinum 8481C @ 2.70GHz,8481C,,,4,,,8,3.8,,,2.7,,350,,,,,,,,,,,,
Intel,Intel Xeon Platinum 8488C,8488C,,,48,,,96,3.8,,,2.4,,385,,,,,,,,,,,,
Intel,Intel Xeon Platinum 8562Y+,8562Y+,,,32,,,64,4.1,,,2.8,,300,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Platinum 8568Y+,8568Y+,,,48,,,96,4.0,,,2.3,,350,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Platinum 8570,8570,,,56,,,112,4.0,,,2.1,,350,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Platinum 8571N,8571N,,,52,,,104,4.0,,,2.4,,300,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Platinum 8575C,8575C,,,1,,,2,,,,4.0,,,,,,,,,,,,,,
Intel,Intel Xeon Platinum 8581C @ 2.30GHz,8581C,,,2,,,4,4.0,,,2.3,,,,,,,,,,,,,,
Intel,Intel Xeon Platinum 8592+,8592+,,,64,,,128,3.9,,,1.9,,350,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Platinum P-8124 @ 3.00GHz,P-8124,,,18,,,36,3.5,,,3.0,,240,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4108 @ 1.80GHz,4108,,,8,,,16,3.0,,,1.8,,85,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4109T @ 2.00GHz,4109T,,,8,,,16,3.0,,,2.0,,70,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4110 @ 2.10GHz,4110,,,8,,,16,3.0,,,2.1,,85,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4112 @ 2.60GHz,4112,,,4,,,8,3.0,,,2.6,,85,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4114 @ 2.20GHz,4114,,,10,,,20,3.0,,,2.2,,85,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4116 @ 2.10GHz,4116,,,12,,,24,3.0,,,2.1,,85,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4116T @ 2.10GHz,4116T,,,12,,,24,3.0,,,2.1,,85,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4123 @ 3.00GHz,4123,,,8,,,16,3.2,,,3.0,,105,,,,,,,,,,,,
Intel,Intel Xeon Silver 4208 @ 2.10GHz,4208,,,8,,,16,3.2,,,2.1,,85,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4209T @ 2.20GHz,4209T,,,8,,,16,3.2,,,2.2,,70,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4210 @ 2.20GHz,4210,,,10,,,20,3.2,,,2.2,,85,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4210R @ 2.40GHz,4210R,,,10,,,20,3.2,,,2.4,,100,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4214 @ 2.20GHz,4214,,,12,,,24,3.2,,,2.2,,85,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4214R @ 2.40GHz,4214R,,,12,,,24,3.5,,,2.4,,100,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4214Y @ 2.20GHz,4214Y,,,12,,,24,3.2,,,2.2,,85,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4215 @ 2.50GHz,4215,,,8,,,16,3.5,,,2.5,,85,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4215R @ 3.20GHz,4215R,,,8,,,16,4.0,,,3.2,,130,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4216 @ 2.10GHz,4216,,,16,,,32,3.2,,,2.1,,100,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4216R @ 2.20GHz,4216R,,,16,,,32,,,,2.2,,,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon Silver 4309Y @ 2.80GHz,4309Y,,,8,,,16,3.6,,,2.8,,105,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon Silver 4310 @ 2.10GHz,4310,,,12,,,24,3.3,,,2.1,,120,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon Silver 4310T @ 2.30GHz,4310T,,,10,,,20,3.4,,,2.3,,105,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon Silver 4314 @ 2.40GHz,4314,,,16,,,32,3.4,,,2.4,,135,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon Silver 4316 @ 2.30GHz,4316,,,20,,,40,3.4,,,2.3,,150,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon Silver 4410T,4410T,,,10,,,20,4.0,,,2.7,,150,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Silver 4410Y,4410Y,,,12,,,24,3.9,,,2.0,,150,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Silver 4416+,4416+,,,20,,,40,3.9,,,2.0,,165,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Silver 4509Y,4509Y,,,8,,,16,4.1,,,2.6,,125,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Silver 4510,4510,,,12,,,24,4.1,,,2.4,,150,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Silver 4510T,4510T,,,12,,,24,3.7,,,2.0,,115,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon Silver 4514Y,4514Y,,,16,,,32,3.4,,,2.0,,150,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon W-10855M @ 2.80GHz,W-10855M,,,6,,,12,5.1,,,2.8,,45,,,,FCBGA1440,,,,,,,,
Intel,Intel Xeon W-10885M @ 2.40GHz,W-10885M,,,8,,,16,5.3,,,2.4,,45,,,,FCBGA1440,,,,,,,,
Intel,Intel Xeon W-11155MLE @ 1.80GHz,W-11155MLE,,,4,,,8,3.1,,,1.8,,25,,,,FCBGA1787,,,,,,,,
Intel,Intel Xeon W-11555MLE @ 1.90GHz,W-11555MLE,,,6,,,12,4.4,,,1.9,,25,,,,FCBGA1787,,,,,,,,
Intel,Intel Xeon W-11555MRE @ 2.60GHz,W-11555MRE,,,6,,,12,4.5,,,2.6,,45,,,,FCBGA1787,,,,,,,,
Intel,Intel Xeon W-11855M @ 3.20GHz,W-11855M,,,6,,,12,4.9,,,3.2,,45,,,,FCBGA1787,,,,,,,,
Intel,Intel Xeon W-11865MLE @ 1.50GHz,W-11865MLE,,,8,,,16,4.5,,,1.5,,25,,,,FCBGA1787,,,,,,,,
Intel,Intel Xeon W-11865MRE @ 2.60GHz,W-11865MRE,,,8,,,16,4.7,,,2.6,,45,,,,FCBGA1787,,,,,,,,
Intel,Intel Xeon W-11955M @ 2.60GHz,W-11955M,,,8,,,16,5.0,,,2.6,,45,,,,FCBGA1787,,,,,,,,
Intel,Intel Xeon W-1250 @ 3.30GHz,W-1250,,,6,,,12,4.7,,,3.3,,80,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1250E @ 3.50GHz,W-1250E,,,6,,,12,4.7,,,3.5,,80,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1250P @ 4.10GHz,W-1250P,,,6,,,12,4.8,,,4.1,,125,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1250TE @ 2.40GHz,W-1250TE,,,6,,,12,3.8,,,2.4,,35,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1270 @ 3.40GHz,W-1270,,,8,,,16,5.0,,,3.4,,80,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1270E @ 3.40GHz,W-1270E,,,8,,,16,4.8,,,3.4,,80,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1270P @ 3.80GHz,W-1270P,,,8,,,16,5.1,,,3.8,,95,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1270TE @ 2.00GHz,W-1270TE,,,8,,,16,4.4,,,2.0,,35,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1290 @ 3.20GHz,W-1290,,,10,,,20,5.2,,,3.2,,80,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1290E @ 3.50GHz,W-1290E,,,10,,,20,4.8,,,3.5,,95,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1290P @ 3.70GHz,W-1290P,,,10,,,20,5.3,,,3.7,,125,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1290T @ 1.90GHz,W-1290T,,,10,,,20,4.7,,,1.9,,35,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1290TE @ 1.80GHz,W-1290TE,,,10,,,20,4.5,,,1.8,,35,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1350 @ 3.30GHz,W-1350,,,6,,,12,5.0,,,3.3,,80,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1350P @ 4.00GHz,W-1350P,,,6,,,12,5.1,,,4.0,,65,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1370 @ 2.90GHz,W-1370,,,8,,,16,5.1,,,2.9,,80,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1370P @ 3.60GHz,W-1370P,,,8,,,16,5.2,,,3.6,,125,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1390 @ 2.80GHz,W-1390,,,8,,,16,5.2,,,2.8,,80,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-1390P @ 3.50GHz,W-1390P,,,8,,,16,5.3,,,5.1,,125,,,,FCLGA1200,,,,,,,,
Intel,Intel Xeon W-2102 @ 2.90GHz,W-2102,,,4,,,4,,,,2.9,,120,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2104 @ 3.20GHz,W-2104,,,4,,,4,,,,3.2,,120,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2123 @ 3.60GHz,W-2123,,,4,,,8,3.9,,,3.6,,120,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2125 @ 4.00GHz,W-2125,,,4,,,8,4.5,,,4.0,,120,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2133 @ 3.60GHz,W-2133,,,6,,,12,3.9,,,3.6,,140,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2135 @ 3.70GHz,W-2135,,,6,,,12,4.5,,,3.7,,140,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2140B @ 3.20GHz,W-2140B,,,8,,,16,4.2,,,3.2,,,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2145 @ 3.70GHz,W-2145,,,8,,,16,4.5,,,3.7,,140,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2150B @ 3.00GHz,W-2150B,,,10,,,20,4.5,,,3.0,,,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2155 @ 3.30GHz,W-2155,,,10,,,20,4.5,,,3.3,,140,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2170B @ 2.50GHz,W-2170B,,,14,,,28,4.3,,,2.5,,,,,,FCLGA-2066,,,,,,,,
Intel,Intel Xeon W-2175 @ 2.50GHz,W-2175,,,14,,,28,4.3,,,2.5,,140,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2191B @ 2.30GHz,W-2191B,,,18,,,36,4.3,,,2.3,,140,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2195 @ 2.30GHz,W-2195,,,18,,,36,4.3,,,2.3,,140,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2223 @ 3.60GHz,W-2223,,,4,,,8,3.9,,,3.6,,120,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2225 @ 4.10GHz,W-2225,,,4,,,8,4.6,,,4.1,,105,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2235 @ 3.80GHz,W-2235,,,6,,,12,4.6,,,3.8,,130,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2245 @ 3.90GHz,W-2245,,,8,,,16,4.7,,,3.9,,155,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2255 @ 3.70GHz,W-2255,,,10,,,20,4.7,,,3.7,,165,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2265 @ 3.50GHz,W-2265,,,12,,,24,4.6,,,3.5,,165,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2275 @ 3.30GHz,W-2275,,,14,,,28,4.8,,,3.3,,165,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-2295 @ 3.00GHz,W-2295,,,18,,,36,4.8,,,3.0,,165,,,,FCLGA2066,,,,,,,,
Intel,Intel Xeon W-3175X @ 3.10GHz,W-3175X,,,28,,,56,3.8,,,3.1,,255,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon W-3223 @ 3.50GHz,W-3223,,,8,,,16,4.0,,,3.5,,160,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon W-3225 @ 3.70GHz,W-3225,,,8,,,16,4.4,,,3.7,,160,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon W-3235 @ 3.30GHz,W-3235,,,12,,,24,4.5,,,3.3,,180,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon W-3245 @ 3.20GHz,W-3245,,,16,,,32,4.4,,,3.2,,205,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon W-3245M @ 3.20GHz,W-3245M,,,16,,,32,4.6,,,3.2,,205,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon W-3265 @ 2.70GHz,W-3265,,,24,,,48,4.4,,,2.7,,205,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon W-3265M @ 2.70GHz,W-3265M,,,24,,,48,4.4,,,2.7,,205,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon W-3275 @ 2.50GHz,W-3275,,,28,,,56,4.6,,,2.5,,205,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon W-3275M @ 2.50GHz,W-3275M,,,28,,,56,4.4,,,2.5,,205,,,,FCLGA3647,,,,,,,,
Intel,Intel Xeon W-3323 @ 3.50GHz,W-3323,,,12,,,24,3.9,,,3.5,,220,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon W-3335 @ 3.40GHz,W-3335,,,16,,,32,4.0,,,3.4,,250,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon W-3345 @ 3.00GHz,W-3345,,,24,,,48,4.0,,,3.0,,250,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon W-3365 @ 2.70GHz,W-3365,,,32,,,64,4.0,,,2.7,,270,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon W-3375 @ 2.50GHz,W-3375,,,38,,,76,4.0,,,2.5,,270,,,,FCLGA4189,,,,,,,,
Intel,Intel Xeon w3-2423,w3-2423,,,6,,,12,4.2,,,2.1,,120,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w3-2425,w3-2425,,,6,,,12,4.0,,,3.0,,130,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w3-2435,w3-2435,,,8,,,16,4.5,,,3.1,,165,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w3-2525,w3-2525,,,8,,,16,4.5,,,3.5,,175,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w3-2535,w3-2535,,,10,,,20,4.6,,,3.5,,185,,,,,,,,,,,,
Intel,Intel Xeon W3503 @ 2.40GHz,W3503,,,2,,,2,,,,2.4,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon W3505 @ 2.53GHz,W3505,,,2,,,2,,,,2.5,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon W3520 @ 2.67GHz,W3520,,,4,,,8,2.9,,,2.7,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon W3530 @ 2.80GHz,W3530,,,4,,,8,3.1,,,2.8,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon W3540 @ 2.93GHz,W3540,,,4,,,8,3.2,,,2.9,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon W3550 @ 3.07GHz,W3550,,,4,,,8,3.3,,,3.1,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon W3565 @ 3.20GHz,W3565,,,4,,,8,3.5,,,3.2,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon W3570 @ 3.20GHz,W3570,,,4,,,8,3.5,,,3.2,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon W3580 @ 3.33GHz,W3580,,,4,,,8,3.6,,,3.3,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon W3670 @ 3.20GHz,W3670,,,6,,,12,3.5,,,3.2,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon W3680 @ 3.33GHz,W3680,,,6,,,12,3.6,,,3.3,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon W3690 @ 3.47GHz,W3690,,,6,,,12,3.7,,,3.5,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon w5-2445,w5-2445,,,10,,,20,4.6,,,3.1,,175,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w5-2455X,w5-2455X,,,12,,,24,4.6,,,3.2,,200,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w5-2465X,w5-2465X,,,16,,,32,4.7,,,3.1,,200,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w5-2545,w5-2545,,,12,,,24,4.7,,,3.5,,210,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w5-2555X,w5-2555X,,,14,,,28,4.8,,,3.3,,210,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w5-2565X,w5-2565X,,,18,,,36,4.8,,,3.2,,240,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w5-3423,w5-3423,,,12,,,24,4.6,,,3.2,,270,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w5-3425,w5-3425,,,12,,,24,4.6,,,3.2,,270,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w5-3433,w5-3433,,,16,,,32,4.2,,,2.0,,220,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w5-3435X,w5-3435X,,,16,,,32,4.7,,,3.1,,324,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w5-3525,w5-3525,,,16,,,32,4.8,,,3.2,,290,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w5-3535X,w5-3535X,,,20,,,40,4.8,,,2.9,,300,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon W5580 @ 3.20GHz,W5580,,,4,,,8,3.5,,,3.2,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon W5590 @ 3.33GHz,W5590,,,4,,,8,3.6,,,3.3,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon w7-2475X,w7-2475X,,,20,,,40,4.8,,,2.6,,225,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w7-2495X,w7-2495X,,,24,,,48,4.8,,,2.5,,225,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w7-2575X,w7-2575X,,,22,,,44,4.8,,,3.0,,250,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w7-2595X,w7-2595X,,,26,,,52,4.8,,,2.8,,250,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w7-3445,w7-3445,,,20,,,40,4.8,,,2.6,,270,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w7-3455,w7-3455,,,24,,,48,4.8,,,2.5,,270,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w7-3465X,w7-3465X,,,28,,,56,4.8,,,2.5,,300,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w7-3545,w7-3545,,,24,,,48,4.8,,,2.7,,310,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w7-3555,w7-3555,,,28,,,56,4.8,,,2.7,,325,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w7-3565X,w7-3565X,,,32,,,64,4.8,,,2.5,,335,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w9-3475X,w9-3475X,,,36,,,72,4.8,,,2.2,,300,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w9-3495X,w9-3495X,,,56,,,112,4.8,,,1.9,,350,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w9-3575X,w9-3575X,,,44,,,88,4.8,,,2.2,,340,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon w9-3595X,w9-3595X,,,60,,,120,4.8,,,2.0,,385,,,,FCLGA4677,,,,,,,,
Intel,Intel Xeon X3210 @ 2.13GHz,X3210,,,4,,,4,,,,2.1,,105,,,,LGA775,,,,,,,,
Intel,Intel Xeon X3220 @ 2.40GHz,X3220,,,4,,,4,,,,2.4,,105,,,,LGA775,,,,,,,,
Intel,Intel Xeon X3230 @ 2.66GHz,X3230,,,4,,,4,,,,2.7,,95,,,,LGA775,,,,,,,,
Intel,Intel Xeon X3320 @ 2.50GHz,X3320,,,4,,,4,,,,2.5,,95,,,,LGA775,,,,,,,,
Intel,Intel Xeon X3323 @ 2.50GHz,X3323,,,4,,,4,,,,2.5,,80,,,,LGA775,,,,,,,,
Intel,Intel Xeon X3330 @ 2.66GHz,X3330,,,4,,,4,,,,2.7,,95,,,,LGA775,,,,,,,,
Intel,Intel Xeon X3350 @ 2.66GHz,X3350,,,4,,,4,,,,2.7,,95,,,,LGA775,,,,,,,,
Intel,Intel Xeon X3353 @ 2.66GHz,X3353,,,4,,,4,,,,2.7,,80,,,,LGA775,,,,,,,,
Intel,Intel Xeon X3360 @ 2.83GHz,X3360,,,4,,,4,,,,2.8,,95,,,,LGA775,,,,,,,,
Intel,Intel Xeon X3363 @ 2.83GHz,X3363,,,4,,,4,,,,2.8,,80,,,,LGA771,,,,,,,,
Intel,Intel Xeon X3370 @ 3.00GHz,X3370,,,4,,,4,,,,3.0,,95,,,,LGA775,,,,,,,,
Intel,Intel Xeon X3380 @ 3.16GHz,X3380,,,4,,,4,,,,3.2,,95,,,,LGA775,,,,,,,,
Intel,Intel Xeon X3430 @ 2.40GHz,X3430,,,4,,,4,2.8,,,2.4,,95,,,,LGA1156,,,,,,,,
Intel,Intel Xeon X3440 @ 2.53GHz,X3440,,,4,,,8,2.9,,,2.5,,95,,,,LGA1156,,,,,,,,
Intel,Intel Xeon X3450 @ 2.67GHz,X3450,,,4,,,8,3.2,,,2.7,,95,,,,LGA1156,,,,,,,,
Intel,Intel Xeon X3460 @ 2.80GHz,X3460,,,4,,,8,3.5,,,2.8,,95,,,,LGA1156,,,,,,,,
Intel,Intel Xeon X3470 @ 2.93GHz,X3470,,,4,,,8,3.6,,,2.9,,95,,,,LGA1156,,,,,,,,
Intel,Intel Xeon X3480 @ 3.07GHz,X3480,,,4,,,8,3.7,,,3.1,,95,,,,LGA1156,,,,,,,,
Intel,Intel Xeon X5260 @ 3.33GHz,X5260,,,2,,,2,,,,3.3,,80,,,,LGA771,,,,,,,,
Intel,Intel Xeon X5270 @ 3.50GHz,X5270,,,2,,,2,,,,3.5,,80,,,,LGA771,,,,,,,,
Intel,Intel Xeon X5272 @ 3.40GHz,X5272,,,2,,,2,,,,3.4,,80,,,,LGA771,,,,,,,,
Intel,Intel Xeon X5355 @ 2.66GHz,X5355,,,4,,,4,,,,2.7,,120,,,,LGA771,,,,,,,,
Intel,Intel Xeon X5365 @ 3.00GHz,X5365,,,4,,,4,,,,3.0,,150,,,,LGA771,,,,,,,,
Intel,Intel Xeon X5450 @ 3.00GHz,X5450,,,4,,,4,,,,3.0,,120,,,,LGA771,,,,,,,,
Intel,Intel Xeon X5460 @ 3.16GHz,X5460,,,4,,,4,,,,3.2,,120,,,,LGA771,,,,,,,,
Intel,Intel Xeon X5470 @ 3.33GHz,X5470,,,4,,,4,,,,3.3,,120,,,,LGA771,,,,,,,,
Intel,Intel Xeon X5472 @ 3.00GHz,X5472,,,4,,,4,,,,3.0,,120,,,,LGA771,,,,,,,,
Intel,Intel Xeon X5482 @ 3.20GHz,X5482,,,4,,,4,,,,3.2,,150,,,,LGA771,,,,,,,,
Intel,Intel Xeon X5492 @ 3.40GHz,X5492,,,4,,,4,,,,3.4,,150,,,,LGA771,,,,,,,,
Intel,Intel Xeon X5550 @ 2.67GHz,X5550,,,4,,,8,3.1,,,2.7,,95,,,,LGA1366,,,,,,,,
Intel,Intel Xeon X5560 @ 2.80GHz,X5560,,,4,,,8,3.2,,,2.8,,95,,,,LGA1366,,,,,,,,
Intel,Intel Xeon X5570 @ 2.93GHz,X5570,,,4,,,8,3.3,,,2.9,,95,,,,LGA1366,,,,,,,,
Intel,Intel Xeon X5647 @ 2.93GHz,X5647,,,4,,,8,3.2,,,2.9,,130,,,,LGA1366,,,,,,,,
Intel,Intel Xeon X5650 @ 2.67GHz,X5650,,,6,,,12,3.1,,,2.7,,95,,,,LGA1366,,,,,,,,
Intel,Intel Xeon X5660 @ 2.80GHz,X5660,,,6,,,12,3.2,,,2.8,,95,,,,LGA1366,,,,,,,,
Intel,Intel Xeon X5667 @ 3.07GHz,X5667,,,4,,,8,3.5,,,3.1,,95,,,,LGA1366,,,,,,,,
