Name,Type,Color,Power Supply,Side Panel,External volume,"Internal 3.5"" bays",Rating,Price
Cougar Blazer,ATX Mid Tower,Black / Orange,None,Tempered Glass,,3,0,
MagniumGear Neo V2,ATX Mid Tower,Black,None,Tempered Glass,38.3,2,2,
Enermax LIBLLUSSION LL30,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Thermaltake Versa T26 TG ARGB,ATX Mid Tower,Black,None,Tempered Glass,50.6,2,0,
Cooler Master MasterBox 500,ATX Mid Tower,Black,None,Tempered Glass,52.4,2,0,
KOLINK Nimbus,ATX Mid Tower,Black,None,Tempered Glass,34.2,2,0,
GameMax F36,MicroATX Mini Tower,Black,None,Tempered Glass,35.1,2,0,
Antec Three Hundred,ATX Mid Tower,Black,430 W,None,43.5,6,0,
Antec Minuet,MicroATX Slim,Black / White,350 W,None,13.3,1,0,
Corsair Graphite Series 600T,ATX Mid Tower,Silver / Black,None,Acrylic,79.3,6,9,
Antec Six Hundred,ATX Mid Tower,Black / Silver,None,Acrylic,50.6,6,1,
Antec VSK2450,ATX Mid Tower,Black,450 W,None,42.1,6,0,
Cooler Master Cosmos Pure,ATX Full Tower,Black,None,None,99.2,6,0,
Cooler Master Elite 360,ATX Mini Tower,Black,None,None,23.2,1,1,
Cooler Master Elite 360,ATX Mini Tower,Black,350 W,None,23.2,1,0,
Cooler Master Elite 370,ATX Mid Tower,Black,None,None,38.7,5,1,
Cooler Master Centurion 534,ATX Mid Tower,Black,None,None,42,4,0,
Cooler Master Centurion 541,MicroATX Mini Tower,Black / Silver,None,None,29.4,2,0,
Cooler Master HAF 912,ATX Mid Tower,Black,None,None,54.9,6,0,
Cooler Master USP 100,ATX Mid Tower,Black / Red,550 W,None,52.5,6,0,
Cooler Master Storm Scout,ATX Mid Tower,Black,700 W,Acrylic,52.6,5,0,
Antec Fusion Remote,HTPC,Black,None,None,25.6,2,0,
Antec M FusionRemote,HTPC,Black / Silver,350 W,None,17.8,1,0,
Thermaltake Xaser VI,ATX Full Tower,Silver / Black,None,None,98.9,7,0,
Thermaltake WingRS 201,ATX Mid Tower,Black,None,None,37.9,4,0,
Thermaltake ARMOR A90,ATX Mid Tower,Black / Silver,850 W,Acrylic,54.3,6,0,
Rosewill R519,ATX Mid Tower,Black,500 W,None,35.6,5,2,
NZXT Lexa S,ATX Mid Tower,Black,None,Acrylic,49.6,7,0,
Cooler Master Centurion 590,ATX Mid Tower,Black,None,None,46.9,0,1,
Antec One Hundred,ATX Mid Tower,Black,None,None,45.2,6,1,
Cooler Master ATCS 840,ATX Full Tower,Silver,None,None,88.5,6,0,
Thermaltake Armor A30,ATX Mini Tower,Black,None,Acrylic,35.5,2,0,
Lian Li PC-Q06,Mini ITX Test Bench,Silver,None,None,10.7,1,0,
Lian Li PC-8N,ATX Mid Tower,Black,None,Acrylic,80,3,1,
Lian Li PC-C36B,HTPC,Black,300 W,None,15.3,2,0,
Lian Li PC-T1,Mini ITX Test Bench,Red,None,None,21.1,1,0,
Lian Li PC-V1020,ATX Mid Tower,Red,None,None,55.5,7,0,
Lian Li PC-V354,MicroATX Mini Tower,Black,None,None,32.9,7,0,
Apevia X-Infinity,ATX Mid Tower,Black / Gray,420 W,Acrylic,42.7,5,0,
Apevia X-Cruiser,ATX Mid Tower,Black / Silver,None,Acrylic,41.2,5,1,
Apevia X-Cruiser2,ATX Mid Tower,Blue / Silver,None,Acrylic,40.1,5,0,
Apevia X-QPack2,MicroATX Desktop,Black / Red,500 W,Acrylic,24.2,2,0,
Antec Nine Hundred Two V3,ATX Mid Tower,Black,None,Acrylic,50.6,6,6,
HEC 6T18BB,MicroATX Mini Tower,Black,None,None,21.6,1,0,
NZXT Vulcan,MicroATX Mid Tower,Black,None,Acrylic,30.3,2,1,
Apex TU150,ATX Mid Tower,Black,400 W,None,38.3,3,0,
Apex TX-381,MicroATX Mid Tower,Black,300 W,None,30,4,2,
Apex Vortex 3620mini,MicroATX Mid Tower,Black,None,None,25,2,0,
Athenatech A100SC.200,MicroATX Desktop,Black / Silver,200 W,None,18.4,2,0,
Dynapower C05.N63.M158,ATX Mini Tower,Black,430 W,None,23.1,1,0,
In Win Android,ATX Mid Tower,Black / Silver,None,None,51.6,3,0,
In Win BL631.300TBL,MicroATX Slim,Black,300 W,None,11.6,2,0,
In Win C589T.CQ350TBL,ATX Mid Tower,Black,350 W,None,35,3,0,
In Win Dragon Slayer,MicroATX Mini Tower,Black,None,None,35.6,0,1,
In Win Maelstrom,ATX Full Tower,Black,None,None,74.1,6,0,
Raidmax Tornado,ATX Mid Tower,Black / Blue,None,Acrylic,42.1,5,1,
Raidmax Blackstorm ATX-615WU,ATX Mid Tower,Black / Blue,None,None,47.7,4,1,
Rosewill RS-MI-01,Mini ITX Tower,Black,250 W,None,9.4,1,1,
Silverstone FT03,MicroATX Mini Tower,Silver,None,None,32.2,3,0,
Silverstone SG03B-F,MicroATX Mini Tower,Black,None,None,22.2,0,0,
Silverstone TJ09-B,ATX Full Tower,Black,None,None,66.6,6,0,
XClio Coolbox Advanced,ATX Mid Tower,Black,None,None,34,5,0,
Xion XON-160PCB,ATX Mid Tower,Black / Silver,500 W,None,,5,0,
Lian Li LanCool PC-K57,ATX Mid Tower,Black,None,None,47.1,3,1,
Cooler Master Elite 371,ATX Mid Tower,Black / White,None,None,38.7,5,1,
HEC 6T10LITE,MicroATX Mini Tower,Black,None,None,24,2,0,
In Win BP671.200BL,Mini ITX Tower,Black,200 W,None,8.1,1,0,
Logisys Area 51,ATX Mid Tower,Black,480 W,Acrylic,65.3,5,0,
Raidmax ATX-298WW,ATX Mid Tower,Black / White,None,Acrylic,42.9,4,2,
nMEDIAPC HTPC 1000B,HTPC,Black,None,None,24.4,4,1,
nMEDIAPC HTPC 8000,HTPC,Brown,None,None,49.6,4,1,
Fractal Design Core 3000,ATX Mid Tower,Black,None,None,41.1,6,2,
Diablotek LEGEND,ATX Mid Tower,Black,None,None,,2,0,
Sentey DS1-4246,ATX Mid Tower,Black,600 W,None,36,4,0,
Sentey Arvina Extreme Division,ATX Full Tower,Black,None,None,60.7,5,0,
Cougar Evolution,ATX Mid Tower,Black,None,Acrylic,59.8,4,0,
Silverstone TJ08B-E,MicroATX Mini Tower,Black,None,None,30.2,4,13,
BitFenix Shinobi,ATX Mid Tower,Black,None,None,45.8,7,5,
Cooler Master Elite 330 Upgraded,ATX Mid Tower,Black / Silver,None,None,40.5,5,1,
nMEDIAPC HTPC 5000S,HTPC,Black,None,None,24.4,4,0,
Antec Solo II,ATX Mid Tower,Black,None,None,42.2,3,2,
NZXT Source 220,ATX Mid Tower,Black,None,Acrylic,43.4,8,5,
Apevia ATXB2KL,ATX Mid Tower,Beige / Gray,420 W,None,40.2,4,0,
Azza Solano 1000R,ATX Full Tower,Black,None,Acrylic,56,8,6,
Azza Triton 401,ATX Mid Tower,Black,None,None,47.6,4,0,
In Win MANA136 WHITE,ATX Mid Tower,White / Black,300 W,Acrylic,40.5,0,0,
Sentey GS-6000R,ATX Mid Tower,Black,None,None,42.5,4,0,
Silverstone SG08B,Mini ITX Desktop,Black,600 W,None,14.8,1,2,
NZXT Switch 810,ATX Full Tower,Black,None,Acrylic,81.3,6,3,
Cougar Solution RSB400,ATX Mid Tower,Black,400 W,None,40.7,6,0,
Rosewill R5,ATX Mid Tower,Black,None,None,55.4,6,8,
Cooler Master CM 690 II Advanced NVIDIA Edition,ATX Mid Tower,Black,None,Acrylic,55.7,4,1,
BitFenix Shinobi XL Window,ATX Full Tower,White,None,Acrylic,77.6,7,2,
Fractal Design Define R4,ATX Mid Tower,White,None,Acrylic,56,8,24,
DIYPC Alpha-DB6,ATX Test Bench,White,None,None,21.8,0,0,
Silverstone TJ07B-W-USB3.0,ATX Full Tower,Black,None,Acrylic,69.2,6,0,
Antec LanBoy Air,ATX Mid Tower,Black,None,None,58.5,6,1,
MSI Stealth,ATX Mid Tower,Black,None,None,40.3,4,0,
Zalman MS1000-HS2,ATX Mid Tower,Black,None,None,55.7,6,0,
Sentey GS-6070 II Abaddom,ATX Mid Tower,Black,None,Acrylic,42.5,4,3,
MSI TC,ATX Mid Tower,Black,None,Acrylic,,2,1,
Silverstone SG05B-USB3.0,Mini ITX Desktop,Black,300 W,None,10.7,1,0,
Silverstone FT03-MINI,Mini ITX Tower,Black,None,None,17.5,1,3,
Silverstone GD04B-USB3.0,HTPC,Black,None,None,21.3,2,1,
Lian Li PC-A55,ATX Mid Tower,Silver,None,None,31.8,2,0,
Lian Li PC-Q16,Mini ITX Tower,Black,300 W,None,9.2,1,0,
Diablotek CYCLOPS,ATX Mid Tower,Black,None,None,41.4,5,0,
Azza Genesis 9000B,ATX Full Tower,Black,None,Acrylic,93,5,7,
Cooler Master Elite 311,ATX Mid Tower,Black / Red,None,Acrylic,40.8,5,0,
Rosewill FBM-02,MicroATX Mini Tower,Black / Gray,None,None,21.6,2,9,
Lian Li PC-CK101,Mini ITX Tower,Black,300 W,None,24.4,1,0,
Cooler Master Storm Scout 2 Advanced,ATX Mid Tower,Black,None,Acrylic,61.6,7,13,
Lian Li PC-7H,ATX Mid Tower,Silver,None,None,55.5,4,1,
Zalman Z5 Plus,ATX Mid Tower,Black,None,Acrylic,45.8,3,7,
Antec VSK-3000,MicroATX Mid Tower,Black,None,None,,2,1,
Fractal Design Core 3000 USB 3.0,ATX Mid Tower,Black,None,None,71.4,6,6,
Cooler Master Elite 350,ATX Mid Tower,Black,500 W,None,33,6,1,
Silverstone RL04B,ATX Mid Tower,Black,None,None,54.9,5,1,
Silverstone PS05B-USB3.0,ATX Mid Tower,Black,None,None,42.6,4,0,
Lian Li PC-Q07B USB3.0,Mini ITX Tower,Black,None,None,11.6,1,0,
Thermaltake Armor Revo Gene,ATX Mid Tower,Black,None,Acrylic,69.9,5,1,
Enermax ECA3280A,ATX Mid Tower,Black / Blue,None,Acrylic,58.2,8,8,
Lian Li PC-C37B USB3.0,HTPC,Black,None,None,15.3,2,1,
Lian Li PC-TU100,Mini ITX Tower,Silver,None,None,10.6,0,3,
Cougar Solution C400SL,ATX Mid Tower,Black,400 W,None,,6,0,
In Win BL672.300TB3LF,HTPC,Black,None,None,11.6,2,0,
In Win GT1,ATX Mid Tower,White,None,Acrylic,48.8,6,2,
Zalman Z12 Plus,ATX Mid Tower,Black,None,Acrylic,47.7,5,9,
Apex TX-606-U3,MicroATX Mid Tower,Black,300 W,None,27.9,5,4,
HEC EnterpriseH585,MicroATX Mid Tower,Black,None,None,,2,0,
Apevia X-Cruiser3,ATX Mid Tower,Blue / Silver,None,Acrylic,44.7,4,0,
Apevia X-Cruiser3,ATX Mid Tower,Pink,None,Acrylic,44.7,4,2,
Logisys CS368BB,ATX Mid Tower,Black / Blue,480 W,None,34,6,3,
Xigmatek Aeos,MicroATX Mid Tower,Black,None,None,,2,0,
Cooler Master N500,ATX Mid Tower,Black,None,None,44.1,4,0,
Cougar MG100,MicroATX Mini Tower,Black,None,None,,2,0,
In Win D-FRAME,ATX Desktop,Orange,None,Acrylic,97.5,3,1,
Aerocool XPredator X1,ATX Mid Tower,Black,None,None,43.2,6,0,
BitFenix Phenom M,MicroATX Mini Tower,Black,None,None,30.6,5,4,
Antec 1100 Illusion,ATX Full Tower,Black,None,Acrylic,67.6,6,1,
Corsair Graphite Series 230T,ATX Mid Tower,Black / Gray,None,Acrylic,,4,10,
Cooler Master Silencio 650,ATX Mid Tower,Black,None,None,,7,0,
Thermaltake Versa II,ATX Mid Tower,Black,None,None,,5,1,
Rosewill LINE-M-A,MicroATX Mini Tower,Black,None,None,26.9,0,0,
Cooltek Antiphon,ATX Mid Tower,Black,None,None,,4,0,
Aerocool DS Cube,MicroATX Mini Tower,Black,None,None,41.5,2,1,
Nanoxia NXDS4B,MicroATX Mini Tower,White,None,None,,6,5,
SHARKOON MA-M1000,MicroATX Mid Tower,Black / Blue,None,None,,2,1,
NZXT Phantom,ATX Full Tower,Black,None,None,74.3,7,22,
Silverstone TJ08B-EW,MicroATX Mid Tower,Black,None,Acrylic,30.2,4,1,
Raidmax Vampire,ATX Full Tower,Black,None,Acrylic,80.5,7,2,
Rosewill Legacy U2-B,Mini ITX Tower,Black,None,Acrylic,15.4,2,0,
Antec ISK600,Mini ITX Tower,Black / Blue,None,None,18.7,3,7,
Silverstone RV01B-W-USB3.0,ATX Full Tower,Black,None,Acrylic,113.1,6,1,
Supermicro CSE-732G-500B,ATX Mid Tower,Black / Blue,500 W,Acrylic,64.7,3,0,
Thermaltake Armor Series,ATX Full Tower,Black,None,Acrylic,65,6,1,
Cooler Master 690 III,ATX Mid Tower,Black / Green,None,None,58.5,7,1,
Antec VSK-4350E-N,ATX Mid Tower,Black,350 W,None,33.4,5,0,
Corsair Carbide Series SPEC-01,ATX Mid Tower,Black / Blue,None,Acrylic,38.3,4,7,
DIYPC HTPC-MiniCube,Mini ITX Tower,Gold,None,None,9.8,1,0,
Nanoxia Deep Silence 2 White,ATX Mid Tower,Black,None,None,57,7,2,
Thermaltake Versa H23,ATX Mid Tower,Black,None,Acrylic,43.7,3,6,
BitFenix Neos,ATX Mid Tower,Black / Gold,None,Acrylic,37,3,3,
Apex TX-388,MicroATX Mid Tower,Black,300 W,None,25.8,4,0,
Azza GT1,ATX Full Tower,Black,None,Acrylic,90.4,7,1,
DIYPC Skyline-07,ATX Full Tower,Black,None,None,69.2,3,2,
Aerocool DS 200,ATX Mid Tower,Black,None,None,,5,0,
Deepcool TESSERACT BF,ATX Mid Tower,White / Black,None,Acrylic,36.4,4,1,
Deepcool STEAM CASTLE,MicroATX Mid Tower,Yellow,None,Acrylic,47.1,3,0,
Antec GX500 ILLUSION,ATX Mid Tower,Black,None,Acrylic,44.4,4,3,
Lian Li PC-Q33,Mini ITX Tower,Black,None,Acrylic,18.1,2,0,
Lian Li PC-B16,ATX Mid Tower,Black,None,None,57.4,6,0,
Lian Li PC-V359W,MicroATX Mid Tower,Gold,None,None,36.6,3,0,
BitFenix Comrade,ATX Mid Tower,Black,None,Acrylic,37,3,5,
Silverstone RV05B,ATX Mid Tower,White / Black,None,Acrylic,63.8,2,0,
In Win D-FRAME MINI,Mini ITX Tower,Green,None,Tempered Glass,46.3,3,0,
In Win EC046.CQ450TB3K,ATX Mid Tower,Black,None,None,43.6,4,0,
Rosewill STEALTH,ATX Mid Tower,Black,None,Acrylic,52,8,7,
Rosewill I5-397,ATX Mini Tower,Black,450 W,None,37,6,0,
Thermaltake Versa H34,ATX Mid Tower,Black,None,Acrylic,49.3,3,0,
Phanteks Enthoo EVOLV,MicroATX Mini Tower,White,None,Acrylic,41.7,3,5,
be quiet! Silent Base 800,ATX Mid Tower,Black / Silver,None,Acrylic,,7,1,
Aerocool Strike-X Xtreme,ATX Mid Tower,Red,None,Acrylic,,6,0,
Aerocool Strike-X Advance,ATX Mid Tower,Black / Red,None,Acrylic,,0,0,
Cooler Master N400,ATX Mid Tower,Black,None,Acrylic,40.2,7,1,
DIYPC Solo-T1,ATX Mid Tower,Black / Blue,None,None,38.9,3,6,
Corsair Carbide Series 330R Titanium Edition,ATX Mid Tower,Black / Silver,None,None,49.9,4,2,
Raidmax Scorpio V,ATX Mid Tower,Black,None,Acrylic,54.6,8,1,
Silverstone KL05B,ATX Mid Tower,Black,None,Acrylic,,6,0,
NOX Coolbay VX,ATX Mid Tower,Black / Blue,None,None,34.3,7,0,
Raidmax Horus,ATX Mid Tower,Black,None,Acrylic,,3,1,
CiT Vanquish,ATX Mid Tower,Black / Red,None,Acrylic,,5,2,
NZXT Noctis 450,ATX Mid Tower,Black / Red,None,Acrylic,,6,2,
Silverstone PS11B,ATX Mid Tower,Black,None,Acrylic,,3,1,
Phanteks Enthoo EVOLV ATX,ATX Mid Tower,Gray,None,Acrylic,,5,8,
Deepcool Tristellar,Mini ITX Desktop,Black,None,None,,2,0,
Rosewill Stryker M,ATX Mid Tower,Black,None,Acrylic,,3,6,
Aerocool XPredator,ATX Full Tower,White,None,Acrylic,,6,0,
Lian Li PC-O5S,HTPC,White,None,Tempered Glass,,5,0,
Rosewill R521-M,MicroATX Mini Tower,Black,400 W,None,,5,0,
Apevia X-QPack3,MicroATX Mini Tower,Black / Red,None,Acrylic,,2,3,
Lian Li PC-O6S,HTPC,Black,None,Tempered Glass,,6,0,
Lian Li PC-O7S,HTPC,Black,None,Tempered Glass,,7,0,
Antec P70,ATX Mid Tower,Black,None,None,,4,0,
Phanteks Enthoo Pro M,ATX Mid Tower,Green,None,Acrylic,56.4,2,1,
Cooler Master MasterCase 5,ATX Mid Tower,Black,None,Acrylic,,2,3,
Silverstone RVZ02B,HTPC,Black / Clear,None,Acrylic,,1,8,
Aerocool Aero-800,ATX Mid Tower,Black / Blue,None,Acrylic,,2,0,
be quiet! Silent Base 600,ATX Mid Tower,Black,None,Acrylic,,3,2,
Phanteks Mini XL,MicroATX Desktop,Black,None,Acrylic,,6,0,
Thermaltake Core P5,ATX Mid Tower,Black,None,Acrylic,115.4,3,7,
Thermaltake Core P5 TG,ATX Mid Tower,Black / Silver,None,Tinted Tempered Glass,115.4,3,0,
Lian Li PC-Q10,Mini ITX Desktop,Black,None,Acrylic,,2,2,
Lian Li PC-Q21,Mini ITX Tower,Black,None,None,,2,2,
DIYPC Silence,ATX Mid Tower,Black,None,None,,2,1,
DIYPC Zondda,ATX Mid Tower,Black / Blue,None,Acrylic,,4,3,
Raidmax Ninja II,ATX Mid Tower,Black / Orange,None,Acrylic,,3,5,
Phanteks Eclipse P400,ATX Mid Tower,Gray,None,Tinted Acrylic,45.9,2,6,
Phanteks Eclipse P400,ATX Mid Tower,Gray,None,Tinted Tempered Glass,45.9,2,4,
Zodiac Aries A-100,MicroATX Mid Tower,Black,None,None,,1,0,
Apevia X-Qtis,MicroATX Mid Tower,White / Blue,None,Acrylic,,4,0,
In Win H-Tower,ATX Full Tower,Silver,None,None,,1,0,
Thermaltake Core X71,ATX Full Tower,Black,None,Acrylic,,3,3,
Antec NSK3100,MicroATX Mini Tower,Black,None,None,,2,0,
DIYPC F2,MicroATX Mini Tower,White,None,Acrylic,,2,22,
RIOTORO CR1080,ATX Mid Tower,Black,None,Acrylic,,2,3,
Apevia X-Qber,MicroATX Desktop,Black / Green,None,Acrylic,,2,0,
Anidees AI7,ATX Desktop,Black,None,Acrylic,,4,0,
NOX Coolbay CX,MicroATX Desktop,Black,None,Acrylic,,3,0,
VIVO CASE-V06,MicroATX Mid Tower,Black,None,Acrylic,,2,3,
Silverstone FT01B-USB3.0,ATX Mid Tower,Black,None,Acrylic,,7,0,
Xion Xon-350,ATX Mid Tower,Black,None,None,23.7,2,2,
Antec Super Lanboy,ATX Mid Tower,Silver,None,Acrylic,,4,2,
Rosewill B2-SPIRIT,ATX Full Tower,Black,None,Acrylic,,13,2,
Cougar MX200,ATX Mid Tower,Black,None,None,,6,2,
Antec P9,ATX Full Tower,Black,None,Acrylic,97.3,8,1,
SHARKOON T3-W,ATX Mid Tower,Black / Green,None,Acrylic,38.3,6,0,
Thermaltake View 27,ATX Mid Tower,White / Black,None,Acrylic,,2,0,
X2 Nextyde,ATX Mid Tower,Black,None,Acrylic,34.2,2,0,
NOX Coolbay SX,ATX Mid Tower,Black / Blue,None,None,37.9,4,0,
Thermaltake Versa C22 RGB Snow Edition,ATX Mid Tower,White,None,Acrylic,52.2,2,1,
Raidmax Sigma,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Raidmax Sigma,ATX Mid Tower,White,None,Tempered Glass,,2,1,
Cooler Master MasterCase Pro 6,ATX Mid Tower,Black / Blue,None,Acrylic,70.1,5,1,
Lian Li Odyssey,Mini ITX Desktop,White,None,None,,2,0,
Apevia X-Mirage,ATX Mid Tower,Pink,None,Acrylic,41.8,2,1,
SHARKOON DG7000-G,ATX Mid Tower,Black / Red,None,Tempered Glass,,3,0,
GameMax FALCON WHITE RGB,ATX Mid Tower,White / Black,None,Acrylic,,2,0,
Azza Titan 240,ATX Mid Tower,Black,None,Tempered Glass,,3,0,
Aerocool Aero-300,ATX Mid Tower,Black,None,Acrylic,37.8,2,0,
Rosewill BRADLEY M,ATX Mid Tower,Black,None,Acrylic,36.6,3,1,
VIVO CASE-V08,ATX Mid Tower,Black / Blue,None,Tempered Glass,,3,1,
Anidees AI Crystal Cube,ATX Mid Tower,Black,None,Tempered Glass,50.5,3,1,
Enermax Ostrog ADV,ATX Mid Tower,Black / Green,None,Acrylic,54.7,6,0,
Aerocool V3X Advance,ATX Mid Tower,Black,None,None,30.4,3,0,
Thermaltake Versa C23 RGB,ATX Mid Tower,Black,None,Tempered Glass,,2,3,
Phanteks Enthoo EVOLV ITX TG,Mini ITX Desktop,Black / Red,None,Tinted Tempered Glass,34.1,2,4,
Thermaltake Versa N27,ATX Mid Tower,Black,None,Acrylic,,4,0,
Cooler Master MasterCase H500P ARGB,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Lian Li PC-A41,MicroATX Mini Tower,Black,None,None,,5,0,
Lian Li PC-D600,ATX Full Tower,Black,None,Acrylic,,6,0,
Cougar MX330-STE500,ATX Mid Tower,Black,500 W,Acrylic,39.4,2,0,
NZXT H200i,Mini ITX Tower,Black / Red,None,Tempered Glass,27.3,1,4,
DIYPC TG8,ATX Mid Tower,White / Black,None,Tempered Glass,,2,0,
DIYPC TG8,ATX Mid Tower,Red / Black,None,Tempered Glass,,2,3,
Lian Li ALPHA 550X,ATX Mid Tower,Black,None,Tempered Glass,56.5,4,0,
BitFenix Enso,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
LC-Power 991B Lighthouse,ATX Mid Tower,Black,None,Tempered Glass,51.6,3,1,
be quiet! Dark Base 700,ATX Mid Tower,White / Black,None,Tempered Glass,,7,2,
Lian Li ALPHA 330X,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Cougar MG110,MicroATX Mini Tower,Black,None,Acrylic,30.8,2,1,
Antec P8,ATX Mid Tower,Black,None,Tempered Glass,43.7,2,2,
Cooler Master MB600L ODD,ATX Mid Tower,Black / Red,None,Acrylic,,2,9,
Rosewill Orbit-Z1,ATX Mid Tower,Black,None,Acrylic,41.6,2,0,
In Win 303C,ATX Mid Tower,Black,None,Tempered Glass,51.6,2,2,
Corsair SPEC-OMEGA RGB Newegg Edition,ATX Mid Tower,Black / Multicolor,None,Tempered Glass,,3,1,
DIYPC Vision II,ATX Mid Tower,Black / Green,None,Tempered Glass,46.9,3,4,
In Win Tou 2.0,ATX Full Tower,,1065 W,Tempered Glass,,5,0,
EVGA DG-75,ATX Mid Tower,White,None,None,47.3,2,0,
Corsair Carbide Series 275R,ATX Mid Tower,Black / Red,None,Acrylic,44.2,2,1,
Cooler Master MasterCase MC500M,ATX Mid Tower,Black,None,Tempered Glass,75.6,4,2,
Silverstone PM02-G,ATX Mid Tower,,None,Tempered Glass,49.3,3,0,144.62
Cougar PANZER EVO,ATX Full Tower,Black / Red,None,Acrylic,,2,1,
Cooler Master MasterBox MB500 TUF Edition,ATX Mid Tower,Black,None,Tempered Glass,49.5,2,1,
Raidmax Zeta B04,ATX Mid Tower,Black,None,Tempered Glass,48.3,2,4,
Cooler Master MasterBox MB511,ATX Mid Tower,Black / White,None,Acrylic,,2,1,
RAIJINTEK PAEAN M,MicroATX Mini Tower,Black,None,Tempered Glass,40.9,1,1,
Cooler Master MasterBox E300L,MicroATX Mini Tower,Black / Silver,None,None,,2,2,
Corsair Carbide Series SPEC-06,ATX Mid Tower,White,None,Tempered Glass,,2,3,
Cooler Master MasterBox K500 Phantom Gaming Edition,ATX Mid Tower,Black,None,Tempered Glass,46.9,2,0,
Xigmatek Frontliner,ATX Mid Tower,Black,None,Acrylic,45.1,2,0,
Xigmatek Hawthorn,ATX Mid Tower,Black / Blue,None,Acrylic,36.1,2,1,
Thermaltake Versa J25,ATX Mid Tower,Black,None,Tempered Glass,,3,0,
be quiet! Silent Base 801,ATX Mid Tower,Black,None,None,,5,1,
Fractal Design Define S2 Blackout,ATX Mid Tower,Black,None,Tinted Tempered Glass,58.8,3,3,
Fractal Design Define S2,ATX Mid Tower,White,None,Tempered Glass,58.8,3,0,
HG Computers Osmi,Mini ITX Tower,Black,None,None,,1,0,
Aerocool Quartz RGB,ATX Mid Tower,Black,None,Tempered Glass,38.3,2,0,
Aerocool Quartz Blue,ATX Mid Tower,Black / Blue,None,Tempered Glass,38.3,2,0,
Streacom DA2,Mini ITX Desktop,Black,None,None,,3,3,
AvP Mamba,ATX Mid Tower,Black,None,Acrylic,,3,0,
In Win A1 Plus Phantom Gaming Edition,Mini ITX Tower,Black / Red,650 W,Tempered Glass,21.8,0,0,
Deepcool MATREXX 70,ATX Mid Tower,Black,None,Tempered Glass,54.2,2,0,
Raidmax NEON RGB,ATX Mid Tower,Black,None,Acrylic,,2,0,
Cooler Master MasterCase H500P Mesh Phantom Gaming Edition,ATX Mid Tower,Black / Red,None,Acrylic,71.4,2,0,
Aerocool Playa Slim,MicroATX Mini Tower,Black,None,None,,1,1,
Rosewill SPECTRA X,ATX Mid Tower,Black,None,Tempered Glass,,5,4,
Silverstone RL08BR-RGB,MicroATX Mini Tower,Black / Red,None,Tempered Glass,,3,2,
HEC HX210,MicroATX Mini Tower,Black,None,Acrylic,35.5,2,3,
Deepcool Gamer Storm NEW ARK 90SE,ATX Mid Tower,Black,None,Tempered Glass,,3,0,
BitFenix Nova Mesh,ATX Mid Tower,,None,Acrylic,41.4,2,0,
BitFenix Nova Mesh TG 4ARGB,ATX Mid Tower,Black,None,Tempered Glass,41.4,2,0,
GameMax Aurora,ATX Mid Tower,Black,None,Tempered Glass,50,2,0,
GameMax Crusader,ATX Mid Tower,Black,None,Tempered Glass,34.8,3,0,
GameMax Draco,ATX Mid Tower,Black,None,Tempered Glass,45,3,0,
GameMax Expedition,MicroATX Mini Tower,Blue,None,Acrylic,29.4,2,0,
GameMax Ghost,ATX Mid Tower,Black,None,None,38.1,1,0,
GameMax Predator,ATX Mid Tower,Black,None,Tinted Tempered Glass,49.8,2,0,
GameMax Vega,ATX Mid Tower,Gray / Black,None,Tempered Glass,53.2,3,0,
BitFenix Saber,ATX Mid Tower,Black,None,Tempered Glass,,2,1,
Aerocool Aero-500G RGB,ATX Mid Tower,Black,None,Tempered Glass,43.1,4,1,
Aerocool Bolt,ATX Mid Tower,,None,Tempered Glass,35.3,2,3,
Fractal Design Vector RS Blackout,ATX Mid Tower,Black,None,Tinted Tempered Glass,64.1,6,1,
MagniumGear Neo Air,ATX Mid Tower,,None,Tempered Glass,41.4,2,6,
MagniumGear Neo G,ATX Mid Tower,Black,None,Tempered Glass,41.4,2,0,
Deepcool MACUBE 310,ATX Mid Tower,White,None,Tempered Glass,45.2,2,7,
KOLINK Levante,ATX Mid Tower,Black,None,Tempered Glass,43.2,3,0,
DIYPC Jax11,ATX Mid Tower,White,None,Acrylic,,2,3,
Jonsbo C3 Plus,MicroATX Mini Tower,Black,None,Tempered Glass,31.2,4,0,
Jonsbo C3 Plus,MicroATX Mini Tower,Silver,None,Tempered Glass,31.2,4,1,
Maingear Vybe Mk. V,ATX Mid Tower,Red / Black,None,Tempered Glass,38.4,2,3,
In Win 925,ATX Full Tower,Black,None,Tempered Glass,,4,0,
Apevia CRUSADER-F-WH,ATX Mid Tower,White,None,Tempered Glass,,2,1,
DIYPC Solo-T2-R Black USB 3.0,ATX Mid Tower,Black / Red,None,None,39.1,3,1,
Azza Optima 803,ATX Mid Tower,Black,None,Tempered Glass,71.1,2,0,
Golden Field Z2,ATX Mid Tower,Black / Red,None,Tempered Glass,,2,0,
Rosewill Prism T,ATX Mid Tower,Black,None,Tempered Glass,58.2,2,1,
Cougar DarkBlader-G,ATX Full Tower,Black / Silver,None,Tempered Glass,,4,0,
