System,Brand,Range,,Type,Mount,Lens,,FL (mm),Max FL (mm),Max. Aper.,Filter (mm),MFD (cm),Diam. (mm),Diam. (in.),Length (mm),Length (in.),Weight (g),Weight (oz),IS,WR,Elements,Blades,Current Price,,Notes,Launch Year,Launch Price (USD),Source URL
Sony,Viltrox,Prime,01/10/2025,,E,AF 50mm F1.4 Pro,01/10/2025,50,1.4,,77,,84.5,,111,,800,,No,,,,,01/10/2025,,2025,600,https://www.viltrox.com
Sony,Viltrox,Prime,01/12/2021,,E,AF 501.8 FE,01/12/2021,50,1.8,,55,,70,,88.2,,390,,No,,,,,01/12/2021,,2021,400,https://www.viltrox.com
Sony,Viltrox,Prime,01/04/2025,,E,AF 50mm F2.0 Air,01/04/2025,50,2,,58,,65,,56.5,,205,,No,,,,,01/04/2025,,2025,250,https://www.viltrox.com
Sony,Viltrox,Prime,01/06/2025,,E,AF 85mm F1.4 Pro,01/06/2025,85,1.4,,77,,84.5,,108.5,,800,,No,,,,,01/06/2025,,2025,800,https://www.viltrox.com
Sony,Viltrox,Prime,01/04/2019,,E,PFU RBMH 85MM F1.8 STM,01/04/2019,85,1.8,,72,,80,,92,,626,,No,,,,,01/04/2019,,2021,400,https://www.viltrox.com
Sony,Viltrox,Prime,01/04/2021,,E,AF 85mm F1.8 II,01/04/2021,85,1.8,,72,,80,,92,,484,,No,,,,,01/04/2021,,2021,400,https://www.viltrox.com
Sony,Viltrox,Prime,01/10/2025,,E,AF 85mm F2.0 EVO,01/10/2025,85,2,,58,,69,,76,,340,,No,,,,,01/10/2025,,2025,300,https://www.viltrox.com
Sony,Viltrox,Prime,01/11/2024,,E,AF 135mm F1.8 LAB,01/11/2024,135,1.8,,82,,93,,145.7,,1235,,No,,,,,01/11/2024,,2024,1400,https://www.viltrox.com
Sony,Yongnuo,Prime,01/10/2020,,E,YN35mm F2S DF DSM,01/10/2020,35,2,,52,,67,,72,,295,,No,,,,,01/10/2020,,2020,280,https://www.yongnuo.com
Sony,Yongnuo,Prime,01/11/2021,,E,YN50mm F1.8S DF DSM,01/11/2021,50,1.8,,58,,68,,85,,395,,No,,,,,01/11/2021,,2021,200,https://www.yongnuo.com
Sony,Yongnuo,Prime,01/08/2020,,E,YN85mm F1.8S DF DSM,01/08/2020,85,1.8,,58,,67,,88,,346,,No,,,,,01/08/2020,,2020,300,https://www.yongnuo.com
Sony,Yongnuo,Prime,01/11/2022,,E,85F1.8S DF DSM,01/11/2022,85,1.8,,58,,67,,87,,385,,No,,,,,01/11/2022,,2022,300,https://www.yongnuo.com
Sony,Zeiss,Prime,01/04/2016,,E,Batis Distagon T* 18mm f2.8[301],01/04/2016,18,2.8,,77,,100,,80,,330,,No,,,,,01/04/2016,,2016,1500,https://www.zeiss.com/camera-lenses
Sony,Zeiss,Prime,01/04/2015,,E,Batis Distagon T* 25mm f2.0[303],01/04/2015,25,2,,67,,81,,78,,335,,No,,,,,01/04/2015,,2015,1300,https://www.zeiss.com/camera-lenses
Sony,Zeiss,Prime,01/10/2018,,E,Batis Sonnar T* 40mm f2.0,01/10/2018,40,2,,67,,91,,93,,361,,No,,,,,01/10/2018,,2018,1300,https://www.zeiss.com/camera-lenses
Sony,Zeiss,Prime,01/04/2015,,E,Batis Sonnar T* 85mm f1.8[306],01/04/2015,85,1.8,,67,,92,,92,,452,,Yes,,,,,01/04/2015,,2015,1200,https://www.zeiss.com/camera-lenses
Sony,Zeiss,Prime,01/04/2017,,E,Batis Sonnar T* 135mm f2.8[308],01/04/2017,135,2.8,,67,,98,,120,,614,,Yes,,,,,01/04/2017,,2017,2000,https://www.zeiss.com/camera-lenses
Sony,"Samyang
/ Rokinon",Prime,01/04/2021,,E,AF 12mm F2 E,01/04/2021,12,,,62,,70.0,,59.2,,213,,,,,,,01/04/2021,,2021,400,https://www.samyanglens.com
Sony,Sigma,Prime,01/08/2025,,E,12mm F1.4 DC | Contemporary,01/08/2025,12,,,62,,68.0,,69.4,,225,,,,,,,01/08/2025,,2025,500,https://www.sigma-global.com
Sony,Sigma,Prime,01/02/2026,,E,15mm F1.4 DC DN | Contemporary,01/02/2026,15,,,58,,64.0,,64.8,,220,,,,,,,01/02/2026,,2026,550,https://www.sigma-global.com
Sony,Sigma,Prime,01/05/2018,,E,16mm F1.4 DC DN | Contemporary,01/05/2018,16,,,67,,72.2,,92.3,,405,,,,,,,01/05/2018,,2018,450,https://www.sigma-global.com
Sony,Sigma,Prime,01/12/2012,,E,19mm F2.8 EX DN,01/12/2012,19,,,46,,60.6,,45.7,,140,,,,,,,01/12/2012,,2020,800,https://www.sigma-global.com
Sony,Sigma,Prime,01/01/2013,,E,19mm F2.8 DN | Art,01/01/2013,19,,,46,,60.8,,45.7,,160,,,,,,,01/01/2013,,2020,800,https://www.sigma-global.com
Sony,Sigma,Prime,01/04/2023,,E,23mm F1.4 DC DN | Contemporary,01/04/2023,23,,,52,,65.8,,78.9,,330,,,,,,,01/04/2023,,2023,550,https://www.sigma-global.com
Sony,Sigma,Prime,01/12/2012,,E,30mm F2.8 EX DN,01/12/2012,30,,,46,,60.6,,38.6,,130,,,,,,,01/12/2012,,2020,800,https://www.sigma-global.com
Sony,Sigma,Prime,01/01/2013,,E,30mm F2.8 DN | Art,01/01/2013,30,,,46,,60.8,,40.5,,140,,,,,,,01/01/2013,,2020,800,https://www.sigma-global.com
Sony,Sigma,Prime,01/02/2016,,E,30mm F1.4 DC DN | Contemporary,01/02/2016,30,,,52,,64.8,,73.3,,265,,,,,,,01/02/2016,,2016,350,https://www.sigma-global.com
Sony,Sigma,Prime,01/09/2018,,E,56mm F1.4 DC DN | Contemporary,01/09/2018,56,,,55,,66.5,,59.5,,280,,,,,,,01/09/2018,,2018,480,https://www.sigma-global.com
Sony,Sigma,Prime,01/01/2013,,E,60mm F2.8 DN | Art,01/01/2013,60,,,46,,60.8,,55.5,,190,,,,,,,01/01/2013,,2020,800,https://www.sigma-global.com
Sony,Sirui,Prime,01/06/2024,,E,16mm F1.2,01/06/2024,16,,,58,,?,,94,,384,,,,,,,01/06/2024,,2024,400,https://www.sirui.com
Sony,Sirui,Prime,01/03/2025,,E,20mm T1.8 1.33x Anamorphic,01/03/2025,20,,,77,,86.4,,90.95,,489.3,,,,,,,01/03/2025,,2025,700,https://www.sirui.com
Sony,Sirui,Prime,01/11/2023,,E,23mm F1.2,01/11/2023,23,,,58,,?,,92.5,,381,,,,,,,01/11/2023,,2023,350,https://www.sirui.com
Sony,Sirui,Prime,01/11/2023,,E,33mm F1.2,01/11/2023,33,,,58,,?,,92.5,,400,,,,,,,01/11/2023,,2023,350,https://www.sirui.com
Sony,Sirui,Prime,01/12/2024,,E,40mm T1.8 1.33× Anamorphic[32],01/12/2024,40,,,77,,86.4,,128.2,,633,,,,,,,01/12/2024,,2024,700,https://www.sirui.com
Sony,Sirui,Prime,01/11/2023,,E,56mm F1.2,01/11/2023,56,,,58,,?,,92.5,,422,,,,,,,01/11/2023,,2023,400,https://www.sirui.com
Sony,Sirui,Prime,01/06/2024,,E,75mm F1.2,01/06/2024,75,,,67,,?,,94,,466,,,,,,,01/06/2024,,2024,450,https://www.sirui.com
Sony,Tokina,Prime,01/10/2021,,E,atx-m 23mm F1.4 E,01/10/2021,23,,,52,,65,,72,,276,,,,,,,01/10/2021,,2021,500,https://www.tokinalens.com
Sony,Tokina,Prime,01/10/2021,,E,atx-m 33mm F1.4 E,01/10/2021,33,,,52,,65,,72,,285,,,,,,,01/10/2021,,2021,500,https://www.tokinalens.com
Sony,Tokina,Prime,01/10/2021,,E,atx-m 56mm F1.4 E,01/10/2021,56,,,52,,65,,72,,315,,,,,,,01/10/2021,,2021,500,https://www.tokinalens.com
Sony,TTArtisan,Prime,01/04/2026,,E,AF 17mm f1.8 Air,01/04/2026,17,,,52,,60,,47,,"161~
178",,,,,,,01/04/2026,,2026,180,https://www.ttartisan.com
Sony,TTArtisan,Prime,01/04/2023,,E,AF 27mm F2.8 ,01/04/2023,27,,,39,,61,,29,,88,,,,,,,01/04/2023,,2023,150,https://www.ttartisan.com
Sony,TTArtisan,Prime,01/10/2023,,E,AF 35mm F1.8 ,01/10/2023,35,,,52,,65,,60,,199,,,,,,,01/10/2023,,2023,250,https://www.ttartisan.com
Sony,TTArtisan,Prime,01/12/2023,,E,AF 56mm F1.8 ,01/12/2023,56,,,52,,65,,62,,233,,,,,,,01/12/2023,,2023,280,https://www.ttartisan.com
Sony,Viltrox,Prime,01/09/2025,,E,AF 9mm F2.8 Air,01/09/2025,9,,,58,,65,,56.4,,175,,,,,,,01/09/2025,,2025,300,https://www.viltrox.com
Sony,Viltrox,Prime,01/07/2022,,E,AF 13mm F1.4,01/07/2022,13,,,67,,74,,90,,420,,,,,,,01/07/2022,,2022,450,https://www.viltrox.com
Sony,Viltrox,Prime,01/07/2025,,E,AF 15mm F1.7 Air,01/07/2025,15,,,58,,65,,56.4,,180,,,,,,,01/07/2025,,2025,280,https://www.viltrox.com
Sony,Viltrox,Prime,01/08/2019,,E,AF 23mm F1.4,01/08/2019,23,,,52,,65,,72,,260,,,,,,,01/08/2019,,2019,330,https://www.viltrox.com
Sony,Viltrox,Prime,01/02/2025,,E,AF 25mm F1.7 Air,01/02/2025,25,,,52,,64,,56.4,,170,,,,,,,01/02/2025,,2025,250,https://www.viltrox.com
Sony,Viltrox,Prime,01/02/2024,,E,AF 27mm F1.2 Pro,01/02/2024,27,,,67,,82,,92,,565,,,,,,,01/02/2024,,2024,450,https://www.viltrox.com
Sony,Viltrox,Prime,01/08/2019,,E,AF 33mm F1.4,01/08/2019,33,,,52,,65,,72,,270,,,,,,,01/08/2019,,2019,330,https://www.viltrox.com
Sony,Viltrox,Prime,01/12/2024,,E,AF 35mm F1.7 Air,01/12/2024,35,,,52,,64,,56.4,,170,,,,,,,01/12/2024,,2024,280,https://www.viltrox.com
Sony,Viltrox,Prime,01/09/2025,,E,AF 56mm F1.2 Pro,01/09/2025,56,,,67,,78.4,,91.7,,570,,,,,,,01/09/2025,,2025,450,https://www.viltrox.com
Sony,Viltrox,Prime,01/08/2019,,E,AF 56mm F1.4,01/08/2019,56,,,52,,65,,72,,290,,,,,,,01/08/2019,,2019,330,https://www.viltrox.com
Sony,Viltrox,Prime,01/08/2024,,E,AF 56mm F1.7 Air,01/08/2024,56,,,52,,65,,54.3,,170,,,,,,,01/08/2024,,2024,280,https://www.viltrox.com
Sony,Viltrox,Prime,01/07/2023,,E,AF 75mm F1.2 Pro,01/07/2023,75,,,77,,87,,101,,675,,,,,,,01/07/2023,,2023,550,https://www.viltrox.com
Sony,Yongnuo,Prime,01/01/2024,,E,YN11mm F1.8S DA DSM WL,01/01/2024,11,,,58,,66,,69,,260,,,,,,,01/01/2024,,2024,350,https://www.yongnuo.com
Sony,Yongnuo,Prime,01/10/2023,,E,YN16mm F1.8S DA DSM,01/10/2023,16,,,58,,64,,69,,274,,,,,,,01/10/2023,,2023,300,https://www.yongnuo.com
Sony,Yongnuo,Prime,01/08/2021,,E,YN50mm F1.8S DA DSM,01/08/2021,50,,,49,,64,,58,,146,,,,,,,01/08/2021,,2021,150,https://www.yongnuo.com
Sony,Zeiss,Prime,01/09/2012,,E,Touit 2.812,01/09/2012,12,,,67,,88,,68,,260,,,,,,,01/09/2012,,2012,1000,https://www.zeiss.com/camera-lenses
Sony,Zeiss,Prime,01/09/2012,,E,Touit 1.832,01/09/2012,32,,,52,,75,,60,,200,,,,,,,01/09/2012,,2012,900,https://www.zeiss.com/camera-lenses
Sony,Zeiss,Prime,01/09/2012,,E,Touit 2.850M,01/09/2012,50,,,52,,75,,91,,290,,,,,,,01/09/2012,,2025,800,https://www.sirui.com
Sony,Sigma,Zoom,01/10/2023,,E,10-18mm F2.8 DC DN | Contemporary,01/10/2023,10,18,2.8,67,,72.2,,64.0,,255,,,,,,,01/10/2023,,2023,600,https://www.sigma-global.com
Sony,Sigma,Zoom,01/06/2025,,E,#VALUE!,01/06/2025,17,40,1.8,67,,72.9,,117.9,,525,,,,,,,01/06/2025,,2025,1000,https://www.sigma-global.com
Sony,Sigma,Zoom,01/10/2021,,E,18-50mm F2.8 DC DN | Contemporary,01/10/2021,18,50,2.8,55,,61.6,,76.5,,290,,,,,,,01/10/2021,,2021,550,https://www.sigma-global.com
Sony,Sigma,Zoom,01/02/2025,,E,#VALUE!,01/02/2025,16,300,3.5,67,,73.8,,123.4,,615,,,,,,,01/02/2025,,2025,800,https://www.sigma-global.com
Sony,Tamron,Zoom,01/04/2021,,E,11-20mm F2.8 Di III-A RXD,01/04/2021,11,20,2.8,67,,73,,86.2,,335,,,,,,,01/04/2021,,2021,800,https://www.tamron.com
Sony,Tamron,Zoom,01/12/2020,,E,17-70mm F2.8 Di III-A VC RXD,01/12/2020,17,70,2.8,67,,74.6,,119.3,,525,,,,,,,01/12/2020,,2020,800,https://www.tamron.com
Sony,Tamron,Zoom,01/12/2011,,E,#VALUE!,01/12/2011,18,200,3.5,62,,68,,96.7,,460,,,,,,,01/12/2011,,2012,900,https://www.sony.com/electronics/camera-lenses
Sony,Tamron,Zoom,01/07/2021,,E,18-300mm F3.5-6.3 Di III-A VC VXD,01/07/2021,18,300,3.5,67,,75.5,,125.6,,620,,,,,,,01/07/2021,,2021,700,https://www.tamron.com
Sony,Tokina,Zoom,01/08/2022,,E,atx-m 11-18mm F2.8 E,01/08/2022,11,18,2.8,67,,74.4,,74.1,,335,,,,,,,01/08/2022,,2022,700,https://www.tokinalens.com
Sony,Sony,Prime,01/09/2022,,E,4mm f1.8 GM,01/09/2022,4,,1.8,,,83,,99.8,,460,,No,,,,,01/09/2022,,2022,600,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/01/2027,,E,16mm f1.8 G,01/01/2027,16,,1.8,67,,73.8,,75,,304,,No,,,,,01/01/2027,,2027,900,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/08/2021,,E,20mm f1.8 G,01/08/2021,20,,1.8,67,,73.5,,84.7,,373,,No,,,,,01/08/2021,,2020,900,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/06/2019,,E,24mm f1.4 GM,01/06/2019,24,,1.4,67,,75.4,,92.4,,445,,No,,,,,01/06/2019,,2022,800,https://www.sigma-global.com
Sony,Sony,Prime,01/09/2022,,E,24mm f2.8 G,01/09/2022,24,,2.8,49,,68,,45,,162,,No,,,,,01/09/2022,,2021,600,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/03/2016,,E,28mm f2,01/03/2016,28,,2,49,,60,,64,,200,,No,,,,,01/03/2016,,2015,450,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/09/2022,,E,35mm f1.4 GM,01/09/2022,35,,1.4,67,,76,,96,,524,,No,,,,,01/09/2022,,2015,1600,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/03/2016,,E,35mm f1.4 Zeiss,01/03/2016,35,,1.4,72,,78.5,,112,,630,,No,,,,,01/03/2016,,2015,1600,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/01/2014,,E,35mm f2.8 Zeiss,01/01/2014,35,,2.8,49,,61.5,,36.5,,120,,No,,,,,01/01/2014,,2014,800,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/07/2020,,E,35mm f1.8,01/07/2020,35,,1.8,55,,65.6,,73,,280,,No,,,,,01/07/2020,,2012,450,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/09/2022,,E,40mm f2.5 G,01/09/2022,40,,2.5,49,,68,,45,,173,,No,,,,,01/09/2022,,2021,600,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/09/2022,,E,50mm f1.2 GM,01/09/2022,50,,1.2,72,,87,,109.2,,778,,No,,,,,01/09/2022,,2024,1400,https://www.sigma-global.com
Sony,Sony,Prime,01/11/2024,,E,50mm f1.4 GM,01/11/2024,50,,1.4,67,,80.6,,96,,516,,No,,,,,01/11/2024,,2023,1300,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/04/2017,,E,50mm f1.4 Zeiss,01/04/2017,50,,1.4,72,,83.5,,108,,778,,No,,,,,01/04/2017,,2023,1300,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/04/2017,,E,50mm f1.8,01/04/2017,50,,1.8,49,,68.6,,59.5,,186,,No,,,,,01/04/2017,,2011,300,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/09/2022,,E,50mm f2.5 G,01/09/2022,50,,2.5,49,,68,,45,,174,,No,,,,,01/09/2022,,2021,600,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/04/2017,,E,50mm f2.8,01/04/2017,50,,2.8,55,,70.8,,71,,236,,No,,,,,01/04/2017,,2017,350,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/01/2014,,E,55mm f1.8 Zeiss,01/01/2014,55,,1.8,49,,64.4,,71,,281,,No,,,,,01/01/2014,,2013,1000,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/12/2025,,E,85mm f1.4 GM,01/12/2025,85,,1.4,77,,84.7,,107.3,,642,,No,,,,,01/12/2025,,2025,1800,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/04/2017,,E,85mm f1.4 GM,01/04/2017,85,,1.4,77,,89.5,,107.5,,848,,No,,,,,01/04/2017,,2025,1800,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/05/2018,,E,85mm f1.8,01/05/2018,85,,1.8,67,,78,,82,,371,,No,,,,,01/05/2018,,2018,600,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/03/2016,,E,90mm f2.8 G,01/03/2016,90,,2.8,62,,79,,130.5,,602,,Yes,,,,,01/03/2016,,2021,650,https://www.sigma-global.com
Sony,Sony,Prime,01/01/2027,,E,100mm f2.8 GM,01/01/2027,100,,2.8,67,,81.4,,147.9,,646,,Yes,,,,,01/01/2027,,2025,1500,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/05/2018,,E,100mm f2.8 GM,01/05/2018,100,,2.8,72,,85.2,,118.1,,700,,Yes,,,,,01/05/2018,,2025,1500,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/07/2020,,E,135mm f1.8 GM,01/07/2020,135,,1.8,82,,89.5,,127,,953,,No,,,,,01/07/2020,,2017,1400,https://www.sigma-global.com
Sony,Sony,Prime,01/11/2024,,E,300mm f2.8 GM,01/11/2024,300,,2.8,40.5,,124,,265,,1470,,Yes,,,,,01/11/2024,,2024,6000,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/06/2019,,E,400mm f2.8 GM,01/06/2019,400,,2.8,40.5,,158.1,,359,,2895,,Yes,,,,,01/06/2019,,2019,12000,https://www.sony.com/electronics/camera-lenses/g-master
Sony,Sony,Prime,01/07/2020,,E,600mm f4 GM,01/07/2020,600,,4,40.5,,163.6,,449,,3040,,Yes,,,,,01/07/2020,,2020,13000,https://www.sony.com/electronics/camera-lenses/g-master
Sony,Sony,Zoom,01/08/2021,,E,12–24mm f2.8 GM,01/08/2021,12,24,2.8,,,97.6,,137,,847,,No,,,,,01/08/2021,,2021,3000,https://www.sony.com/electronics/camera-lenses/g-master
Sony,Sony,Zoom,01/05/2018,,E,12–24mm f4 G,01/05/2018,12,24,4,,,87,,117,,565,,No,,,,,01/05/2018,,2012,1100,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/12/2025,,E,16–25mm f2.8 G,01/12/2025,16,25,2.8,67,,74.8,,91.4,,409,,No,,,,,01/12/2025,,2024,1400,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/05/2018,,E,16–35mm f2.8 GM,01/05/2018,16,35,2.8,82,,88.5,,121.6,,680,,No,,,,,01/05/2018,,2023,2300,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/11/2024,,E,16–35mm f2.8 GM,01/11/2024,16,35,2.8,82,,87.8,,111.5,,547,,No,,,,,01/11/2024,,2023,2300,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/10/2023,,E,16–35mm f4 G,01/10/2023,16,35,4,72,,80.5,,88.1,,353,,No,,,,,01/10/2023,,2015,1400,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/02/2015,,E,16–35mm f4 Zeiss,01/02/2015,16,35,4,72,,78,,98.5,,518,,Yes,,,,,01/02/2015,,2022,1200,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/07/2020,,E,16–35mm T3.1 G,01/07/2020,16,35,T3.1,N/A,,118.4,,190,,1390,,No,,,,,01/07/2020,,2020,4500,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/11/2024,,E,20–70mm f4 G,01/11/2024,20,70,4,72,,78.7,,99,,488,,No,,,,,01/11/2024,,2023,1100,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/12/2025,,E,24–50mm f2.8 G,01/12/2025,24,50,2.8,67,,74.8,,92.3,,440,,No,,,,,01/12/2025,,2024,1100,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/02/2015,,E,24–70mm f4 Zeiss,01/02/2015,24,70,4,67,,73,,94.5,,426,,Yes,,,,,01/02/2015,,2014,1200,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/04/2017,,E,24–70mm f2.8 GM,01/04/2017,24,70,2.8,82,,87.6,,136,,886,,No,,,,,01/04/2017,,2022,2300,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/10/2023,,E,24–70mm f2.8 GM,01/10/2023,24,70,2.8,82,,87.8,,120,,695,,No,,,,,01/10/2023,,2022,2300,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/05/2018,,E,24–105mm f4 G,01/05/2018,24,105,4,77,,83.4,,113.3,,663,,Yes,,,,,01/05/2018,,2017,1300,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/03/2016,,E,24–240mm f3.5–6.3,01/03/2016,24,240,3.5,72,,80.5,,119,,780,,Yes,,,,,01/03/2016,,2015,1000,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/08/2021,,E,28–60mm f4–5.6,01/08/2021,28,60,4,40.5,,66.6,,45,,167,,No,,,,,01/08/2021,,2021,500,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/12/2025,,E,28–70mm f2 GM,01/12/2025,28,70,2,86,,92.9,,139.8,,918,,No,,,,,01/12/2025,,2025,3000,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/01/2027,,E,28–70mm f3.5–5.6,01/01/2027,28,70,3.5,55,,72.5,,83,,293,,Yes,,,,,01/01/2027,,2013,500,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/01/2014,,E,28–70mm f3.5–5.6,01/01/2014,28,70,3.5,55,,72.5,,83,,295,,Yes,,,,,01/01/2014,,2013,500,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/02/2015,,E,28–135mm f4 G,01/02/2015,28,35,4,95,,105,,162.5,,1215,,Yes,,,,,01/02/2015,,2014,2500,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/01/2027,,E,50–150mm f2 GM,01/01/2027,50,50,2,95,,102.8,,200,,1340,,No,,,,,01/01/2027,,2025,3800,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/02/2015,,E,70–200mm f4 G,01/02/2015,70,00,4,72,,80,,175,,840,,Yes,,,,,01/02/2015,,2024,1700,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/11/2024,,E,70–200mm f4 G,01/11/2024,70,00,4,72,,82.2,,149.0,,794,,Yes,,,,,01/11/2024,,2024,1700,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/04/2017,,E,70–200mm f2.8 GM,01/04/2017,70,00,2.8,77,,88,,205.3,,1480,,Yes,,,,,01/04/2017,,2022,2800,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/09/2022,,E,70–200mm f2.8 GM,01/09/2022,70,00,2.8,77,,88,,200,,1045,,Yes,,,,,01/09/2022,,2022,2800,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/04/2017,,E,70–300mm f4.5–5.6 G,01/04/2017,70,00,4.5,72,,84,,143.5,,854,,Yes,,,,,01/04/2017,,2016,1200,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/02/2028,,E,100–400mm f4.5 GM,01/02/2028,100,400,4.5,95,,119.8,,328,,1840,,Yes,,,,,01/02/2028,,2028,2800,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/05/2018,,E,100–400mm f4.5–5.6 GM,01/05/2018,100,400,4.5,77,,93.9,,205,,1398,,Yes,,,,,01/05/2018,,2028,2800,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/07/2020,,E,200–600mm f5.6–6.3 G,01/07/2020,200,600,5.6,95,,111.5,,318,,2115,,Yes,,,,,01/07/2020,,2020,2000,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/02/2025,,E,400–800mm f6.3–8 G,01/02/2025,400,800,6.3,105,,119.8,,346,,2475,,Yes,,,,,01/02/2025,,2025,2500,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/10/2023,,E,11mm f1.8,01/10/2023,11,,1.8,55,,66,,57.5,,181,,No,,,,,01/10/2023,,2023,550,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/10/2023,,E,15mm f1.4 G,01/10/2023,15,,1.4,55,,66.6,,69.5,,219,,No,,,,,01/10/2023,,2023,750,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/10/2010,,E,16mm f2.8,01/10/2010,16,,2.8,49,,62,,22.5,,67,,No,,,,,01/10/2010,,2010,250,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/01/2014,,E,20mm f2.8,01/01/2014,20,,2.8,49,,62.6,,20.4,,69,,No,,,,,01/01/2014,,2014,350,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/11/2011,,E,24mm f1.8 Zeiss,01/11/2011,24,,1.8,49,,63,,65.5,,225,,No,,,,,01/11/2011,,2011,700,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/11/2011,,E,30mm f3.5,01/11/2011,30,,3.5,49,,62.0,,55.5,,138,,No,,,,,01/11/2011,,2011,300,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/12/2012,,E,35mm f1.8,01/12/2012,35,,1.8,49,,63,,45,,154,,Yes,,,,,01/12/2012,,2012,450,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Prime,01/11/2011,,E,50mm f1.8,01/11/2011,50,,1.8,49,,62,,62,,202,,Yes,,,,,01/11/2011,,2011,300,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/12/2012,,E,12–24mm f4,01/12/2012,12,24,4,62,,70,,63.5,,225,,Yes,,,,,01/12/2012,,2012,1100,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/10/2023,,E,10–20mm f4 G,01/10/2023,10,20,4,62,,69.8,,55,,178,,No,,,,,01/10/2023,,2022,750,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/01/2014,,E,16–50mm f3.5–5.6,01/01/2014,16,50,3.5,40.5,,64.7,,29.9,,116,,Yes,,,,,01/01/2014,,2025,300,https://www.sony.com/electronics/camera-lenses
Sony,Sony,Zoom,01/12/2025,,E,16–50mm f3.5–5.6,01/12/2025,16,50,3.5,40.5,,66,,31.3,,107,,Yes,,,,,01/12/2025,,2025,300,https://www.sony.com/electronics/camera-lenses
