Name,Form Factor,Efficiency Rating,Wattage,Modular,Rating,Price
1STPLAYER NGDP,ATX,80+ Gold,750 W,Full,0,
1STPLAYER NGDP,ATX,80+ Gold,850 W,Full,1,
1STPLAYER NGDP ATX 3.0,ATX,80+ Platinum,1000 W,Full,0,169
ABS Majesty,ATX,80+ Gold,1100 W,Full,0,
ADATA XPG CORE Reactor 650,ATX,80+ Gold,650 W,Full,3,
ADATA XPG CORE Reactor 750,ATX,80+ Gold,750 W,Full,11,
ADATA XPG CORE Reactor 850,ATX,80+ Gold,850 W,Full,15,
ADATA XPG Core Reactor II,ATX,80+ Gold,850 W,Full,5,129.99
ADATA XPG Core Reactor II,ATX,80+ Gold,1000 W,Full,1,154.99
ADATA XPG Core Reactor II,ATX,80+ Gold,750 W,Full,8,
ADATA XPG Core Reactor II,ATX,80+ Gold,850 W,Full,0,
ADATA XPG Core Reactor II,ATX,80+ Gold,650 W,Full,2,
ADATA XPG Core Reactor II VE,ATX,80+ Gold,850 W,Full,3,105.99
ADATA XPG Core Reactor II VE,ATX,80+ Gold,750 W,Full,4,104.99
ADATA XPG Core Reactor II VE,ATX,80+ Gold,650 W,Full,1,89.99
ADATA XPG CYBERCORE,ATX,80+ Platinum,1000 W,Full,1,
ADATA XPG CYBERCORE II,ATX,80+ Platinum,1000 W,Full,0,149.99
ADATA XPG FUSION 1600,ATX,80+ Titanium,1600 W,Full,0,
ADATA XPG KYBER,ATX,80+ Gold,750 W,No,2,
ADATA XPG KYBER,ATX,80+ Gold,850 W,No,0,
ADATA XPG PYLON,ATX,80+ Bronze,750 W,No,0,
ADATA XPG PYLON,ATX,80+ Bronze,650 W,No,3,
ADATA XPG PYLON,ATX,80+ Bronze,550 W,No,4,
Aerocool AER-P7-P650W,ATX,80+ Platinum,650 W,Full,1,
Aerocool GT-1050SG,ATX,80+ Gold,1050 W,Semi,0,
Aerocool Integrator,ATX,80+ Bronze,600 W,No,1,
Aerocool Integrator,ATX,80+ Bronze,500 W,No,6,
Aerocool Integrator,ATX,80+ Bronze,700 W,No,0,
Aerocool Integrator Gold,ATX,80+ Gold,750 W,Full,1,
Aerocool Integrator Gold,ATX,80+ Gold,850 W,Full,0,
Aerocool Integrator MOD XT,ATX,80+ Bronze,750 W,Semi,1,
Aerocool LUX RGB 750M ,ATX,80+ Bronze,750 W,Semi,0,
Aerocool P7 Platinum,ATX,80+ Platinum,850 W,Full,1,
Aerocool PREMIER G1,ATX,80+ Gold,850 W,Full,0,
Aerocool XPredator GM,ATX,80+ Gold,1000 W,Semi,0,
Anima APII500,ATX,,500 W,No,0,
Antec Basiq,ATX,80+,550 W,Semi,13,118.02
Antec Basiq,ATX,,350 W,No,6,
Antec Basiq,ATX,80+,430 W,No,1,
Antec CSK,ATX,80+ Bronze,750 W,Semi,0,
Antec EA-750 Platinum,ATX,80+ Platinum,750 W,No,1,
Antec Earthwatts,ATX,80+ Bronze,650 W,No,18,
Antec Earthwatts,ATX,80+ Bronze,500 W,No,2,118.11
Antec Earthwatts,ATX,80+,750 W,No,0,
Antec Earthwatts,ATX,80+ Platinum,450 W,No,1,
Antec EARTHWATTS GOLD PRO 550,ATX,80+ Gold,550 W,Semi,5,
Antec EARTHWATTS GOLD PRO 650,ATX,80+ Gold,650 W,Semi,4,
Antec EARTHWATTS GOLD PRO 750,ATX,80+ Gold,750 W,Semi,12,
Antec Earthwatts Green,ATX,80+ Bronze,430 W,No,2,108.02
Antec Earthwatts Green,ATX,80+ Bronze,380 W,No,13,
Antec Earthwatts Green,ATX,80+ Bronze,350 W,No,0,
Antec Earthwatts Green,ATX,80+,500 W,No,1,
Antec Earthwatts Green,ATX,80+ Bronze,750 W,No,4,
Antec EarthWatts Platinum,ATX,80+ Platinum,550 W,No,1,148.02
Antec EarthWatts Platinum,ATX,80+ Platinum,650 W,No,3,
Antec EDGE,ATX,80+ Gold,550 W,Full,3,
Antec EDGE,ATX,80+ Gold,750 W,Full,1,
Antec GSK ATX3.1,ATX,80+ Gold,850 W,Full,2,
Antec GSK ATX3.1,ATX,80+ Gold,750 W,Full,0,
Antec HCG-750 Bronze,ATX,80+ Bronze,750 W,No,3,
Antec High Current Gamer,ATX,80+ Bronze,620 W,Semi,28,
Antec High Current Gamer,ATX,80+ Bronze,900 W,No,9,
Antec High Current Gamer,ATX,80+ Bronze,520 W,Semi,15,
Antec High Current Gamer,ATX,80+ Bronze,850 W,Semi,6,
Antec High Current Gamer,ATX,80+ Bronze,620 W,No,4,
Antec High Current Gamer,ATX,80+ Bronze,750 W,Semi,7,
Antec High Current Gamer,ATX,80+ Bronze,400 W,Semi,0,
Antec High Current Gamer,ATX,80+ Bronze,520 W,No,3,
Antec High Current Gamer Extreme,ATX,80+ Gold,1000 W,Full,4,
Antec High Current Gamer Extreme,ATX,80+ Gold,850 W,Full,0,
Antec High Current Gamer Gold,ATX,80+ Gold,650 W,Full,4,
Antec High Current Gamer Gold,ATX,80+ Gold,1000 W,Full,0,
Antec High Current Gamer Gold,ATX,80+ Gold,750 W,Full,10,
Antec High Current Gamer PRO ATX3.1,ATX,80+ Platinum,1200 W,Full,1,
Antec High Current Gamer PRO ATX3.1,ATX,80+ Platinum,1000 W,Full,0,
Antec High Current Pro,ATX,80+ Gold,850 W,Semi,3,
Antec High Current Pro,ATX,80+ Platinum,1300 W,Full,2,
Antec High Current Pro,ATX,80+ Platinum,1000 W,Full,1,
Antec High Current Pro,ATX,80+ Platinum,750 W,Full,0,
Antec High Current Pro,ATX,80+ Gold,750 W,Semi,6,
Antec NE1000G M ATX3.0,ATX,80+ Gold,1000 W,Full,5,212.2
Antec NE1000G M White ATX 3.0,ATX,80+ Gold,1000 W,Full,1,252.02
Antec NE1300G M ATX3.0,ATX,80+ Gold,1300 W,Full,0,
Antec NE450M,ATX,80+ Bronze,450 W,Semi,0,
Antec NE850G M,ATX,80+ Gold,850 W,Full,1,
Antec NE850G M ATX3.0,ATX,80+ Gold,850 W,Full,1,
Antec NeoECO,ATX,80+ Bronze,620 W,No,5,
Antec NeoECO,ATX,80+ Bronze,520 W,No,7,
Antec NeoECO,ATX,80+,400 W,No,2,
Antec NeoECO,ATX,80+ Bronze,550 W,Semi,1,
Antec NeoECO 550 Gold,ATX,80+ Gold,550 W,Semi,3,
Antec NeoECO 650 Gold,ATX,80+ Gold,650 W,Semi,1,
Antec NeoECO 750 Gold,ATX,80+ Gold,750 W,Semi,2,
Antec NeoECO Classic,ATX,80+ Bronze,650 W,No,1,
Antec NeoECO Gold,ATX,80+ Gold,750 W,Full,0,
Antec NeoECO Gold,ATX,80+ Gold,850 W,Full,1,
Antec NeoECO Gold ZEN,ATX,80+ Gold,600 W,No,4,
Antec NeoECO Gold ZEN,ATX,80+ Gold,700 W,No,2,
Antec NeoECO Gold ZEN,ATX,80+ Gold,500 W,No,1,
Antec NeoECO Platinum,ATX,80+ Platinum,850 W,Full,1,
Antec NeoECO Platinum,ATX,80+ Platinum,650 W,Full,0,
Antec NeoECO V2,ATX,80+ Bronze,550 W,Semi,0,
Antec SF850X,SFX,80+ Gold,850 W,Full,0,
Antec Signature,ATX,80+ Titanium,1000 W,Full,2,
Antec Signature,ATX,80+ Bronze,850 W,Full,1,
Antec Signature Platinum,ATX,80+ Platinum,1300 W,Full,0,
Antec True Power,ATX,80+ Bronze,850 W,Full,1,222.02
Antec True Power,ATX,80+ Gold,750 W,No,2,
Antec True Power,ATX,80+ Gold,650 W,No,7,
Antec True Power,ATX,80+ Bronze,1000 W,Full,0,
Antec True Power,ATX,80+ Bronze,550 W,Full,3,
Antec VP,ATX,,350 W,No,1,
Antec VP,ATX,,450 W,No,23,
Antec VP,ATX,,500 W,No,0,
Antec VP PLUS,ATX,80+,700 W,No,1,
Antec VP PLUS,ATX,80+,500 W,No,0,
Antec VP PLUS,ATX,80+,600 W,No,2,
Antec VP650P,ATX,,650 W,No,0,
Antec VP-P,ATX,,450 W,No,1,
Apevia AD,ATX,,500 W,No,0,
Apevia APEVIA ATX-WR680W 680W ATX12V v2.3 SLI CrossFire Active PFC Power Supply,ATX,,680 W,Semi,0,
Apevia AR,ATX,,500 W,No,0,
Apevia Astro,ATX,,450 W,No,0,
Apevia ATX-AQ700W-BK,ATX,,700 W,No,2,
Apevia ATX-AS500W-BK,ATX,,500 W,No,0,
Apevia ATX-AS500W-BL,ATX,,500 W,No,0,
Apevia ATX-AS500W-GN,ATX,,500 W,No,0,
Apevia ATX-AS520W-BK,ATX,,520 W,No,0,
Apevia ATX-AS600W-BL,ATX,,600 W,No,0,
Apevia ATX-AS680W-BK,ATX,,680 W,No,0,
Apevia ATX-AS680W-BL,ATX,,680 W,No,1,
Apevia ATX-CB600W,ATX,,600 W,No,0,
Apevia ATX-CB700W,ATX,,700 W,No,3,
Apevia ATX-CW500WP4,ATX,,500 W,No,0,
Apevia ATX-ES700-RGB,ATX,,700 W,Semi,1,
Apevia ATX-IB680W-BL,ATX,,680 W,No,0,
Apevia ATX-IB680W-GN,ATX,,680 W,No,1,
Apevia ATX-JP1000W,ATX,80+ Bronze,1000 W,No,0,
Apevia ATX-JV650W,ATX,,650 W,No,1,
Apevia ATX-PR850W PCIE5.0,ATX,80+ Gold,850 W,No,0,74.98
Apevia ATX-RP500W,ATX,,500 W,No,0,
Apevia ATX-TL450W,ATX,,450 W,No,0,
Apevia ATX-TL450W-BK,ATX,,450 W,No,0,
Apevia ATX-VN500W,ATX,,500 W,No,0,
Apevia ATX-VS450W,ATX,,450 W,No,0,
Apevia ATX-WA750W,ATX,,750 W,No,1,
Apevia ATX-WA900W,ATX,,900 W,No,2,
Apevia Beast,ATX,,550 W,No,1,
Apevia CAPTAIN,ATX,,550 W,No,0,31.99
Apevia Galaxy,ATX,80+ Gold,650 W,Semi,11,54.99
Apevia Galaxy,ATX,80+ Gold,850 W,Semi,3,65.98
Apevia Galaxy,ATX,80+ Gold,1000 W,Semi,2,75.98
Apevia ITX-AP250W,Mini ITX,,250 W,No,0,
Apevia Premier,ATX,80+ Gold,650 W,Semi,4,54.99
Apevia Prestige,ATX,80+ Gold,600 W,No,10,51.99
Apevia Prestige,ATX,80+ Gold,600 W,No,2,54.99
Apevia Prestige,ATX,80+ Gold,800 W,No,6,66.98
Apevia Prestige,ATX,80+ Gold,1000 W,No,1,
Apevia Prestige,ATX,80+ Gold,1000 W,No,0,
Apevia Raptor,ATX,,450 W,No,0,
Apevia Signature,ATX,80+ Bronze,1050 W,Semi,7,
Apevia Spirit,ATX,,600 W,No,2,
Apevia Spirit,ATX,,700 W,No,0,
Apevia XG,ATX,,450 W,No,0,
Apex AG-M,ATX,80+ Gold,750 W,Full,1,
Apex AG-M,ATX,80+ Gold,850 W,Full,0,
Apex AL-8250SFX,SFX,,250 W,No,2,78.02
Apex AL-A350ATX,ATX,,350 W,No,0,
Apex AL-A400ATX,ATX,,400 W,No,0,
Apex AL-D500EXP,ATX,,500 W,No,2,
Apex SL-275TFX,TFX,,275 W,No,0,45.95
APNX MAX G1,ATX,80+ Gold,1200 W,Full,0,
ARESGAME AGK,ATX,80+ Gold,850 W,Full,4,
ARESGAME AGS,ATX,80+ Gold,750 W,Semi,4,
ARESGAME AGS,ATX,80+ Gold,850 W,Semi,0,
ARESGAME AGT,ATX,80+ Gold,1000 W,Full,1,
ARESGAME AGV,ATX,80+ Bronze,500 W,No,13,
ARESGAME AGV,ATX,80+ Bronze,650 W,No,8,
ARESGAME AGV,ATX,80+ Bronze,750 W,Semi,9,
ASRock Challenger CL-550B,ATX,80+ Bronze,550 W,No,2,59.99
ASRock Challenger CL-650B,ATX,80+ Bronze,650 W,No,0,44.99
ASRock Challenger CL-650G,ATX,80+ Gold,650 W,No,0,59.99
ASRock Challenger CL-750B,ATX,80+ Bronze,750 W,No,0,49.99
ASRock Challenger CL-750G,ATX,80+ Gold,750 W,No,1,54.99
ASRock Challenger CL-850G,ATX,80+ Gold,850 W,No,0,79.99
ASRock Phantom Gaming PG-1000G,ATX,80+ Gold,1000 W,Full,1,119.99
ASRock Phantom Gaming PG-1300G,ATX,80+ Gold,1300 W,Full,1,189.99
ASRock Phantom Gaming PG-1600G,ATX,80+ Gold,1600 W,Full,2,219.99
ASRock Phantom Gaming PG-750G,ATX,80+ Gold,750 W,Full,0,74.99
ASRock Phantom Gaming PG-850G,ATX,80+ Gold,850 W,Full,1,109.99
ASRock PRO-650G,ATX,80+ Gold,650 W,No,1,49.99
ASRock PRO-750G,ATX,80+ Gold,750 W,No,0,54.99
ASRock PRO-850G,ATX,80+ Gold,850 W,No,0,64.99
ASRock PRO-M1000G,ATX,80+ Gold,1000 W,Full,0,156.61
ASRock PRO-M750G,ATX,80+ Gold,750 W,Full,0,
ASRock PRO-M850G,ATX,80+ Gold,850 W,Full,0,
ASRock STEEL LEGEND,ATX,80+ Platinum,1000 W,Full,0,149.99
ASRock Steel Legend SL-1000G,ATX,80+ Gold,1000 W,Full,0,109.99
ASRock Steel Legend SL-1000GW,ATX,80+ Gold,1000 W,Full,2,129.99
ASRock Steel Legend SL-1200G,ATX,80+ Gold,1200 W,Full,1,139.99
ASRock Steel Legend SL-1200GW,ATX,80+ Gold,1200 W,Full,0,159.99
ASRock Steel Legend SL-650G,ATX,80+ Gold,650 W,Full,1,64.99
ASRock Steel Legend SL-750G,ATX,80+ Gold,750 W,Full,1,84.99
ASRock Steel Legend SL-850G,ATX,80+ Gold,850 W,Full,1,89.99
ASRock Steel Legend SL-850GW,ATX,80+ Gold,850 W,Full,3,114.99
ASRock Taichi TC-1300T,ATX,80+ Titanium,1300 W,Full,0,299.99
ASRock Taichi TC-1650T,ATX,80+ Titanium,1650 W,Full,1,399.99
Asus Prime,ATX,80+ Bronze,750 W,No,0,
Asus Prime AP-750G,ATX,80+ Gold,750 W,Full,5,119.99
Asus Prime AP-850G,ATX,80+ Gold,850 W,Full,1,132.99
Asus ROG LOKI,SFX,80+ Platinum,750 W,Full,9,144.99
Asus ROG LOKI,SFX,80+ Titanium,1200 W,Full,0,335.69
Asus ROG LOKI,SFX,80+ Platinum,1000 W,Full,6,249.99
Asus ROG LOKI,SFX,80+ Platinum,850 W,Full,4,243.98
Asus ROG LOKI,SFX,80+ Platinum,850 W,Full,8,233.51
Asus ROG Strix,ATX,80+ Platinum,1000 W,Full,2,230.06
Asus ROG Strix,ATX,80+ Gold,750 W,Full,14,142.85
Asus ROG Strix,ATX,80+ Platinum,850 W,Full,1,
Asus ROG Strix,ATX,80+ Gold,850 W,Full,12,174.99
Asus ROG STRIX 1000G,ATX,80+ Gold,1000 W,Full,11,199.99
Asus ROG STRIX 1000P GAMING,ATX,80+ Platinum,1000 W,Full,1,234.46
Asus ROG STRIX 1200P Gaming,ATX,80+ Platinum,1200 W,Full,4,259.51
Asus ROG Strix Aura Edition,ATX,80+ Gold,1000 W,Full,3,204.62
Asus ROG Strix Aura Edition,ATX,80+ Gold,1200 W,Full,0,
Asus ROG Strix Aura Edition,ATX,80+ Gold,850 W,Full,1,
Asus ROG THOR 1200P,ATX,80+ Platinum,1200 W,Full,13,
Asus ROG THOR 1600T Gaming,ATX,80+ Titanium,1600 W,Full,1,959.9
Asus ROG THOR 850P,ATX,80+ Platinum,850 W,Full,17,
Asus ROG THOR P2 Gaming,ATX,80+ Platinum,1000 W,Full,4,359.99
Asus ROG THOR P2 Gaming,ATX,80+ Platinum,1200 W,Full,7,
Asus ROG THOR P2 Gaming,ATX,80+ Platinum,850 W,Full,3,234.99
Asus ROG THOR P2 Gaming EVA Edition,ATX,80+ Platinum,1000 W,Full,1,
Asus ROG Thor P3 Gaming,ATX,80+ Platinum,1200 W,Full,0,479.99
Asus ROG Thor P3 Hatsune Miku Edition,ATX,80+ Platinum,1200 W,Full,1,
Asus ROG THOR T3 GAMING,ATX,80+ Titanium,1600 W,Full,0,
Asus ROG-STRIX-850G,ATX,80+ Gold,850 W,Full,7,
Asus ROG-STRIX-850G-GUNDAM-EDITION,ATX,80+ Gold,850 W,Full,1,
Asus TUF Gaming,ATX,80+ Bronze,750 W,No,4,
Asus TUF Gaming 1000G,ATX,80+ Gold,1000 W,Full,10,179.99
Asus TUF Gaming 1000G,ATX,80+ Gold,1000 W,Full,4,189.99
Asus TUF Gaming 1200G,ATX,80+ Gold,1200 W,Full,1,204.99
Asus TUF Gaming 650B,ATX,80+ Bronze,650 W,No,7,
Asus TUF Gaming 750G,ATX,80+ Gold,750 W,Full,7,119.99
Asus TUF Gaming 850G,ATX,80+ Gold,850 W,Full,8,149.99
Asus TUF Gaming B,ATX,80+ Bronze,550 W,No,1,80.98
Asus TUF Gaming B,ATX,80+ Bronze,450 W,No,3,
Athena Power AP-MFATX22,Mini ITX,,220 W,No,0,
Athena Power AP-MFATX25,Mini ITX,80+,250 W,No,0,
Athena Power AP-MFATX30,Mini ITX,80+ Bronze,300 W,No,0,
Athena Power AP-MFATX35,Mini ITX,80+ Bronze,350 W,No,0,
Athena Power AP-MFATX40,Mini ITX,80+ Bronze,400 W,No,0,
Athena Power AP-MFATX40P8,Flex ATX,80+ Bronze,400 W,No,0,
Athena Power AP-MFATX50P8,Flex ATX,80+ Silver,500 W,No,1,171
Athena Power AP-MPS3ATX30H,ATX,,300 W,No,0,
Athena Power AP-MTFX30,TFX,,300 W,No,0,36.99
Athena Power Apollo,SFX,,300 W,No,0,
Athena Power APOLLO 600,SFX,80+ Bronze,600 W,No,0,231.06
Athena Power AP-P4ATX35,ATX,,350 W,No,0,
Athena Power AP-P4ATX55FEC,ATX,,550 W,No,0,
Athena Power AP-P4ATX80FEP8,ATX,80+ Bronze,800 W,No,0,
Athena Power AP-P4ATX85FEP,ATX,,850 W,No,0,
Athena Power AP-P4ATX95FEPC,ATX,80+,950 W,No,0,
Athena Power AP-TFX30,TFX,,300 W,No,0,
Athena Power AP-TFX40,TFX,80+ Bronze,400 W,No,0,
Azza ARGB,ATX,80+ Bronze,650 W,No,1,
Azza PSAZ-1000A14,ATX,80+ Bronze,1000 W,No,3,
Azza PSAZ-1000PT14,ATX,80+ Platinum,1000 W,Semi,0,
Azza PSAZ-500B12,ATX,,500 W,No,2,
Azza PSAZ-550W,ATX,80+ Bronze,550 W,No,3,
Azza PSAZ-650B14,ATX,,650 W,No,1,
Azza PSAZ-650W,ATX,80+ Bronze,650 W,No,2,59.99
Azza PSAZ-700A14,ATX,80+ Bronze,700 W,No,0,
Azza PSAZ-750PT14,ATX,80+ Platinum,750 W,Semi,0,
Azza PSAZ-750W,ATX,80+ Bronze,750 W,No,0,74.99
Azza PSAZ-850B14,ATX,,850 W,No,0,
Azza PSAZ-850PT14,ATX,80+ Platinum,850 W,Semi,0,
Azza Titan,ATX,80+ Bronze,1000 W,No,1,
be quiet! Dark Power 12,ATX,80+ Titanium,1000 W,Full,6,338.01
be quiet! Dark Power 12,ATX,80+ Titanium,850 W,Full,3,287.56
be quiet! Dark Power 12,ATX,80+ Titanium,750 W,Full,4,
be quiet! Dark Power 13,ATX,80+ Titanium,1000 W,Full,10,234.9
be quiet! Dark Power 13,ATX,80+ Titanium,850 W,Full,4,194.9
be quiet! Dark Power 13,ATX,80+ Titanium,750 W,Full,0,179.9
be quiet! Dark Power 14,ATX,80+ Titanium,1200 W,Full,0,289.89
be quiet! Dark Power Pro 10,ATX,80+ Gold,650 W,Semi,3,
be quiet! Dark Power Pro 10,ATX,80+ Gold,750 W,Semi,0,
be quiet! Dark Power Pro 10,ATX,80+ Platinum,850 W,Semi,2,
be quiet! Dark Power Pro 10,ATX,80+ Gold,1000 W,Semi,1,
be quiet! Dark Power Pro 11,ATX,80+ Platinum,850 W,Semi,7,
be quiet! Dark Power Pro 11,ATX,80+ Platinum,650 W,Semi,6,
be quiet! Dark Power Pro 11,ATX,80+ Platinum,750 W,Semi,4,
be quiet! Dark Power Pro 11,ATX,80+ Platinum,550 W,Semi,0,
be quiet! Dark Power Pro 11,ATX,80+ Platinum,1000 W,Semi,1,
be quiet! Dark Power Pro 12,ATX,80+ Titanium,1200 W,Full,2,
be quiet! Dark Power Pro 12,ATX,80+ Titanium,1500 W,Full,4,
be quiet! Dark Power Pro 13,ATX,80+ Titanium,1600 W,Full,7,499.9
be quiet! POWER 2,SFX,80+ Bronze,300 W,No,0,
be quiet! POWER 2,SFX,80+ Bronze,400 W,No,1,
be quiet! Power Zone,ATX,80+ Bronze,850 W,Full,0,
be quiet! Power Zone 1000W,ATX,80+ Bronze,1000 W,Full,1,
be quiet! Power Zone 2,ATX,80+ Platinum,1000 W,Full,5,139.9
be quiet! Power Zone 2,ATX,80+ Platinum,850 W,Full,1,114.9
be quiet! Power Zone 2,ATX,80+ Platinum,1200 W,Full,0,179.99
be quiet! Power Zone 650W,ATX,80+ Bronze,650 W,Full,0,
be quiet! Power Zone 750W,ATX,80+ Bronze,750 W,Full,2,
be quiet! Pure Power 10,ATX,80+ Silver,500 W,No,2,
be quiet! Pure Power 10,ATX,80+ Silver,600 W,No,1,
be quiet! Pure Power 10,ATX,80+ Bronze,300 W,No,0,
be quiet! Pure Power 10 CM,ATX,80+ Silver,500 W,Semi,2,
be quiet! Pure Power 10 CM,ATX,80+ Silver,400 W,Semi,6,
be quiet! Pure Power 10 CM,ATX,80+ Silver,600 W,Semi,1,
be quiet! Pure Power 10 CM,ATX,80+ Silver,700 W,Semi,0,
be quiet! Pure Power 11,ATX,80+ Bronze,300 W,No,2,
be quiet! Pure Power 11,ATX,80+ Gold,400 W,No,3,274.88
be quiet! Pure Power 11,ATX,80+ Gold,500 W,No,8,
be quiet! Pure Power 11,ATX,80+ Bronze,350 W,No,0,
be quiet! Pure Power 11,ATX,80+ Gold,600 W,No,7,
be quiet! Pure Power 11 600,ATX,80+ Gold,600 W,No,1,
be quiet! Pure Power 11 CM,ATX,80+ Gold,600 W,Semi,8,
be quiet! Pure Power 11 CM,ATX,80+ Gold,500 W,Semi,9,
be quiet! Pure Power 11 CM,ATX,80+ Gold,400 W,Semi,3,
be quiet! Pure Power 11 CM,ATX,80+ Gold,700 W,Semi,6,
be quiet! Pure Power 11 FM 1000,ATX,80+ Gold,1000 W,Full,1,
be quiet! Pure Power 11 FM 550,ATX,80+ Gold,550 W,Full,1,
be quiet! Pure Power 11 FM 650,ATX,80+ Gold,650 W,Full,6,
be quiet! Pure Power 11 FM 750,ATX,80+ Gold,750 W,Full,0,
be quiet! Pure Power 11 FM 850,ATX,80+ Gold,850 W,Full,1,
be quiet! Pure Power 12,ATX,80+ Gold,650 W,No,2,74.89
be quiet! Pure Power 12,ATX,80+ Gold,750 W,No,3,76.89
be quiet! Pure Power 12,ATX,80+ Gold,850 W,No,0,82.89
be quiet! Pure Power 12 M,ATX,80+ Gold,1200 W,Full,6,168.99
be quiet! Pure Power 12 M,ATX,80+ Gold,850 W,Full,38,
be quiet! Pure Power 12 M,ATX,80+ Gold,750 W,Full,26,
be quiet! Pure Power 12 M,ATX,80+ Gold,1000 W,Full,16,
be quiet! Pure Power 12 M,ATX,80+ Gold,650 W,Full,4,
be quiet! Pure Power 12 M,ATX,80+ Gold,550 W,Full,2,
be quiet! Pure Power 13 M,ATX,80+ Gold,1000 W,Full,13,128.99
be quiet! Pure Power 13 M,ATX,80+ Gold,850 W,Full,9,106
be quiet! Pure Power 13 M,ATX,80+ Gold,750 W,Full,7,94.5
be quiet! Pure Power 13 M,ATX,80+ Gold,550 W,Full,1,
be quiet! Pure Power 13 M,ATX,80+ Gold,650 W,Full,0,
be quiet! Pure Power 9,ATX,80+ Silver,400 W,Semi,2,
be quiet! Pure Power 9,ATX,80+ Silver,400 W,No,0,
be quiet! Pure Power 9 CM,ATX,80+ Bronze,600 W,Semi,1,
be quiet! PURE POWER 9 CM,ATX,80+ Silver,600 W,Semi,1,
be quiet! Pure Power L7,ATX,80+,530 W,No,1,
be quiet! Pure Power L7,ATX,80+,300 W,No,0,
be quiet! Pure Power L8,ATX,80+ Bronze,300 W,No,2,
be quiet! Pure Power L8,ATX,80+ Bronze,630 W,Semi,1,
be quiet! Pure Power L8,ATX,80+ Bronze,500 W,No,0,
be quiet! Pure Power L8,ATX,80+ Bronze,530 W,Semi,3,
be quiet! PURE POWER L8 400W,ATX,80+ Bronze,400 W,No,2,
be quiet! SFX L Power,SFX,80+ Gold,600 W,Full,0,119.9
be quiet! SFX L Power,SFX,80+ Gold,500 W,Full,3,
be quiet! SFX Power 3 300,SFX,80+ Bronze,300 W,No,0,
be quiet! SFX Power 3 450,SFX,80+ Bronze,450 W,No,1,124.29
be quiet! Straight Power 10,ATX,80+ Gold,500 W,No,0,
be quiet! Straight Power 10,ATX,80+ Gold,600 W,No,1,
be quiet! Straight Power 10 CM,ATX,80+ Gold,800 W,Semi,0,
be quiet! Straight Power 10 CM,ATX,80+ Gold,600 W,Semi,2,
be quiet! Straight Power 10 CM,ATX,80+ Gold,700 W,Semi,3,
be quiet! Straight Power 11,ATX,80+ Platinum,1200 W,Full,5,
be quiet! Straight Power 11,ATX,80+ Platinum,850 W,Full,7,
be quiet! Straight Power 11,ATX,80+ Platinum,550 W,Full,1,
be quiet! Straight Power 11 1000W,ATX,80+ Gold,1000 W,Full,1,
be quiet! Straight Power 11 450W,ATX,80+ Gold,450 W,Full,2,
be quiet! Straight Power 11 550W,ATX,80+ Gold,550 W,Full,9,
be quiet! Straight Power 11 650W,ATX,80+ Gold,650 W,Full,9,
be quiet! Straight Power 11 750W,ATX,80+ Gold,750 W,Full,13,
be quiet! Straight Power 11 850W,ATX,80+ Gold,850 W,Full,9,
be quiet! Straight Power 12,ATX,80+ Platinum,1500 W,Full,7,254.99
be quiet! Straight Power 12,ATX,80+ Platinum,1200 W,Full,15,229.9
be quiet! Straight Power 12,ATX,80+ Platinum,850 W,Full,6,
be quiet! Straight Power 12,ATX,80+ Platinum,750 W,Full,0,
be quiet! Straight Power E9,ATX,80+ Gold,600 W,No,0,
be quiet! STRAIGHT POWER E9 | 400W,ATX,80+ Gold,400 W,No,0,
be quiet! STRAIGHT POWER E9 | 450W,ATX,80+ Gold,450 W,No,0,
be quiet! STRAIGHT POWER E9 | 480W CM,ATX,80+ Gold,480 W,Full,0,
be quiet! STRAIGHT POWER E9 | 500W,ATX,80+ Gold,500 W,No,3,
be quiet! STRAIGHT POWER E9 | 580W CM,ATX,80+ Gold,580 W,Semi,1,
be quiet! STRAIGHT POWER E9 680W / CM,ATX,80+ Gold,680 W,Semi,2,
be quiet! System Power 10,ATX,80+ Bronze,650 W,No,6,
be quiet! System Power 10,ATX,80+ Bronze,550 W,No,1,252.2
be quiet! System Power 10,ATX,80+ Bronze,750 W,No,4,
be quiet! System Power 10,ATX,80+ Bronze,450 W,No,3,
be quiet! System Power 10 U,ATX,80+ Bronze,750 W,No,0,
be quiet! System Power 11 U,ATX,80+ Bronze,650 W,No,1,
be quiet! System Power 11 U,ATX,80+ Bronze,750 W,No,0,
be quiet! System Power 8,ATX,80+,600 W,No,0,
be quiet! System Power 8,ATX,80+,400 W,No,2,
be quiet! System Power 8,ATX,80+,500 W,No,1,
be quiet! System Power 9,ATX,80+ Bronze,600 W,No,11,
be quiet! System Power 9,ATX,80+ Bronze,400 W,No,6,
be quiet! System Power 9,ATX,80+ Bronze,700 W,No,2,
be quiet! System Power 9 500 CM,ATX,80+ Bronze,500 W,Semi,2,
be quiet! System Power 9 700 CM,ATX,80+ Bronze,700 W,Semi,3,
be quiet! System Power 9 CM,ATX,80+ Bronze,400 W,Semi,2,
be quiet! System Power U9,ATX,80+ Bronze,600 W,No,3,
be quiet! System Power U9,ATX,80+ Bronze,500 W,No,1,
be quiet! System Power U9,ATX,80+ Bronze,700 W,No,0,
be quiet! TFX Power 2,TFX,80+ Gold,300 W,No,0,
be quiet! TFX Power 3 300,TFX,80+ Gold,300 W,No,0,139.32
