Name,Form Factor,Efficiency Rating,Wattage,Modular,Rating,Price
SeaSonic X,ATX,80+ Platinum,460 W,Full,0,
SeaSonic X,ATX,80+ Gold,650 W,Full,3,
SeaSonic X,ATX,80+ Gold,760 W,Full,2,
Segotep CP-PSU-ST-P750F,ATX,80+ Gold,750 W,Full,0,
Segotep GF,SFX,80+ Gold,750 W,Full,0,
Segotep GM,ATX,80+ Gold,850 W,Full,1,79.98
Segotep GM,ATX,80+ Gold,750 W,Full,6,
Segotep GM,ATX,80+ Gold,750 W,Full,0,
Segotep GN,ATX,80+ Gold,650 W,No,2,49.99
Segotep GP,ATX,80+ Gold,600 W,No,5,
Segotep GP700G,ATX,80+ Gold,700 W,No,0,
Sentey ERP-400-SS,ATX,,400 W,No,0,
Sentey ERP-500-SM,ATX,,500 W,Full,0,
Sentey ERP-500-SMR,ATX,,500 W,Full,0,
Sentey ERP-500-SS,ATX,,500 W,No,0,
Sentey ERP-600-SM,ATX,,600 W,Full,0,
Sentey ERP-600-SS,ATX,,600 W,No,0,
Sentey ERP-700-SS,ATX,,700 W,No,1,
Sentey GSP1000-SM,ATX,80+ Gold,1000 W,Full,1,
Sentey GSP650-SM,ATX,80+ Gold,650 W,Full,0,
Sentey GSP750-SM,ATX,80+ Gold,750 W,Full,0,
Sentey GSP850-SM,ATX,80+ Gold,850 W,Full,0,
Sentey MBP HM,ATX,80+ Bronze,750 W,Semi,0,
Sentey SDP550-SS,ATX,80+,550 W,No,0,
Sentey SDP650-SS,ATX,80+,650 W,No,1,
Sentey SDP750-SS,ATX,80+,750 W,No,0,
Sentey SDP850-SS,ATX,80+,850 W,No,0,
Sentey XPP725-PS,ATX,,725 W,Semi,1,
SHARKOON Rebel P20 1000,ATX,,1000 W,Full,0,
SHARKOON Rebel P20 1200,ATX,,1200 W,Full,0,285.08
SHARKOON Rebel P20 750,ATX,,750 W,Full,0,
SHARKOON Rebel P20 850,ATX,,850 W,Full,1,
SHARKOON Rebel P20 850,ATX,,850 W,Full,0,
SHARKOON Rebel P20 SFX,SFX,80+ Platinum,850 W,Full,0,
SHARKOON Rebel P30 Gold,ATX,80+ Gold,1000 W,Full,0,
SHARKOON SilentStorm,SFX,80+ Gold,500 W,Full,4,185.69
SHARKOON SilentStorm,SFX,80+ Bronze,450 W,No,0,156.69
SHARKOON SilentStorm Cool Zero 650,ATX,80+ Gold,650 W,Full,1,
SHARKOON SilentStorm Cool Zero 750,ATX,80+ Gold,750 W,Full,2,
SHARKOON SilentStorm Cool Zero 850,ATX,80+ Gold,850 W,Full,0,
SHARKOON SilentStorm Icewind,ATX,80+ Bronze,650 W,Semi,0,
SHARKOON SilentStorm Icewind Black,ATX,80+ Bronze,650 W,Semi,0,
SHARKOON WPC Bronze,ATX,80+ Bronze,550 W,No,1,
SHARKOON WPM Bronze,ATX,80+ Bronze,600 W,Semi,0,
SHARKOON WPM Gold Zero 550,ATX,80+ Gold,550 W,Semi,2,
SilentiumPC Elementum E2 230V,ATX,80+,550 W,No,0,
SilentiumPC Supremo FM2,ATX,80+ Gold,650 W,Full,1,
SilentiumPC Supremo FM2,ATX,80+ Gold,750 W,Full,2,
SilentiumPC Supremo L2,ATX,80+ Gold,650 W,No,0,
SilentiumPC Supremo L2 V2,ATX,80+ Gold,550 W,No,0,
SilentiumPC Vero L2,ATX,80+ Bronze,500 W,No,0,
SilentiumPC Vero L3,ATX,80+ Bronze,600 W,No,0,
SilentiumPC Vero M2,ATX,80+ Bronze,600 W,No,0,
SilentiumPC Vero M3,ATX,80+ Bronze,700 W,Semi,0,
Silverstone ATTIS 650R,ATX,80+ Bronze,650 W,No,0,
Silverstone ATTIS 750R,ATX,80+ Bronze,750 W,No,0,
Silverstone DA1000R,ATX,80+ Gold,1000 W,Full,0,247.57
Silverstone DA1650 Gold,ATX,80+ Gold,1650 W,Full,0,
Silverstone DA550 Gold,ATX,80+ Gold,550 W,Full,0,
Silverstone DA650 Gold,ATX,80+ Gold,650 W,Full,2,
Silverstone DA700,ATX,,700 W,Full,0,
Silverstone DA750,ATX,,750 W,Full,0,
Silverstone DA750 Gold,ATX,80+ Gold,750 W,Full,0,148.94
Silverstone DA750R-GMA,ATX,80+ Gold,750 W,Full,5,114.99
Silverstone DA750R-GMA,ATX,80+ Gold,750 W,Full,1,
Silverstone DA850 Gold,ATX,80+ Gold,850 W,Full,5,
Silverstone DA850R-GMA,ATX,80+ Gold,850 W,Full,3,154.99
Silverstone DA850R-GMA,ATX,80+ Gold,850 W,Full,0,
Silverstone Essential,ATX,80+ Bronze,550 W,No,1,67.98
Silverstone Essential,ATX,80+ Gold,550 W,No,3,
Silverstone Essential,ATX,80+ Gold,550 W,Semi,0,
Silverstone ET500-ARGB,ATX,80+ Bronze,500 W,No,0,
Silverstone Extreme 1200R Platinum,SFX,,1200 W,Full,0,
Silverstone Extreme 500 Bronze,SFX,80+ Bronze,500 W,No,1,99.98
Silverstone Extreme 850R Platinum,SFX,,850 W,Full,3,221.18
Silverstone Extreme Rz,SFX,80+ Gold,550 W,Full,0,
Silverstone FX350-G,Flex ATX,80+ Gold,350 W,No,2,122.33
Silverstone FX500-G,Flex ATX,80+ Gold,500 W,No,1,160.87
Silverstone FX600 Platinum,Flex ATX,,600 W,No,1,191.87
Silverstone HELA,ATX,,2050 W,Full,0,
Silverstone HELA 1200R,ATX,80+ Platinum,1200 W,Full,5,292.99
Silverstone HELA 1300R,ATX,80+ Platinum,1300 W,Full,0,220.24
Silverstone HELA 2050R Platinum,ATX,,2050 W,Full,1,
Silverstone HELA 850R,ATX,80+ Platinum,850 W,Full,2,223.4
Silverstone Nightjar,ATX,80+ Platinum,520 W,Full,3,
Silverstone Nightjar,ATX,80+ Bronze,400 W,No,0,
Silverstone NJ450-SXL,SFX,80+ Platinum,450 W,Full,0,
Silverstone NJ600,ATX,80+ Titanium,600 W,Full,0,
Silverstone NJ700,ATX,80+ Titanium,700 W,Full,0,
Silverstone OP1000-E,ATX,,1000 W,No,0,
Silverstone OP1000-P,ATX,80+,1000 W,No,0,
Silverstone OP750,ATX,,750 W,No,0,
Silverstone OP800,ATX,,800 W,No,0,
Silverstone OP850,ATX,,850 W,No,0,
Silverstone SFX,SFX,80+ Gold,500 W,Full,52,126.62
Silverstone SFX,SFX,80+ Titanium,800 W,Full,10,
Silverstone SFX,SFX,80+ Bronze,450 W,No,1,
Silverstone SFX,SFX,80+ Bronze,300 W,No,0,
Silverstone SFX,SFX,80+ Platinum,700 W,Full,8,169.99
Silverstone SFX,SFX,80+ Gold,450 W,Full,24,
Silverstone SFX,SFX,80+ Bronze,450 W,No,19,
Silverstone SST-TX300,TFX,80+ Bronze,300 W,No,1,
Silverstone ST75F-GS-V3,ATX,80+ Gold,750 W,Full,0,125.99
Silverstone ST85F-GS-V2,ATX,80+ Gold,850 W,Full,0,132.99
Silverstone Strider,ATX,80+ Bronze,700 W,Full,0,94.98
Silverstone Strider,ATX,80+,500 W,No,8,
Silverstone Strider,ATX,80+ Gold,550 W,Full,11,
Silverstone Strider,ATX,80+ Bronze,500 W,No,1,
Silverstone Strider,ATX,80+,600 W,No,3,
Silverstone Strider,ATX,80+ Silver,850 W,Full,6,
Silverstone Strider,ATX,80+ Silver,750 W,Full,4,
Silverstone Strider,ATX,80+ Bronze,500 W,Full,7,
Silverstone Strider,ATX,80+ Silver,1000 W,Full,2,
Silverstone Strider Platinum,ATX,80+ Platinum,750 W,Full,0,139.99
Silverstone Strider Platinum,ATX,80+ Platinum,550 W,Full,1,
Silverstone Strider Platinum S,ATX,80+ Platinum,1200 W,Full,1,299.99
Silverstone Strider Platinum S,ATX,80+ Platinum,1000 W,Full,0,256.99
Silverstone Strider Plus,ATX,80+ Bronze,500 W,Full,2,
Silverstone Strider Titanium,ATX,80+ Titanium,1100 W,Full,0,173.39
Silverstone Strider Titanium,ATX,80+ Titanium,1300 W,Full,1,
Silverstone SX1000-LPT,SFX,80+ Platinum,1000 W,Full,8,
Silverstone SX1000R-PL,SFX,80+ Platinum,1000 W,Full,0,319.41
Silverstone SX300-B,SFX,80+ Bronze,300 W,No,0,
Silverstone SX500-G,SFX,80+ Gold,500 W,Full,3,140.75
Silverstone SX600-G,SFX,80+ Gold,600 W,Full,19,
Silverstone SX650-G,SFX,80+ Gold,650 W,Full,7,
Silverstone SX700-PT,SFX,80+ Platinum,700 W,Full,7,162.11
Silverstone SX750-PT,SFX,80+ Platinum,750 W,Full,1,
Silverstone SX-G,SFX,80+ Gold,700 W,Full,1,137.99
Silverstone Triton 1000Rz,ATX,,1000 W,Full,0,
Silverstone Triton 650Rx,ATX,,650 W,No,0,
Silverstone Triton 750Rx,ATX,,750 W,No,0,
Silverstone Triton 850Rx,ATX,,850 W,No,0,
Silverstone TX300,TFX,80+ Bronze,300 W,No,0,98.37
Silverstone TX500-G,TFX,80+ Gold,500 W,No,1,147.71
Silverstone TX700-G,TFX,80+ Gold,700 W,No,1,193.83
Silverstone VA550-B,ATX,80+ Bronze,550 W,No,1,
Silverstone VIVA,ATX,80+ Gold,650 W,No,0,
Silverstone Zeus,ATX,80+ Silver,1350 W,Full,0,
Silverstone Zeus 1650R,ATX,80+ Titanium,1650 W,Full,0,510.58
Solid Gear SDGR-650E,ATX,,650 W,No,0,
Solid Gear SDGR-750E,ATX,,750 W,No,3,
Solid Gear SDGR-900E,ATX,,900 W,No,0,
Solid Gear SDGR-FLEX220,Flex ATX,,220 W,No,1,
Sparkle ATX-300PA,ATX,,300 W,No,0,
Sparkle ATX-300PN-B204,ATX,,300 W,No,0,
Sparkle ATX-350PN-B204,ATX,,350 W,No,0,
Sparkle ATX-400PA,ATX,,400 W,No,0,
Sparkle ATX-400PN-B204,ATX,,400 W,No,0,
Sparkle ATX-450PN,ATX,,450 W,No,0,
Sparkle FSP300-60ATV,ATX,,300 W,No,0,59.99
Sparkle FSP300-60THA,ATX,,300 W,No,0,
Sparkle FSP300THAR-MC,ATX,,300 W,No,0,
Sparkle FSP350-60GNV,SFX,,350 W,No,0,59.99
Sparkle FSP400-60GHS,SFX,80+ Bronze,400 W,No,0,
Sparkle GW-EPS1000DA,ATX,80+ Gold,1000 W,Semi,0,
Sparkle GW-EPS1250DA,ATX,80+ Gold,1250 W,Full,0,
Sparkle Magna,ATX,80+ Bronze,1200 W,Semi,0,
Sparkle Magna GOLD PRO,ATX,80+ Gold,850 W,Semi,0,
Sparkle R-FSP400-60ETN,ATX,80+ Platinum,400 W,No,0,
Sparkle R-SPI1000GCM,ATX,80+,1000 W,Semi,0,
Sparkle R-SPI600ACH5B,ATX,80+ Silver,600 W,No,0,
Sparkle R-SPI600GHN,ATX,80+,600 W,No,0,
Sparkle R-SPI650ACAG,ATX,80+ Gold,650 W,No,0,
Sparkle R-SPI700ACH5B,ATX,80+ Silver,700 W,No,0,
Sparkle R-SPI700GHN,ATX,80+,700 W,No,0,
Sparkle R-SPI750ACAG,ATX,80+ Gold,750 W,No,0,
Sparkle R-SPI900GCM,ATX,80+,900 W,Semi,0,
Sparkle SCC-750AF,ATX,80+ Gold,750 W,Full,0,
Sparkle SCC-850AF,ATX,80+ Gold,850 W,Semi,0,
Sparkle SPI300GLS-B204,SFX,,300 W,No,0,
Sparkle SPI300T8AB-B204,TFX,80+ Bronze,300 W,No,0,
Sparkle SPI460PFB2-MC2,ATX,80+,460 W,No,0,
StarTech ATX2POW400HS,ATX,,400 W,No,0,
StarTech ATX2POW450HS,ATX,,450 W,No,0,
StarTech ATX2POW500HS,ATX,,500 W,No,0,
StarTech ATX2POWER350,ATX,,350 W,No,0,
StarTech ATX2POWER400,ATX,,400 W,No,0,
StarTech ATX2POWER430,ATX,80+,430 W,No,0,
StarTech ATX2POWER450,ATX,,450 W,No,0,
StarTech ATX2POWER530,ATX,80+ Bronze,530 W,No,0,
StarTech ATX2PW400PRO,ATX,,400 W,No,0,
StarTech ATX2PW430PRO,ATX,80+ Bronze,430 W,No,0,
StarTech ATX2PW450PRO,ATX,,450 W,No,0,
StarTech ATX2PW500PRO,ATX,,500 W,No,0,
StarTech ATX2PW530PRO,ATX,80+ Bronze,530 W,No,0,
StarTech ATX2PW550PRO,ATX,,550 W,No,0,
StarTech ATX2PW550WH,ATX,80+,550 W,No,0,
StarTech ATXPOW350PRO,ATX,,350 W,No,0,
StarTech ATXPW350DELL,ATX,,350 W,No,0,
StarTech ATXPW500PRO2,ATX,,500 W,No,0,
StarTech ATXPW550PRO2,ATX,,550 W,No,0,
Sunbeam IC-PSU-US-2545-DW,ATX,,450 W,No,0,
Sunbeam PSU-BKS580-US,ATX,,580 W,No,0,
Sunbeam PSU-COM680-BK-US,ATX,,680 W,Full,0,
Sunbeam PSU-COM780-BK-US,ATX,,780 W,Full,0,
Sunbeam PSU-ECO750-US-BL,ATX,80+,750 W,No,0,
Sunbeam PSU-H680-REV-US,ATX,,680 W,No,0,
Sunbeam PSU-H680-REV-US-BL,ATX,,680 W,No,0,
Sunbeam PSU-HUSH580-US,ATX,,580 W,No,0,
Sunbeam PSU-HUSH580-US-BL,ATX,,580 W,No,0,
Super Flower Amazon,ATX,80+ Bronze,300 W,No,0,
Super Flower Golden Green HX,ATX,80+ Gold,350 W,No,0,
Super Flower Golden Green HX,ATX,80+ Gold,550 W,No,1,
Super Flower Golden Silent,ATX,80+ Platinum,500 W,Semi,0,
Super Flower Leadex,ATX,80+ Platinum,2000 W,Full,1,
Super Flower Leadex Gold,ATX,80+ Gold,650 W,Full,7,
Super Flower Leadex Gold,ATX,80+ Gold,850 W,Full,0,
Super Flower Leadex Gold,ATX,80+ Gold,1300 W,Full,1,
Super Flower Leadex Gold,ATX,80+ Gold,750 W,Full,3,
Super Flower Leadex III ARGB Pro,ATX,80+ Gold,850 W,Full,1,
Super Flower Leadex III ARGB Pro,ATX,80+ Gold,750 W,Full,3,
Super Flower Leadex III Gold,ATX,80+ Gold,850 W,Full,28,
Super Flower Leadex III Gold,ATX,80+ Gold,750 W,Full,21,
Super Flower Leadex III Gold,ATX,80+ Gold,650 W,Full,5,
Super Flower Leadex III Gold,ATX,80+ Gold,550 W,Full,2,
Super Flower Leadex III Gold UP,ATX,80+ Gold,850 W,Full,3,119.99
Super Flower Leadex III Gold UP,ATX,80+ Gold,1000 W,Full,0,129.99
Super Flower Leadex III Gold UP,ATX,80+ Gold,1300 W,Full,4,159.99
Super Flower Leadex III Gold UP,ATX,80+ Gold,750 W,Full,1,109.99
Super Flower Leadex III Super Pro,ATX,80+ Bronze,550 W,Full,1,
Super Flower Leadex III Super Pro,ATX,80+ Bronze,750 W,Full,0,
Super Flower Leadex III Super Pro,ATX,80+ Bronze,650 W,Full,2,
Super Flower Leadex Platinum,ATX,80+ Platinum,1600 W,Full,0,503.25
Super Flower Leadex Platinum,ATX,80+ Platinum,850 W,Full,1,
Super Flower Leadex Platinum SE,ATX,80+ Platinum,1000 W,Full,4,
Super Flower Leadex Platinum SE,ATX,80+ Platinum,1200 W,Full,3,
Super Flower Leadex Platinum SE,ATX,80+ Platinum,1000 W,Full,2,
Super Flower Leadex Silver,ATX,80+ Silver,550 W,Full,3,
Super Flower LEADEX Special Edition,ATX,80+ Platinum,1000 W,Full,1,
Super Flower Leadex Titanium,ATX,80+ Titanium,2800 W,Full,0,799.99
Super Flower Leadex Titanium,ATX,80+ Titanium,1600 W,Full,4,
Super Flower Leadex Titanium,ATX,80+ Titanium,1000 W,Full,6,
Super Flower Leadex Titanium,ATX,80+ Titanium,850 W,Full,1,
Super Flower Leadex V Gold Pro,ATX,80+ Gold,1000 W,Full,0,
Super Flower Leadex V Platinum Pro,ATX,80+ Platinum,850 W,Full,7,
Super Flower Leadex V Platinum Pro,ATX,80+ Platinum,1000 W,Full,1,
Super Flower Leadex V Pro,ATX,80+ Platinum,1000 W,Full,0,
Super Flower Leadex VI Platinum PRO,ATX,80+ Platinum,1000 W,Full,2,
Super Flower LEADEX VII Platinum PRO,ATX,80+ Platinum,1200 W,Full,1,189.99
Super Flower LEADEX VII Platinum PRO,ATX,80+ Platinum,1200 W,Full,0,179.99
Super Flower LEADEX VII XG,ATX,80+ Gold,1300 W,Full,0,179.99
Super Flower LEADEX VII XG,ATX,80+ Gold,850 W,Full,8,129.99
Super Flower LEADEX VII XG,ATX,80+ Gold,1300 W,Full,6,179.99
Super Flower LEADEX VII XG,ATX,80+ Gold,1000 W,Full,2,159.99
Super Flower LEADEX VII XG,ATX,80+ Gold,850 W,Full,1,129.99
Super Flower Legion GX Pro,ATX,80+ Gold,650 W,Semi,2,
Super Flower Legion GX Pro,ATX,80+ Gold,750 W,Semi,0,
Super Flower SF-1000F14MP Black,ATX,80+ Platinum,1000 W,Full,2,
Super Flower SF-1000F14MP White,ATX,80+ Platinum,1000 W,Full,1,
Super Flower SF-1200F14MP Black,ATX,80+ Platinum,1200 W,Full,0,
Super Flower SF-1200F14MP White,ATX,80+ Platinum,1200 W,Full,1,
Super Flower SF-750F14TG,ATX,80+ Gold,750 W,Full,0,
Super Flower Zillion FG,ATX,80+ Gold,850 W,Full,0,89.99
Super Flower Zillion FG,ATX,80+ Gold,1050 W,Full,1,109.99
Tacens AP II,ATX,,500 W,No,0,
Tacens Radix VII AG,ATX,80+ Silver,600 W,No,1,
Tecnoware Free Silent,ATX,,500 W,No,0,
Thermalright AG-1000,ATX,80+ Gold,1000 W,Full,0,
Thermalright AG-650,ATX,80+ Gold,650 W,Full,0,
Thermalright AG-750,ATX,80+ Gold,750 W,Full,0,
Thermalright AG-850,ATX,80+ Gold,850 W,Full,0,
Thermalright KG-650,ATX,80+ Gold,650 W,Full,0,
Thermalright KG-750,ATX,80+ Gold,750 W,Full,0,
Thermalright KG-850,ATX,80+ Gold,850 W,Full,0,
Thermalright TB450S,ATX,80+ Bronze,450 W,No,0,
Thermalright TB550S,ATX,80+ Bronze,550 W,No,0,
Thermalright TB-650,ATX,80+ Bronze,650 W,Full,1,
Thermalright TB650S,ATX,80+ Bronze,650 W,No,0,
Thermalright TB-750,ATX,80+ Bronze,750 W,Full,1,
Thermalright TB750S,ATX,80+ Bronze,750 W,No,0,
Thermalright TB-850,ATX,80+ Bronze,850 W,Full,0,
Thermalright TB850S,ATX,80+ Bronze,850 W,No,0,
Thermalright TG,ATX,80+ Gold,850 W,Full,1,
Thermalright TG,ATX,80+ Gold,650 W,Full,0,
Thermalright TGFX550,SFX,80+ Gold,550 W,Full,0,
Thermalright TGFX650,SFX,80+ Gold,650 W,Full,0,
Thermalright TGFX750,SFX,80+ Gold,750 W,Full,0,
Thermalright TGFX850,SFX,80+ Gold,850 W,Full,1,
Thermalright TGFX850,SFX,80+ Gold,850 W,Full,0,
Thermalright TP,ATX,80+ Platinum,1650 W,Full,0,
Thermalright TPFX650,SFX,80+ Platinum,650 W,Full,0,
Thermalright TPFX750,SFX,80+ Platinum,750 W,Full,0,
Thermalright TPFX850,SFX,80+ Platinum,850 W,Full,0,
Thermalright TPFX850,SFX,80+ Platinum,850 W,Full,1,
Thermalright TR-SGFX 650,SFX,80+ Gold,650 W,Full,0,
Thermalright TR-SGFX 650W,SFX,80+ Gold,650 W,Full,1,
Thermaltake Black Widow,ATX,80+ Bronze,850 W,Semi,6,
Thermaltake Cologne,ATX,80+ Bronze,730 W,No,0,
Thermaltake EVO_Blue,ATX,80+ Gold,750 W,Semi,0,
Thermaltake German,ATX,80+,630 W,No,1,
Thermaltake Hamburg,ATX,80+,530 W,No,0,
Thermaltake Litepower,ATX,,650 W,No,4,64.98
Thermaltake Litepower,ATX,,550 W,No,1,
Thermaltake Litepower,ATX,,450 W,No,0,
Thermaltake Litepower GEN2 230V,ATX,,450 W,No,1,
Thermaltake Litepower GEN2 230V,ATX,,750 W,No,0,
Thermaltake Madrid,ATX,80+ Gold,850 W,Semi,0,
Thermaltake Rome,ATX,80+ Gold,750 W,Semi,0,
Thermaltake Smart,ATX,80+,500 W,No,85,39.99
Thermaltake Smart,ATX,80+,600 W,No,47,42.99
Thermaltake Smart,ATX,80+,700 W,No,25,54.99
Thermaltake Smart,ATX,80+,430 W,No,8,
Thermaltake Smart,ATX,80+ Bronze,750 W,No,15,
Thermaltake Smart,ATX,80+,730 W,No,0,
Thermaltake Smart,ATX,80+ Bronze,850 W,Semi,17,
Thermaltake Smart,ATX,80+ Bronze,650 W,Semi,1,
Thermaltake Smart,ATX,80+ Bronze,750 W,Semi,6,
Thermaltake Smart,ATX,80+,530 W,No,3,
Thermaltake Smart BM2,ATX,80+ Bronze,650 W,Semi,8,
Thermaltake Smart BM2,ATX,80+ Bronze,550 W,Semi,7,
Thermaltake Smart BM2,ATX,80+ Bronze,750 W,Semi,5,149.13
Thermaltake Smart BM2,ATX,80+ Bronze,450 W,Semi,0,
Thermaltake Smart BM3,ATX,80+ Bronze,650 W,Semi,5,69.98
Thermaltake Smart BM3,ATX,80+ Bronze,850 W,Semi,4,88.19
Thermaltake Smart BM3,ATX,80+ Bronze,750 W,Semi,3,75.98
Thermaltake Smart BX1,ATX,80+ Bronze,750 W,No,1,
Thermaltake Smart BX1 450,ATX,80+ Bronze,450 W,No,0,
Thermaltake Smart BX1 550,ATX,80+ Bronze,550 W,No,8,
Thermaltake Smart BX1 650,ATX,80+ Bronze,650 W,No,6,
Thermaltake Smart BX1 RGB 550,ATX,80+ Bronze,550 W,No,1,
Thermaltake Smart BX1 RGB 650,ATX,80+ Bronze,650 W,No,0,
Thermaltake Smart BX1 RGB 750,ATX,80+ Bronze,750 W,No,0,
Thermaltake Smart DPS G,ATX,80+ Gold,650 W,Semi,0,
Thermaltake Smart Pro RGB,ATX,80+ Bronze,750 W,Full,13,
Thermaltake Smart Pro RGB,ATX,80+ Bronze,650 W,Full,15,
Thermaltake Smart Pro RGB,ATX,80+ Bronze,850 W,Full,3,
Thermaltake Smart RGB,ATX,80+,500 W,No,2,69.98
Thermaltake Smart RGB,ATX,80+,700 W,No,7,
Thermaltake Smart RGB 230V,ATX,80+,500 W,No,1,
Thermaltake Smart RGB 230V,ATX,80+,700 W,No,0,
Thermaltake Smart SE,ATX,,630 W,Semi,4,
Thermaltake Smart SE,ATX,,530 W,Semi,0,
Thermaltake Smart W3,ATX,80+,600 W,No,0,54.99
Thermaltake Thermaltake TP-750M,ATX,80+ Gold,750 W,Semi,6,
Thermaltake Toughpower,ATX,80+ Gold,750 W,Semi,34,
Thermaltake Toughpower,ATX,80+ Gold,1500 W,Semi,0,
Thermaltake Toughpower,ATX,80+ Gold,750 W,No,4,
Thermaltake Toughpower,ATX,80+ Gold,1000 W,Semi,1,
Thermaltake Toughpower,ATX,80+ Gold,1200 W,Semi,2,
Thermaltake Toughpower,ATX,80+ Gold,650 W,Semi,3,
Thermaltake Toughpower DPS G,ATX,80+ Gold,550 W,Full,0,
Thermaltake Toughpower DPS G,ATX,80+ Gold,650 W,Full,2,
Thermaltake Toughpower DPS G,ATX,80+ Gold,850 W,Full,1,
Thermaltake Toughpower DPS G,ATX,80+ Gold,850 W,Full,5,
Thermaltake Toughpower DPS G RGB,ATX,80+ Titanium,1250 W,Full,0,
Thermaltake Toughpower DPS G RGB Gold,ATX,80+ Gold,750 W,Full,2,
Thermaltake Toughpower DPS G RGB Gold,ATX,80+ Gold,850 W,Full,0,
Thermaltake Toughpower DPS G RGB Titanium,ATX,80+ Titanium,1500 W,Full,0,
Thermaltake Toughpower GF,ATX,80+ Gold,850 W,Full,0,
Thermaltake Toughpower GF A3 - TT Premium Edition,ATX,80+ Gold,850 W,Full,3,109.99
Thermaltake Toughpower GF A3 - TT Premium Edition,ATX,80+ Gold,1200 W,Full,2,191.99
Thermaltake Toughpower GF A3 - TT Premium Edition,ATX,80+ Gold,1200 W,Full,0,
Thermaltake Toughpower GF A3 - TT Premium Edition,ATX,80+ Gold,750 W,Full,5,
Thermaltake Toughpower GF A3 - TT Premium Edition,ATX,80+ Gold,650 W,Full,1,
Thermaltake Toughpower GF A3 ATX 3.0,ATX,80+ Gold,850 W,Full,3,
Thermaltake Toughpower GF A3 ATX 3.0,ATX,80+ Gold,750 W,Full,0,
Thermaltake Toughpower GF A3 ATX 3.0,ATX,80+ Gold,1050 W,Full,1,
Thermaltake Toughpower GF A3 ATX 3.0,ATX,80+ Gold,650 W,Full,2,
Thermaltake Toughpower GF A3 Snow,ATX,80+ Gold,850 W,Full,7,109.99
Thermaltake Toughpower GF A3 Snow,ATX,80+ Gold,1050 W,Full,15,136.99
Thermaltake Toughpower GF1 ,ATX,80+ Gold,850 W,Full,13,95.99
Thermaltake Toughpower GF1 ,ATX,80+ Gold,750 W,Full,8,85.99
Thermaltake Toughpower GF1 - TT Premium,ATX,80+ Gold,1000 W,Full,0,
Thermaltake Toughpower GF1 ARGB,ATX,80+ Gold,650 W,Full,1,
Thermaltake Toughpower GF1 ARGB,ATX,80+ Gold,850 W,Full,0,
Thermaltake Toughpower GF1 PE,ATX,80+ Gold,650 W,Full,20,
Thermaltake Toughpower GF1 PE,ATX,80+ Gold,850 W,Full,43,
Thermaltake Toughpower GF1 PE,ATX,80+ Gold,750 W,Full,18,
Thermaltake Toughpower GF1 Snow - TT Premium,ATX,80+ Gold,750 W,Full,1,129.99
Thermaltake Toughpower GF1 Snow - TT Premium,ATX,80+ Gold,650 W,Full,0,
Thermaltake Toughpower GF1 Snow - TT Premium,ATX,80+ Gold,850 W,Full,5,
Thermaltake Toughpower GF2 ARGB,ATX,80+ Gold,650 W,Full,0,
Thermaltake Toughpower GF3 Snow,ATX,80+ Gold,1200 W,Full,3,199.99
Thermaltake Toughpower GF3 TT Premium,ATX,80+ Gold,1650 W,Full,2,299.99
Thermaltake Toughpower GF3 TT Premium,ATX,80+ Gold,1350 W,Full,1,215.4
Thermaltake Toughpower GF3 TT Premium,ATX,80+ Gold,1000 W,Full,10,174.98
Thermaltake Toughpower GF3 TT Premium,ATX,80+ Gold,1200 W,Full,4,179.99
Thermaltake Toughpower GF3 TT Premium,ATX,80+ Gold,850 W,Full,14,134.98
Thermaltake Toughpower Grand,ATX,80+ Platinum,600 W,Semi,0,
Thermaltake Toughpower Grand,ATX,80+ Gold,650 W,Semi,2,
Thermaltake Toughpower Grand,ATX,80+ Platinum,700 W,Semi,1,
Thermaltake Toughpower Grand,ATX,80+ Gold,750 W,Semi,5,
Thermaltake Toughpower Grand,ATX,80+ Gold,850 W,Full,3,
Thermaltake Toughpower Grand RGB,ATX,80+ Gold,850 W,Full,23,
Thermaltake Toughpower Grand RGB,ATX,80+ Gold,750 W,Full,26,139.99
Thermaltake Toughpower Grand RGB,ATX,80+ Gold,650 W,Full,12,
Thermaltake Toughpower Grand RGB 650 SE,ATX,80+ Gold,650 W,Full,1,
Thermaltake Toughpower Grand RGB 750 SE,ATX,80+ Gold,750 W,Full,1,
Thermaltake Toughpower Grand RGB 850 SE,ATX,80+ Gold,850 W,Full,2,
Thermaltake Toughpower Grand RGB Platinum,ATX,80+ Platinum,1200 W,Full,0,
Thermaltake Toughpower GT,ATX,80+ Gold,850 W,Full,2,99.99
Thermaltake Toughpower GT,ATX,80+ Gold,750 W,Full,5,89.99
Thermaltake Toughpower GT,ATX,80+ Gold,750 W,Full,0,99.99
Thermaltake Toughpower GX1,ATX,80+ Gold,600 W,No,4,
Thermaltake Toughpower GX1,ATX,80+ Gold,600 W,Semi,0,
Thermaltake Toughpower GX1 500,ATX,80+ Gold,500 W,No,1,
Thermaltake Toughpower GX1 RGB,ATX,80+ Gold,700 W,No,1,
Thermaltake Toughpower GX1 RGB,ATX,80+ Gold,600 W,No,0,
Thermaltake Toughpower GX1 RGB,ATX,80+ Gold,500 W,No,2,
Thermaltake Toughpower GX2,ATX,80+ Gold,600 W,No,29,59.99
Thermaltake Toughpower GX3,ATX,80+ Gold,850 W,No,0,99.99
